pmid|annotator|subject_text_span|subject_label|predicate|object_text_span|object_label
30248988|distant|phytochemical|chemical|influence|colitis|DDF
30248988|distant|curcuminoid|chemical|influence|IBS symptoms|DDF
30248988|distant|diferuloylmethane|chemical|influence|IBS symptoms|DDF
30248988|distant|turmeric|dietary supplement|influence|IBS symptoms|DDF
30248988|distant|Curcumin|dietary supplement|influence|Irritable Bowel Syndrome|DDF
30248988|distant|curcumin|dietary supplement|influence|IBS symptoms|DDF
30248988|distant|curcumin|dietary supplement|influence|colitis|DDF
36624505|distant|MDD|DDF|target|adults|human
36624505|distant|moderate-to-severe MDD|DDF|target|adults|human
37630649|distant|gut dysbiosis|DDF|affect|IBS|DDF
37630649|distant|endometriosis|DDF|change abundance|gut microbiota|microbiome
37630649|distant|endometriosis|DDF|target|healthy individuals|human
37630649|distant|IBS|DDF|change abundance|gut microbiota|microbiome
37630649|distant|gut microbiota|microbiome|located in|healthy individuals|human
37630649|distant|probiotics|dietary supplement|influence|dysbiosis|DDF
37630649|distant|gut dysbiosis|DDF|affect|endometriosis|DDF
37630649|distant|prebiotics|dietary supplement|influence|dysbiosis|DDF
37630649|distant|Microbiota|microbiome|is linked to|Irritable Bowel Syndrome|DDF
37630649|distant|dysbiosis|DDF|strike|brain|anatomical location
37630649|distant|Microbiota|microbiome|is linked to|Endometriosis|DDF
37630649|distant|IBS|DDF|target|healthy individuals|human
37630649|distant|IBS|DDF|target|endometriosis patients|human
37294054|distant|gut microbiota|microbiome|located in|mice|animal
37294054|distant|EphB6|gene|affect|colorectal cancer|DDF
37294054|distant|rectum|anatomical location|located in|EphB6-deficient mice|animal
37294054|distant|EphB6|gene|located in|mice|animal
36945049|distant|gestational diabetes mellitus|DDF|target|offspring|human
36945049|distant|behavioral|DDF|target|Children|human
36945049|distant|GDM|DDF|target|OB mothers|human
36945049|distant|GDM|DDF|target|offspring|human
36945049|distant|gestational diabetes mellitus|DDF|target|OB mothers|human
36945049|distant|pregnant women|human|used by|16S rRNA gene sequencing|biomedical technique
36945049|distant|behavioral|DDF|target|NW mothers|human
36945049|distant|overweight (OV|human|target|children|human
36945049|distant|behavioral|DDF|target|OV/OB mothers|human
36945049|distant|children|human|used by|16S rRNA gene sequencing|biomedical technique
36945049|distant|gut microbiome|microbiome|used by|16S rRNA gene sequencing|biomedical technique
33920695|distant|endocannabinoids|chemical|located in|hypothalamus|anatomical location
36400152|distant|healthy controls|human|used by|network-based functional connectivity (FC), grey matter volume (GMV) analyses|biomedical technique
36400152|distant|healthy controls|human|used by|metagenomic sequencing|biomedical technique
36400152|distant|HCs|human|used by|metagenomic sequencing|biomedical technique
36400152|distant|BD depression patients|human|used by|metagenomic sequencing|biomedical technique
36400152|distant|HCs|human|used by|network-based functional connectivity (FC), grey matter volume (GMV) analyses|biomedical technique
36400152|distant|gut microbiota|microbiome|is linked to|BD|DDF
36400152|distant|gut microbiota|microbiome|used by|multimodal kernal combination support vector machine (SVM) classifiers|statistical technique
36400152|distant|BD depression patients|human|used by|network-based functional connectivity (FC), grey matter volume (GMV) analyses|biomedical technique
36400152|distant|gut microbiota|microbiome|is linked to|bipolar disorder|DDF
36400152|distant|bipolar depression|DDF|target|patients|human
38273106|distant|mPFC|anatomical location|used by|Unbiased metabolomic analyses|biomedical technique
38273106|distant|succinic acid|chemical|located in|OCD-colonized mice|animal
38273106|distant|first-episode, drug-naive OCD patients|human|used by|16 S rRNA full-length sequencing|biomedical technique
38273106|distant|OCD|DDF|target|mice|animal
38273106|distant|gut microbiota|microbiome|is linked to|obsessive-compulsive disorder|DDF
38273106|distant|Human microbiota|microbiome|is linked to|neuroinflammation|DDF
38273106|distant|fecal microbiota|microbiome|located in|specific pathogen-free (SPF) mice|animal
38273106|distant|fecal microbiota|microbiome|used by|16 S rRNA full-length sequencing|biomedical technique
38273106|distant|Human microbiota|microbiome|located in|drug-naive patients|human
38273106|distant|succinic acid|chemical|influence|neuroinflammation|DDF
38273106|distant|gut microbiota|microbiome|is linked to|psychiatric disorders|DDF
38273106|distant|fecal microbiota|microbiome|located in|first-episode, drug-naive OCD patients|human
38273106|distant|obsessive-compulsive disorder|DDF|target|drug-naive patients|human
38273106|distant|gut microbiota|microbiome|is linked to|OCD|DDF
38273106|distant|OCD microbiota|microbiome|is linked to|abnormal anxiety-like and compulsive-like behaviors|DDF
38273106|distant|fecal microbiota|microbiome|located in|healthy individuals|human
38273106|distant|OCD microbiota|microbiome|is linked to|core behavioral deficits|DDF
38273106|distant|SA|chemical|located in|OCD-colonized mice|animal
38273106|distant|mPFC|anatomical location|located in|OCD-colonized mice|animal
38273106|distant|Human microbiota|microbiome|is linked to|behavioral symptoms|DDF
38273106|distant|healthy individuals|human|used by|16 S rRNA full-length sequencing|biomedical technique
38273106|distant|fecal microbiota|microbiome|located in|mice|animal
38273106|distant|succinic acid|chemical|influence|behavioral symptoms|DDF
38273106|distant|Human microbiota|microbiome|is linked to|obsessive-compulsive disorder|DDF
38273106|distant|fecal microbiota|microbiome|is linked to|OCD|DDF
38606523|distant|reduced intestinal iron absorption|DDF|affect|iron deficiency|DDF
38606523|distant|Severe iron deficiency|DDF|affect|anemia|DDF
38606523|distant|Severe iron deficiency|DDF|affect|performance intolerance|DDF
38606523|distant|chronic infections|DDF|affect|iron deficiency|DDF
38606523|distant|intestinal microbiome|microbiome|is linked to|toxicity|DDF
38606523|distant|Severe iron deficiency|DDF|affect|shortness of breath|DDF
38606523|distant|infants|human|target|Individuals|human
38606523|distant|iron deficiency|DDF|affect|mental and physical fatigue|DDF
38606523|distant|reduced intestinal iron absorption|DDF|affect|blood loss|DDF
38606523|distant|iron|chemical|impact|intestinal microbiome|microbiome
38606523|distant|Standard oral iron supplementation|dietary supplement|influence|gastrointestinal side effects|DDF
38606523|distant|iron deficiency|DDF|affect|anemia|DDF
38606523|distant|Iron deficiency|DDF|affect|iron deficiency|DDF
38606523|distant|iron|chemical|influence|mental and physical fatigue|DDF
37062706|distant|inulin|dietary supplement|influence|various diseases|DDF
37062706|distant|prebiotic inulin|dietary supplement|influence|various diseases|DDF
29147024|distant|Ketamine|drug|administered|susceptible mice|animal
29147024|distant|lanicemine|drug|impact|gut microbiota|microbiome
29147024|distant|(R)-ketamine|drug|located in|susceptible mice|animal
29147024|distant|(R)-ketamine|drug|influence|depression|DDF
29147024|distant|Ruminococcaceae|bacteria|located in|susceptible mice|animal
29147024|distant|Clostridiales|bacteria|located in|susceptible mice|animal
29147024|distant|(R)-ketamine|drug|impact|Bacteroidales|bacteria
29147024|distant|(R)-ketamine|drug|impact|Clostridiales|bacteria
29147024|distant|(R)-ketamine|drug|change effect|depression|DDF
29147024|distant|gut microbiota|microbiome|located in|susceptible mice|animal
29147024|distant|(R)-ketamine|drug|impact|gut microbiota|microbiome
29147024|distant|ketamine|drug|change effect|depression|DDF
29147024|distant|(R)-ketamine|drug|administered|susceptible mice|animal
29147024|distant|lanicemine|drug|administered|susceptible mice|animal
29147024|distant|(R)-ketamine|drug|impact|Ruminococcaceae|bacteria
29147024|distant|Bacteroidales|bacteria|located in|susceptible mice|animal
29147024|distant|Ketamine|drug|administered|treatment-resistant depressed patients|human
29147024|distant|(R)-ketamine|drug|change effect|ketamine|drug
35723531|distant|Bacterial Butyrate|chemical|is linked to|Depressive Symptoms|DDF
35723531|distant|Changes|DDF|affect|Parkinson's Disease|DDF
35723531|distant|controls|human|used by|targeted bisulfite sequencing|biomedical technique
35723531|distant|Bacterial Butyrate|chemical|is linked to|Parkinson's Disease|DDF
35723531|distant|gut microbiome|microbiome|located in|Parkinson's disease (PD) patients|human
35723531|distant|control and PD brains|anatomical location|used by|targeted bisulfite sequencing|biomedical technique
35723531|distant|Bacterial Butyrate|chemical|influence|Parkinson's Disease|DDF
35723531|distant|PD patients|human|used by|DNA methylation analysis|biomedical technique
35723531|distant|gut microbiome|microbiome|is linked to|PD symptoms|DDF
35723531|distant|Bacterial Butyrate|chemical|influence|Depressive Symptoms|DDF
35723531|distant|controls|human|used by|DNA methylation analysis|biomedical technique
35723531|distant|depressive symptoms|DDF|target|PD patients|human
35723531|distant|gut microbiome|microbiome|located in|PD patients|human
35723531|distant|Changes|DDF|affect|Depressive Symptoms|DDF
35723531|distant|PD patients|human|used by|targeted bisulfite sequencing|biomedical technique
35723531|distant|Bacterial Butyrate|chemical|influence|Changes|DDF
37298527|distant|bacteria|bacteria|part of|human gut microbiome|microbiome
37298527|distant|gut microbiome|microbiome|is linked to|lifestyle diseases|DDF
37298527|distant|gut microbiome|microbiome|is linked to|dysbiosis|DDF
37298527|distant|dysbiosis|DDF|affect|neurodegenerative and neurodevelopmental diseases|DDF
37298527|distant|Alzheimer's disease|DDF|is a|neurodegenerative and neurodevelopmental diseases|DDF
37298527|distant|gut microbiome|microbiome|is linked to|inflammatory diseases|DDF
37298527|distant|Parkinson's disease|DDF|is a|neurodegenerative and neurodevelopmental diseases|DDF
37298527|distant|gut microbiome|microbiome|is linked to|metabolic diseases|DDF
37298527|distant|gut microbiome|microbiome|is linked to|neurological diseases|DDF
38024855|distant|Bacteroides|bacteria|influence|deconjugation|chemical
38024855|distant|Dioscin|chemical|influence|PD|DDF
38024855|distant|gut microbiota|microbiome|is linked to|Parkinson's disease|DDF
38024855|distant|PD|DDF|target|mice|animal
38024855|distant|dioscin|chemical|influence|PD|DDF
38024855|distant|Dioscin|chemical|influence|neuroinflammation|DDF
38024855|distant|dioscin|chemical|influence|oxidative stress|DDF
38024855|distant|dioscin|chemical|influence|neuroinflammation|DDF
38024855|distant|gut microbiota|microbiome|is linked to|PD|DDF
38024855|distant|dioscin|chemical|change effect|neuroinflammation|DDF
38024855|distant|dioscin|chemical|influence|MPTP-induced gut dysbiosis|DDF
38024855|distant|Dioscin|chemical|influence|oxidative stress|DDF
38024855|distant|acid|chemical|influence|PD|DDF
38024855|distant|dioscin|chemical|change effect|oxidative stress|DDF
38024855|distant|dioscin|dietary supplement|influence|Parkinson's disease|DDF
38024855|distant|Dioscin|chemical|change effect|neuroinflammation|DDF
36093695|distant|autism spectrum disorder|DDF|target|children|human
36093695|distant|Beta 1,3-1,6 Glucans|chemical|influence|Autism Spectrum Disorder|DDF
36093695|distant|ASD|DDF|target|children|human
36093695|distant|Nichi Glucan|dietary supplement|impact|gut microbiota|microbiome
36093695|distant|Nichi Glucan|dietary supplement|impact|Prevotella|bacteria
36093695|distant|gut microbiota|microbiome|is linked to|ASD|DDF
36093695|distant|gut microbiota|microbiome|used by|Whole genome metagenome (WGM) sequencing|biomedical technique
36093695|distant|Beta 1,3-1,6 Glucans|chemical|influence|Neurodegenerative Diseases|DDF
36093695|distant|AFO-202 strain-produced beta glucan|chemical|influence|ASD|DDF
36093695|distant|subjects|human|used by|Whole genome metagenome (WGM) sequencing|biomedical technique
36093695|distant|Nichi Glucan|chemical|influence|ASD|DDF
36093695|distant|gut microbiota|microbiome|located in|subjects|human
36093695|distant|ASD|DDF|target|subjects|human
36093695|distant|Nichi Glucan|dietary supplement|impact|Lactobacillus|bacteria
36093695|distant|Neurodegenerative Diseases|DDF|target|Subjects|human
36093695|distant|Autism Spectrum Disorder|DDF|target|Subjects|human
33955443|distant|depression|DDF|affect|stress|DDF
33955443|distant|gut microbiome|microbiome|is linked to|stress|DDF
33955443|distant|probiotics|dietary supplement|influence|depression|DDF
33955443|distant|prebiotics|dietary supplement|influence|depression|DDF
33955443|distant|Gut microbiota|microbiome|is linked to|depression|DDF
33955443|distant|medications|drug|influence|depressive disorders|DDF
36910501|distant|gut microbiota|microbiome|is linked to|AD|DDF
36910501|distant|Gut microbiota|microbiome|used by|16S rRNA tag sequencing|biomedical technique
36910501|distant|mild Alzheimer's disease|DDF|target|patients|human
36910501|distant|mild AD|DDF|target|participants|human
31214110|distant|alpha-synuclein aggregates|chemical|influence|ENS|anatomical location
31214110|distant|gut microbiome|microbiome|is linked to|PD|DDF
31214110|distant|α-syn aggregates|chemical|influence|ENS|anatomical location
31214110|distant|gut toxins|chemical|influence|ENS|anatomical location
31214110|distant|PD|DDF|affect|protein malfunction|DDF
31214110|distant|PD|DDF|affect|inflammation|DDF
31214110|distant|PD|DDF|affect|oxidative stress|DDF
31214110|distant|gut microbiome|microbiome|located in|Humans|human
31214110|distant|gut microbiome|microbiome|is linked to|Parkinson's disease|DDF
26438800|distant|Gut microbiota|microbiome|is linked to|psychiatric disorders|DDF
26438800|distant|gut microbiota|microbiome|is linked to|common health disorders|DDF
26438800|distant|obesity|DDF|is a|common health disorders|DDF
34895297|distant|psychological distress|DDF|target|women|human
34895297|distant|A1|chemical|influence|psychological distress|DDF
34895297|distant|A2|chemical|influence|psychological distress|DDF
34895297|distant|A2 beta-casein|chemical|influence|psychological distress|DDF
34895297|distant|low mood|DDF|target|women|human
34895297|distant|milk proteins|chemical|influence|psychological distress|DDF
34895297|distant|conventional dairy|food|influence|psychological distress|DDF
34895297|distant|conventional dairy products|food|administered|women|human
37174495|distant|hyperalertness|DDF|target|animals|animal
37174495|distant|behavioural issues|DDF|target|animals|animal
37174495|distant|stereotypies|DDF|target|animals|animal
37174495|distant|gut microbiota|microbiome|located in|animals|animal
37174495|distant|Gut Microbiota|microbiome|is linked to|Behavioural Issues|DDF
37174495|distant|abnormal behaviour|DDF|change abundance|butyrate-producing bacteria|bacteria
37174495|distant|abnormal behaviour|DDF|target|animals|animal
37174495|distant|gut microbiota|microbiome|is linked to|behavioural issues|DDF
37174495|distant|mental disorders|DDF|target|humans|human
37174495|distant|aggression|DDF|target|animals|animal
37174495|distant|abnormal behaviour|DDF|change abundance|pro-inflammatory and lactic acid-producing bacteria|bacteria
37354486|distant|psychotic disorders|DDF|target|patients|human
37354486|distant|Bacterial EV|chemical|located in|intestine|anatomical location
37354486|distant|psychotic disorders|DDF|change abundance|gut microbiota|microbiome
37354486|distant|psychosis|DDF|target|patients|human
37354486|distant|bactEV|chemical|located in|intestine|anatomical location
37354486|distant|gut microbiota|microbiome|located in|patients|human
37354486|distant|gut microbiota|microbiome|is linked to|psychotic disorders|DDF
37354486|distant|psychotic disorders|DDF|target|Patients|human
35583791|distant|gut microbiome|microbiome|is linked to|PD|DDF
35583791|distant|alpha-synuclein|chemical|influence|Parkinson's Disease|DDF
35583791|distant|alpha-synuclein|chemical|influence|PD|DDF
35583791|distant|altered gut microbiota|microbiome|affect|PD|DDF
35583791|distant|altered gut microbiota|microbiome|is linked to|PD|DDF
35583791|distant|Gut Microbiome|microbiome|is linked to|Parkinson's Disease|DDF
35583791|distant|prebiotic|dietary supplement|influence|PD|DDF
35583791|distant|probiotic|dietary supplement|influence|PD|DDF
35024387|distant|acute stress|DDF|target|Young adults|human
35024387|distant|healthy young male university students|human|used by|TSST|biomedical technique
35024387|distant|altered salivary cortisol awakening response|DDF|target|Young adults|human
35024387|distant|Altered stress responses|DDF|target|adults|human
35024387|distant|exam-related stress|DDF|target|Young adults|human
37804926|distant|IEMs|DDF|target|patients|human
37804926|distant|AA-MF|dietary supplement|influence|neurodegenerative and inflammatory diseases|DDF
37804926|distant|Phe-free amino acid medical foods|dietary supplement|influence|neurodegenerative and inflammatory diseases|DDF
37804926|distant|inborn errors of metabolism|DDF|target|patients|human
37804926|distant|Phe-free amino acid medical foods|dietary supplement|administered|PKU patients|human
37804926|distant|Trp|chemical|influence|GBA disorders|DDF
37804926|distant|neurotoxic metabolites|chemical|influence|neurodegenerative and inflammatory diseases|DDF
37804926|distant|Cognitive and psychiatric disorders|DDF|target|patients|human
37804926|distant|GBA disorders|DDF|change abundance|gut microbiota|microbiome
37804926|distant|AA-MF|dietary supplement|administered|PKU patients|human
38117827|distant|genus Bacteroides|bacteria|located in|non-insomnia group|human
38117827|distant|glucosamine|chemical|located in|insomnia group|human
38117827|distant|metabolomes|microbiome|influence|depression|DDF
38117827|distant|gut microbiota|microbiome|is linked to|anxiety disorders|DDF
38117827|distant|N-methylglutamate|chemical|located in|insomnia group|human
38117827|distant|psychiatric disorders|DDF|target|patients|human
38117827|distant|anxiety disorders|DDF|target|patients|human
38117827|distant|gut microbiota|microbiome|is linked to|psychiatric disorders|DDF
38117827|distant|gut microbiota|microbiome|located in|patients|human
38117827|distant|depression|DDF|target|patients|human
38117827|distant|Gut microbiomes|microbiome|used by|mass spectrometry approach|biomedical technique
38117827|distant|patients|human|used by|16S rRNA gene sequencing|biomedical technique
38117827|distant|patients|human|used by|mass spectrometry approach|biomedical technique
38117827|distant|gut microbiota|microbiome|is linked to|anxiety|DDF
38117827|distant|metabolomes|microbiome|impact|gut microbiota|microbiome
38117827|distant|gut microbiota|microbiome|is linked to|depression|DDF
38117827|distant|metabolomes|microbiome|influence|anxiety disorders|DDF
38117827|distant|anxiety|DDF|target|patients|human
38117827|distant|Gut microbiomes|microbiome|used by|16S rRNA gene sequencing|biomedical technique
35855338|distant|gut microbiome|microbiome|is linked to|PD|DDF
35855338|distant|gut microbiome|microbiome|is linked to|neuroinflammation|DDF
35855338|distant|gut microbiome|microbiome|is linked to|HD|DDF
35855338|distant|gut microbiome|microbiome|is linked to|Huntington's disease|DDF
35855338|distant|gut microbiome|microbiome|is linked to|neurodegenerative diseases|DDF
35855338|distant|gut microbiome|microbiome|is linked to|Parkinson's disease|DDF
35855338|distant|gut microbiome|microbiome|is linked to|AD|DDF
35855338|distant|Diet|food|influence|Neurodegenerative Diseases|DDF
35855338|distant|gut microbiome|microbiome|is linked to|ALS|DDF
35855338|distant|gut microbiome|microbiome|is linked to|amyotrophic lateral sclerosis|DDF
31709198|distant|fecal microbiomes|microbiome|located in|Chinese patients|human
31709198|distant|fecal microbiomes|microbiome|is linked to|RA|DDF
31709198|distant|RA|DDF|target|Chinese patients|human
31709198|distant|fecal microbiomes|microbiome|located in|healthy Chinese controls|human
31709198|distant|Gut Microbiota|microbiome|is linked to|Rheumatoid Arthritis|DDF
38353184|distant|Heightened circulating inflammation|DDF|affect|depression|DDF
38353184|distant|probiotics|dietary supplement|influence|psychiatric symptoms|DDF
38353184|distant|antibiotics|drug|influence|stress|DDF
38353184|distant|depression|DDF|is a|stress-related psychiatric disorders|DDF
38353184|distant|gut microbiota|microbiome|is linked to|psychiatric symptoms|DDF
38353184|distant|prebiotics|dietary supplement|influence|psychiatric symptoms|DDF
38353184|distant|antibiotics|drug|influence|psychiatric symptoms|DDF
38353184|distant|probiotics|dietary supplement|influence|stress|DDF
38353184|distant|prebiotics|dietary supplement|influence|stress|DDF
38353184|distant|antibiotics|drug|impact|gut microbiota|microbiome
38353184|distant|Heightened circulating inflammation|DDF|affect|stress-related psychiatric disorders|DDF
37307822|distant|lung infections|DDF|target|patients|human
37307822|distant|respiratory muscle paralysis|DDF|target|patients|human
37307822|distant|ALS|DDF|change abundance|gut microbiota|microbiome
37307822|distant|gut microbiota|microbiome|is linked to|ALS|DDF
37307822|distant|Amyotrophic Lateral Sclerosis|DDF|is a|neurodegenerative disease|DDF
37307822|distant|respiratory muscle paralysis|DDF|target|families|human
37307822|distant|ALS|DDF|is a|neurodegenerative disease|DDF
33921293|distant|NCGS/WS|DDF|target|individuals|human
33921293|distant|individuals|human|used by|psychometric questionnaires|biomedical technique
33921293|distant|individuals|human|used by|DBPC challenge test|biomedical technique
33921293|distant|eating disorders|DDF|target|NCGS individuals|human
33921293|distant|non-celiac gluten/wheat sensitivity|DDF|target|individuals|human
36244525|distant|combined oral contraceptives|drug|impact|gut microbiota|microbiome
36244525|distant|Combined oral contraceptives|drug|administered|females|human
36244525|distant|gut microbiome|microbiome|is linked to|endogenous sex hormones|chemical
31380217|distant|bipolar disorder|DDF|target|depressed patients|human
31380217|distant|Bipolar Depression|DDF|target|Patients|human
31380217|distant|BD|DDF|target|depressed patients|human
31380217|distant|gut microbiota|microbiome|located in|healthy controls|human
31380217|distant|Gut Microbiota|microbiome|is linked to|Bipolar Depression|DDF
31380217|distant|gut microbiota|microbiome|located in|depressed patients|human
31380217|distant|bipolar disorder|DDF|change abundance|Firmicutes|bacteria
31380217|distant|gut microbiota|microbiome|located in|HCs|human
31380217|distant|gut microbiota|microbiome|is linked to|BD|DDF
31380217|distant|gut microbiota|microbiome|is linked to|quetiapine|drug
31380217|distant|gut microbiota|microbiome|is linked to|bipolar disorder|DDF
31380217|distant|BD patients|human|used by|16S-ribosomal RNA gene sequences|gene
29358918|distant|fecal microbiota|microbiome|is linked to|PD|DDF
29358918|distant|Parkinson's Disease|DDF|target|Mice|animal
29358918|distant|fecal microbiota dysbiosis|DDF|change abundance|Firmicutes|bacteria
29358918|distant|rotenone|drug|influence|gastrointestinal dysfunction|DDF
29358918|distant|fecal microbiota dysbiosis|DDF|target|rotenone-treated mice|animal
29358918|distant|rotenone|drug|influence|central nervous system (CNS) pathology|DDF
29358918|distant|microbiome dysbiosis|DDF|affect|PD|DDF
29358918|distant|inflammation|DDF|strike|middle brain|anatomical location
29358918|distant|fecal microbiota dysbiosis|DDF|change abundance|Bacteroidetes|bacteria
29358918|distant|rotenone|drug|influence|motor dysfunction|DDF
29358918|distant|α-synuclein pathology|DDF|strike|middle brain|anatomical location
29358918|distant|rotenone|drug|influence|microbiome dysbiosis|DDF
37892465|distant|abnormal mental function and behavior|DDF|target|population|human
37892465|distant|SCFAs|chemical|influence|schizophrenia|DDF
37892465|distant|gut microbes|bacteria|influence|CNS disorders|DDF
37892465|distant|neurotransmitters|chemical|influence|CNS disorders|DDF
37892465|distant|neurotransmitters|chemical|influence|schizophrenia|DDF
37892465|distant|Gut Microbiome|microbiome|is linked to|Schizophrenia|DDF
37892465|distant|maternal infection|DDF|target|offspring|human
37892465|distant|gut microbiota|microbiome|is linked to|stress|DDF
37892465|distant|gut microbes|bacteria|influence|schizophrenia|DDF
37892465|distant|Schizophrenia|DDF|affect|abnormal mental function and behavior|DDF
37892465|distant|dysregulation of|DDF|affect|schizophrenia|DDF
37892465|distant|short-chain fatty acids|chemical|influence|schizophrenia|DDF
37892465|distant|Schizophrenia|DDF|target|population|human
37892465|distant|stress|DDF|target|offspring|human
37892465|distant|dysregulation of|DDF|affect|CNS disorders|DDF
37892465|distant|SCFAs|chemical|influence|CNS disorders|DDF
38406183|distant|gut microbiota|microbiome|located in|gut|anatomical location
38406183|distant|gut microbiota|microbiome|located in|brain|anatomical location
26497477|distant|major depressive disorder|DDF|target|patients|human
26497477|distant|Gut Microbiota|microbiome|is linked to|Disease|DDF
26497477|distant|dietary agents|dietary supplement|influence|mental illness|DDF
26497477|distant|psychotropic agents|drug|influence|mental illness|DDF
26497477|distant|gastrointestinal illnesses|DDF|target|patients|human
26497477|distant|inflammatory bowel disease|DDF|target|patients|human
36442206|distant|PD|DDF|target|PD patients|human
36442206|distant|gut microbiome|microbiome|is linked to|PD|DDF
36442206|distant|Gut Microbiome|microbiome|is linked to|Parkinson's Disease|DDF
36442206|distant|PD patients|human|used by|16S rRNA gene sequencing|biomedical technique
36442206|distant|gut microbiome|microbiome|is linked to|Parkinson's disease|DDF
36442206|distant|Parkinson's disease|DDF|target|PD patients|human
36442206|distant|controls|human|used by|16S rRNA gene sequencing|biomedical technique
37914097|distant|minocycline|drug|administered|recipients|animal
37914097|distant|gut microbiota|microbiome|is linked to|neuroinflammatory processes|DDF
37914097|distant|stress vulnerability|DDF|target|mice|animal
37914097|distant|CUMS|DDF|target|Male C57BL/6J mice|animal
37914097|distant|CUMS|DDF|impact|Helicobacter|bacteria
37914097|distant|gut microbiome|microbiome|is linked to|depression|DDF
37914097|distant|Fecal microbiota|microbiome|located in|naïve animals|animal
37914097|distant|dysfunctional gut microbiota|microbiome|located in|mice|animal
37914097|distant|Mental disorders|DDF|affect|neuroinflammatory processes|DDF
37914097|distant|Fecal microbiota|microbiome|located in|control or CUMS mice|animal
37914097|distant|dysfunctional gut microbiota|microbiome|is linked to|stress vulnerability|DDF
37914097|distant|gut microbiome|microbiome|is linked to|stress|DDF
37914097|distant|depression-like behaviors|DDF|target|recipients|animal
37914097|distant|Male C57BL/6J mice|animal|used by|16S rRNA sequencing|biomedical technique
37914097|distant|CUMS|DDF|impact|gut microbiome|microbiome
37914097|distant|gut microbiota|microbiome|is linked to|Mental disorders|DDF
37914097|distant|gut microbiota|microbiome|located in|Male C57BL/6J mice|animal
37914097|distant|hippocampus|anatomical location|located in|recipients|animal
37914097|distant|chronic unpredictable mild stress|DDF|target|Male C57BL/6J mice|animal
37914097|distant|gut microbiota|microbiome|used by|16S rRNA sequencing|biomedical technique
32989186|distant|Bifidobacterium longum</i> R0175|bacteria|influence|depression symptoms|DDF
32989186|distant|patients|human|used by|double-blind, randomized controlled trial|biomedical technique
32989186|distant|depression symptoms|DDF|target|patients|human
32989186|distant|low-to-moderate depression|DDF|target|patients|human
32989186|distant|probiotic combination|dietary supplement|change effect|low-to-moderate depression|DDF
32989186|distant|probiotic combination|dietary supplement|administered|patients|human
32989186|distant|gut microbiota|microbiome|is linked to|brain-derived neurotrophic factor|chemical
32989186|distant|placebo|drug|administered|patients|human
32989186|distant|depression|DDF|target|patients|human
32989186|distant|CEREBIOME|microbiome|influence|depression symptoms|DDF
32989186|distant|psychobiotic combination|dietary supplement|impact|Bifidobacterium longum</i> R0175|bacteria
