pmid|annotator|subject_start_idx|subject_end_idx|subject_location|subject_text_span|subject_label|predicate|object_start_idx|object_end_idx|object_location|object_text_span|object_label
36624505|distant|800|821|abstract|moderate-to-severe MDD|DDF|target|788|793|abstract|adults|human
36624505|distant|1085|1087|abstract|MDD|DDF|target|1092|1097|abstract|adults|human
37630649|distant|0|9|title|Microbiota|microbiome|is linked to|14|37|title|Irritable Bowel Syndrome|DDF
37630649|distant|0|9|title|Microbiota|microbiome|is linked to|43|55|title|Endometriosis|DDF
37630649|distant|291|293|abstract|IBS|DDF|target|227|248|abstract|endometriosis patients|human
37630649|distant|508|521|abstract|gut microbiota|microbiome|located in|543|561|abstract|healthy individuals|human
37630649|distant|595|607|abstract|endometriosis|DDF|change abundance|508|521|abstract|gut microbiota|microbiome
37630649|distant|595|607|abstract|endometriosis|DDF|target|543|561|abstract|healthy individuals|human
37630649|distant|612|614|abstract|IBS|DDF|change abundance|508|521|abstract|gut microbiota|microbiome
37630649|distant|612|614|abstract|IBS|DDF|target|543|561|abstract|healthy individuals|human
37630649|distant|936|944|abstract|dysbiosis|DDF|strike|890|894|abstract|brain|anatomical location
37630649|distant|1116|1125|abstract|prebiotics|dietary supplement|influence|1210|1218|abstract|dysbiosis|DDF
37630649|distant|1128|1137|abstract|probiotics|dietary supplement|influence|1210|1218|abstract|dysbiosis|DDF
37630649|distant|1384|1396|abstract|gut dysbiosis|DDF|affect|1401|1403|abstract|IBS|DDF
37630649|distant|1384|1396|abstract|gut dysbiosis|DDF|affect|1409|1421|abstract|endometriosis|DDF
37294054|distant|461|466|abstract|rectum|anatomical location|located in|471|490|abstract|EphB6-deficient mice|animal
37294054|distant|643|656|abstract|gut microbiota|microbiome|located in|532|535|abstract|mice|animal
36945049|distant|519|526|abstract|children|human|used by|782|805|abstract|16S rRNA gene sequencing|biomedical technique
36945049|distant|609|622|abstract|pregnant women|human|used by|782|805|abstract|16S rRNA gene sequencing|biomedical technique
36945049|distant|751|764|abstract|gut microbiome|microbiome|used by|782|805|abstract|16S rRNA gene sequencing|biomedical technique
36945049|distant|1111|1120|abstract|behavioral|DDF|target|1056|1063|abstract|Children|human
36945049|distant|1111|1120|abstract|behavioral|DDF|target|1073|1085|abstract|OV/OB mothers|human
36945049|distant|1111|1120|abstract|behavioral|DDF|target|1150|1159|abstract|NW mothers|human
36945049|distant|1219|1247|abstract|gestational diabetes mellitus|DDF|target|1176|1184|abstract|offspring|human
36945049|distant|1219|1247|abstract|gestational diabetes mellitus|DDF|target|1194|1203|abstract|OB mothers|human
36945049|distant|1250|1252|abstract|GDM|DDF|target|1176|1184|abstract|offspring|human
36945049|distant|1250|1252|abstract|GDM|DDF|target|1194|1203|abstract|OB mothers|human
33920695|distant|716|731|abstract|endocannabinoids|chemical|located in|741|752|abstract|hypothalamus|anatomical location
36400152|distant|66|83|title|bipolar depression|DDF|target|52|59|title|patients|human
36400152|distant|60|73|abstract|gut microbiota|microbiome|is linked to|121|136|abstract|bipolar disorder|DDF
36400152|distant|60|73|abstract|gut microbiota|microbiome|is linked to|139|140|abstract|BD|DDF
36400152|distant|352|373|abstract|BD depression patients|human|used by|409|430|abstract|metagenomic sequencing|biomedical technique
36400152|distant|352|373|abstract|BD depression patients|human|used by|436|512|abstract|network-based functional connectivity (FC), grey matter volume (GMV) analyses|biomedical technique
36400152|distant|382|397|abstract|healthy controls|human|used by|409|430|abstract|metagenomic sequencing|biomedical technique
36400152|distant|382|397|abstract|healthy controls|human|used by|436|512|abstract|network-based functional connectivity (FC), grey matter volume (GMV) analyses|biomedical technique
36400152|distant|400|402|abstract|HCs|human|used by|409|430|abstract|metagenomic sequencing|biomedical technique
36400152|distant|400|402|abstract|HCs|human|used by|436|512|abstract|network-based functional connectivity (FC), grey matter volume (GMV) analyses|biomedical technique
38273106|distant|0|15|title|Human microbiota|microbiome|located in|22|40|title|drug-naive patients|human
38273106|distant|0|15|title|Human microbiota|microbiome|is linked to|47|75|title|obsessive-compulsive disorder|DDF
38273106|distant|0|15|title|Human microbiota|microbiome|is linked to|84|102|title|behavioral symptoms|DDF
38273106|distant|0|15|title|Human microbiota|microbiome|is linked to|108|124|title|neuroinflammation|DDF
38273106|distant|47|75|title|obsessive-compulsive disorder|DDF|target|22|40|title|drug-naive patients|human
38273106|distant|130|142|title|succinic acid|chemical|influence|84|102|title|behavioral symptoms|DDF
38273106|distant|130|142|title|succinic acid|chemical|influence|108|124|title|neuroinflammation|DDF
38273106|distant|36|49|abstract|gut microbiota|microbiome|is linked to|73|93|abstract|psychiatric disorders|DDF
38273106|distant|143|156|abstract|gut microbiota|microbiome|is linked to|180|208|abstract|obsessive-compulsive disorder|DDF
38273106|distant|143|156|abstract|gut microbiota|microbiome|is linked to|211|213|abstract|OCD|DDF
38273106|distant|258|271|abstract|gut microbiota|microbiome|is linked to|296|298|abstract|OCD|DDF
38273106|distant|317|332|abstract|fecal microbiota|microbiome|located in|339|376|abstract|first-episode, drug-naive OCD patients|human
38273106|distant|317|332|abstract|fecal microbiota|microbiome|located in|405|423|abstract|healthy individuals|human
38273106|distant|317|332|abstract|fecal microbiota|microbiome|located in|449|481|abstract|specific pathogen-free (SPF) mice|animal
38273106|distant|517|530|abstract|OCD microbiota|microbiome|is linked to|556|579|abstract|core behavioral deficits|DDF
38273106|distant|517|530|abstract|OCD microbiota|microbiome|is linked to|592|642|abstract|abnormal anxiety-like and compulsive-like behaviors|DDF
38273106|distant|774|789|abstract|fecal microbiota|microbiome|located in|794|797|abstract|mice|animal
38273106|distant|774|789|abstract|fecal microbiota|microbiome|is linked to|814|816|abstract|OCD|DDF
38273106|distant|814|816|abstract|OCD|DDF|target|794|797|abstract|mice|animal
38273106|distant|1040|1043|abstract|mPFC|anatomical location|located in|1103|1120|abstract|OCD-colonized mice|animal
38273106|distant|1081|1093|abstract|succinic acid|chemical|located in|1103|1120|abstract|OCD-colonized mice|animal
38273106|distant|1096|1097|abstract|SA|chemical|located in|1103|1120|abstract|OCD-colonized mice|animal
38606523|distant|49|69|title|intestinal microbiome|microbiome|is linked to|76|83|title|toxicity|DDF
38606523|distant|114|117|title|iron|chemical|impact|49|69|title|intestinal microbiome|microbiome
38606523|distant|0|14|abstract|Iron deficiency|DDF|affect|189|203|abstract|iron deficiency|DDF
38606523|distant|156|173|abstract|chronic infections|DDF|affect|189|203|abstract|iron deficiency|DDF
38606523|distant|392|425|abstract|reduced intestinal iron absorption|DDF|affect|333|347|abstract|iron deficiency|DDF
38606523|distant|392|425|abstract|reduced intestinal iron absorption|DDF|affect|431|440|abstract|blood loss|DDF
38606523|distant|671|692|abstract|Severe iron deficiency|DDF|affect|706|711|abstract|anemia|DDF
38606523|distant|671|692|abstract|Severe iron deficiency|DDF|affect|718|740|abstract|performance intolerance|DDF
38606523|distant|671|692|abstract|Severe iron deficiency|DDF|affect|745|763|abstract|shortness of breath|DDF
38606523|distant|800|814|abstract|iron deficiency|DDF|affect|792|797|abstract|anemia|DDF
38606523|distant|800|814|abstract|iron deficiency|DDF|affect|825|851|abstract|mental and physical fatigue|DDF
38606523|distant|911|914|abstract|iron|chemical|influence|825|851|abstract|mental and physical fatigue|DDF
38606523|distant|981|1014|abstract|Standard oral iron supplementation|dietary supplement|influence|1033|1061|abstract|gastrointestinal side effects|DDF
37062706|distant|270|285|abstract|prebiotic inulin|dietary supplement|influence|418|433|abstract|various diseases|DDF
37062706|distant|362|367|abstract|inulin|dietary supplement|influence|418|433|abstract|various diseases|DDF
29147024|distant|127|134|abstract|Ketamine|drug|administered|243|280|abstract|treatment-resistant depressed patients|human
29147024|distant|127|134|abstract|Ketamine|drug|administered|791|806|abstract|susceptible mice|animal
29147024|distant|127|134|abstract|Ketamine|drug|administered|1039|1054|abstract|susceptible mice|animal
29147024|distant|322|331|abstract|lanicemine|drug|administered|1039|1054|abstract|susceptible mice|animal
29147024|distant|391|402|abstract|(R)-ketamine|drug|interact|427|434|abstract|ketamine|drug
29147024|distant|391|402|abstract|(R)-ketamine|drug|change effect|514|523|abstract|depression|DDF
29147024|distant|391|402|abstract|(R)-ketamine|drug|change effect|514|523|abstract|depression|DDF
29147024|distant|391|402|abstract|(R)-ketamine|drug|administered|660|675|abstract|susceptible mice|animal
29147024|distant|391|402|abstract|(R)-ketamine|drug|administered|791|806|abstract|susceptible mice|animal
29147024|distant|391|402|abstract|(R)-ketamine|drug|administered|1039|1054|abstract|susceptible mice|animal
29147024|distant|427|434|abstract|ketamine|drug|change effect|514|523|abstract|depression|DDF
29147024|distant|558|569|abstract|(R)-ketamine|drug|impact|642|655|abstract|gut microbiota|microbiome
29147024|distant|558|569|abstract|(R)-ketamine|drug|administered|660|675|abstract|susceptible mice|animal
29147024|distant|558|569|abstract|(R)-ketamine|drug|administered|791|806|abstract|susceptible mice|animal
29147024|distant|558|569|abstract|(R)-ketamine|drug|administered|1039|1054|abstract|susceptible mice|animal
29147024|distant|575|584|abstract|lanicemine|drug|impact|642|655|abstract|gut microbiota|microbiome
29147024|distant|575|584|abstract|lanicemine|drug|administered|660|675|abstract|susceptible mice|animal
29147024|distant|642|655|abstract|gut microbiota|microbiome|located in|660|675|abstract|susceptible mice|animal
29147024|distant|741|752|abstract|(R)-ketamine|drug|administered|791|806|abstract|susceptible mice|animal
29147024|distant|741|752|abstract|(R)-ketamine|drug|administered|1039|1054|abstract|susceptible mice|animal
29147024|distant|902|913|abstract|(R)-ketamine|drug|impact|983|995|abstract|Bacteroidales|bacteria
29147024|distant|902|913|abstract|(R)-ketamine|drug|impact|998|1010|abstract|Clostridiales|bacteria
29147024|distant|902|913|abstract|(R)-ketamine|drug|impact|1016|1030|abstract|Ruminococcaceae|bacteria
29147024|distant|902|913|abstract|(R)-ketamine|drug|administered|1039|1054|abstract|susceptible mice|animal
29147024|distant|983|995|abstract|Bacteroidales|bacteria|located in|1039|1054|abstract|susceptible mice|animal
29147024|distant|998|1010|abstract|Clostridiales|bacteria|located in|1039|1054|abstract|susceptible mice|animal
29147024|distant|1016|1030|abstract|Ruminococcaceae|bacteria|located in|1039|1054|abstract|susceptible mice|animal
35723531|distant|0|17|title|Bacterial Butyrate|chemical|influence|22|40|title|Parkinson's Disease|DDF
35723531|distant|0|17|title|Bacterial Butyrate|chemical|influence|22|40|title|Parkinson's Disease|DDF
35723531|distant|0|17|title|Bacterial Butyrate|chemical|influence|66|72|title|Changes|DDF
35723531|distant|0|17|title|Bacterial Butyrate|chemical|influence|78|96|title|Depressive Symptoms|DDF
35723531|distant|0|17|title|Bacterial Butyrate|chemical|influence|78|96|title|Depressive Symptoms|DDF
35723531|distant|66|72|title|Changes|DDF|affect|22|40|title|Parkinson's Disease|DDF
35723531|distant|66|72|title|Changes|DDF|affect|78|96|title|Depressive Symptoms|DDF
35723531|distant|4|17|abstract|gut microbiome|microbiome|located in|82|114|abstract|Parkinson's disease (PD) patients|human
35723531|distant|315|328|abstract|gut microbiome|microbiome|located in|156|166|abstract|PD patients|human
35723531|distant|315|328|abstract|gut microbiome|microbiome|is linked to|372|382|abstract|PD symptoms|DDF
35723531|distant|503|513|abstract|PD patients|human|used by|545|568|abstract|DNA methylation analysis|biomedical technique
35723531|distant|503|513|abstract|PD patients|human|used by|837|865|abstract|targeted bisulfite sequencing|biomedical technique
35723531|distant|522|529|abstract|controls|human|used by|545|568|abstract|DNA methylation analysis|biomedical technique
35723531|distant|522|529|abstract|controls|human|used by|837|865|abstract|targeted bisulfite sequencing|biomedical technique
35723531|distant|984|1002|abstract|depressive symptoms|DDF|target|1007|1017|abstract|PD patients|human
37298527|distant|56|63|abstract|bacteria|bacteria|part of|4|23|abstract|human gut microbiome|microbiome
37298527|distant|282|295|abstract|gut microbiome|microbiome|is linked to|317|325|abstract|dysbiosis|DDF
37298527|distant|282|295|abstract|gut microbiome|microbiome|is linked to|506|523|abstract|lifestyle diseases|DDF
37298527|distant|282|295|abstract|gut microbiome|microbiome|is linked to|526|543|abstract|metabolic diseases|DDF
37298527|distant|282|295|abstract|gut microbiome|microbiome|is linked to|546|566|abstract|inflammatory diseases|DDF
37298527|distant|282|295|abstract|gut microbiome|microbiome|is linked to|573|593|abstract|neurological diseases|DDF
37298527|distant|859|867|abstract|dysbiosis|DDF|affect|884|932|abstract|neurodegenerative and neurodevelopmental diseases|DDF
37298527|distant|1356|1374|abstract|Alzheimer's disease|DDF|is a|1298|1346|abstract|neurodegenerative and neurodevelopmental diseases|DDF
37298527|distant|1377|1395|abstract|Parkinson's disease|DDF|is a|1298|1346|abstract|neurodegenerative and neurodevelopmental diseases|DDF
38024855|distant|22|28|title|dioscin|dietary supplement|influence|38|56|title|Parkinson's disease|DDF
38024855|distant|68|81|abstract|gut microbiota|microbiome|is linked to|108|126|abstract|Parkinson's disease|DDF
38024855|distant|68|81|abstract|gut microbiota|microbiome|is linked to|129|130|abstract|PD|DDF
38024855|distant|134|140|abstract|Dioscin|chemical|influence|244|245|abstract|PD|DDF
38024855|distant|134|140|abstract|Dioscin|chemical|influence|307|323|abstract|neuroinflammation|DDF
38024855|distant|134|140|abstract|Dioscin|chemical|influence|307|323|abstract|neuroinflammation|DDF
38024855|distant|134|140|abstract|Dioscin|chemical|influence|329|344|abstract|oxidative stress|DDF
38024855|distant|275|281|abstract|dioscin|chemical|influence|307|323|abstract|neuroinflammation|DDF
38024855|distant|275|281|abstract|dioscin|chemical|influence|307|323|abstract|neuroinflammation|DDF
38024855|distant|275|281|abstract|dioscin|chemical|influence|329|344|abstract|oxidative stress|DDF
38024855|distant|275|281|abstract|dioscin|chemical|influence|329|344|abstract|oxidative stress|DDF
38024855|distant|491|497|abstract|dioscin|chemical|influence|508|533|abstract|MPTP-induced gut dysbiosis|DDF
38024855|distant|663|673|abstract|Bacteroides|bacteria|interact|798|810|abstract|deconjugation|chemical
38024855|distant|1328|1331|abstract|acid|chemical|influence|1408|1409|abstract|PD|DDF
38024855|distant|1392|1398|abstract|dioscin|chemical|influence|1408|1409|abstract|PD|DDF
38024855|distant|1408|1409|abstract|PD|DDF|target|1414|1417|abstract|mice|animal
36093695|distant|45|64|title|Beta 1,3-1,6 Glucans|chemical|influence|83|106|title|Autism Spectrum Disorder|DDF
36093695|distant|45|64|title|Beta 1,3-1,6 Glucans|chemical|influence|118|143|title|Neurodegenerative Diseases|DDF
36093695|distant|83|106|title|Autism Spectrum Disorder|DDF|target|69|76|title|Subjects|human
36093695|distant|118|143|title|Neurodegenerative Diseases|DDF|target|69|76|title|Subjects|human
36093695|distant|38|72|abstract|AFO-202 strain-produced beta glucan|chemical|influence|241|243|abstract|ASD|DDF
36093695|distant|75|86|abstract|Nichi Glucan|chemical|influence|241|243|abstract|ASD|DDF
36093695|distant|215|238|abstract|autism spectrum disorder|DDF|target|201|208|abstract|children|human
36093695|distant|241|243|abstract|ASD|DDF|target|201|208|abstract|children|human
36093695|distant|310|323|abstract|gut microbiota|microbiome|located in|328|335|abstract|subjects|human
36093695|distant|310|323|abstract|gut microbiota|microbiome|is linked to|342|344|abstract|ASD|DDF
36093695|distant|310|323|abstract|gut microbiota|microbiome|used by|713|752|abstract|Whole genome metagenome (WGM) sequencing|biomedical technique
36093695|distant|342|344|abstract|ASD|DDF|target|328|335|abstract|subjects|human
36093695|distant|367|378|abstract|Nichi Glucan|dietary supplement|impact|310|323|abstract|gut microbiota|microbiome
36093695|distant|390|397|abstract|subjects|human|used by|713|752|abstract|Whole genome metagenome (WGM) sequencing|biomedical technique
36093695|distant|404|406|abstract|ASD|DDF|target|390|397|abstract|subjects|human
36093695|distant|404|406|abstract|ASD|DDF|target|437|444|abstract|subjects|human
36093695|distant|437|444|abstract|subjects|human|used by|713|752|abstract|Whole genome metagenome (WGM) sequencing|biomedical technique
36093695|distant|631|642|abstract|Nichi Glucan|dietary supplement|impact|1099|1108|abstract|Prevotella|bacteria
36093695|distant|631|642|abstract|Nichi Glucan|dietary supplement|impact|1143|1155|abstract|Lactobacillus|bacteria
33955443|distant|0|13|title|Gut microbiota|microbiome|is linked to|36|45|title|depression|DDF
33955443|distant|328|337|abstract|depression|DDF|affect|561|566|abstract|stress|DDF
33955443|distant|497|510|abstract|gut microbiome|microbiome|is linked to|561|566|abstract|stress|DDF
33955443|distant|598|608|abstract|medications|drug|change effect|644|663|abstract|depressive disorders|DDF
33955443|distant|987|996|abstract|probiotics|dietary supplement|influence|1106|1115|abstract|depression|DDF
33955443|distant|1002|1011|abstract|prebiotics|dietary supplement|influence|1106|1115|abstract|depression|DDF
36910501|distant|41|64|title|mild Alzheimer's disease|DDF|target|27|34|title|patients|human
36910501|distant|166|179|abstract|gut microbiota|microbiome|is linked to|231|232|abstract|AD|DDF
36910501|distant|519|532|abstract|gut microbiota|microbiome|is linked to|446|447|abstract|AD|DDF
36910501|distant|640|646|abstract|mild AD|DDF|target|622|633|abstract|participants|human
36910501|distant|1181|1194|abstract|Gut microbiota|microbiome|used by|1219|1241|abstract|16S rRNA tag sequencing|biomedical technique
31214110|distant|51|64|abstract|gut microbiome|microbiome|located in|0|5|abstract|Humans|human
31214110|distant|420|433|abstract|gut microbiome|microbiome|is linked to|512|530|abstract|Parkinson's disease|DDF
31214110|distant|420|433|abstract|gut microbiome|microbiome|is linked to|533|534|abstract|PD|DDF
31214110|distant|879|880|abstract|PD|DDF|affect|983|994|abstract|inflammation|DDF
31214110|distant|879|880|abstract|PD|DDF|affect|997|1012|abstract|oxidative stress|DDF
31214110|distant|879|880|abstract|PD|DDF|affect|1019|1037|abstract|protein malfunction|DDF
26438800|distant|53|66|abstract|gut microbiota|microbiome|is linked to|219|241|abstract|common health disorders|DDF
26438800|distant|251|257|abstract|obesity|DDF|is a|219|241|abstract|common health disorders|DDF
26438800|distant|603|616|abstract|Gut microbiota|microbiome|is linked to|651|671|abstract|psychiatric disorders|DDF
34895297|distant|132|139|title|low mood|DDF|target|121|125|title|women|human
34895297|distant|397|398|abstract|A2|chemical|influence|498|519|abstract|psychological distress|DDF
34895297|distant|419|436|abstract|conventional dairy|food|influence|498|519|abstract|psychological distress|DDF
34895297|distant|460|461|abstract|A1|chemical|influence|498|519|abstract|psychological distress|DDF
34895297|distant|467|480|abstract|A2 beta-casein|chemical|influence|498|519|abstract|psychological distress|DDF
34895297|distant|498|519|abstract|psychological distress|DDF|target|524|528|abstract|women|human
34895297|distant|535|542|abstract|low mood|DDF|target|524|528|abstract|women|human
34895297|distant|673|680|abstract|low mood|DDF|target|662|666|abstract|women|human
34895297|distant|783|809|abstract|conventional dairy products|food|administered|662|666|abstract|women|human
34895297|distant|1376|1388|abstract|milk proteins|chemical|influence|1393|1414|abstract|psychological distress|DDF
37174495|distant|0|13|title|Gut Microbiota|microbiome|is linked to|19|36|title|Behavioural Issues|DDF
37174495|distant|96|113|abstract|behavioural issues|DDF|target|118|124|abstract|animals|animal
37174495|distant|137|146|abstract|aggression|DDF|target|118|124|abstract|animals|animal
37174495|distant|149|162|abstract|hyperalertness|DDF|target|118|124|abstract|animals|animal
37174495|distant|169|180|abstract|stereotypies|DDF|target|118|124|abstract|animals|animal
37174495|distant|572|587|abstract|mental disorders|DDF|target|560|565|abstract|humans|human
37174495|distant|609|626|abstract|abnormal behaviour|DDF|target|590|596|abstract|animals|animal
37174495|distant|609|626|abstract|abnormal behaviour|DDF|change abundance|656|706|abstract|pro-inflammatory and lactic acid-producing bacteria|bacteria
37174495|distant|609|626|abstract|abnormal behaviour|DDF|change abundance|727|753|abstract|butyrate-producing bacteria|bacteria
37174495|distant|1294|1307|abstract|gut microbiota|microbiome|is linked to|1313|1330|abstract|behavioural issues|DDF
37174495|distant|1294|1307|abstract|gut microbiota|microbiome|located in|1335|1341|abstract|animals|animal
37174495|distant|1313|1330|abstract|behavioural issues|DDF|target|1335|1341|abstract|animals|animal
37354486|distant|85|103|title|psychotic disorders|DDF|target|71|78|title|patients|human
37354486|distant|222|233|abstract|Bacterial EV|chemical|located in|260|268|abstract|intestine|anatomical location
37354486|distant|236|241|abstract|bactEV|chemical|located in|260|268|abstract|intestine|anatomical location
37354486|distant|401|414|abstract|gut microbiota|microbiome|located in|430|437|abstract|patients|human
37354486|distant|401|414|abstract|gut microbiota|microbiome|is linked to|444|462|abstract|psychotic disorders|DDF
37354486|distant|444|462|abstract|psychotic disorders|DDF|change abundance|401|414|abstract|gut microbiota|microbiome
37354486|distant|444|462|abstract|psychotic disorders|DDF|target|430|437|abstract|patients|human
37354486|distant|805|823|abstract|psychotic disorders|DDF|target|791|798|abstract|patients|human
37354486|distant|878|886|abstract|psychosis|DDF|target|791|798|abstract|patients|human
37354486|distant|985|1003|abstract|psychotic disorders|DDF|target|971|978|abstract|Patients|human
35583791|distant|40|53|title|Gut Microbiome|microbiome|is linked to|58|76|title|Parkinson's Disease|DDF
35583791|distant|250|264|abstract|alpha-synuclein|chemical|influence|341|359|abstract|Parkinson's Disease|DDF
35583791|distant|250|264|abstract|alpha-synuclein|chemical|influence|362|363|abstract|PD|DDF
35583791|distant|421|442|abstract|altered gut microbiota|microbiome|is linked to|447|448|abstract|PD|DDF
35583791|distant|421|442|abstract|altered gut microbiota|microbiome|is linked to|447|448|abstract|PD|DDF
35583791|distant|481|494|abstract|gut microbiome|microbiome|is linked to|648|649|abstract|PD|DDF
35583791|distant|815|823|abstract|prebiotic|dietary supplement|influence|962|963|abstract|PD|DDF
35583791|distant|826|834|abstract|probiotic|dietary supplement|influence|962|963|abstract|PD|DDF
35024387|distant|0|23|title|Altered stress responses|DDF|target|28|33|title|adults|human
35024387|distant|496|533|abstract|healthy young male university students|human|used by|679|682|abstract|TSST|biomedical technique
35024387|distant|1174|1185|abstract|acute stress|DDF|target|1094|1105|abstract|Young adults|human
35024387|distant|1213|1231|abstract|exam-related stress|DDF|target|1094|1105|abstract|Young adults|human
35024387|distant|1258|1301|abstract|altered salivary cortisol awakening response|DDF|target|1094|1105|abstract|Young adults|human
37804926|distant|93|119|abstract|inborn errors of metabolism|DDF|target|79|86|abstract|patients|human
37804926|distant|122|125|abstract|IEMs|DDF|target|79|86|abstract|patients|human
37804926|distant|269|281|abstract|GBA disorders|DDF|change abundance|414|427|abstract|gut microbiota|microbiome
37804926|distant|328|330|abstract|Trp|chemical|influence|269|281|abstract|GBA disorders|DDF
37804926|distant|1062|1083|abstract|neurotoxic metabolites|chemical|influence|1108|1150|abstract|neurodegenerative and inflammatory diseases|DDF
37804926|distant|1204|1236|abstract|Phe-free amino acid medical foods|dietary supplement|influence|1108|1150|abstract|neurodegenerative and inflammatory diseases|DDF
37804926|distant|1204|1236|abstract|Phe-free amino acid medical foods|dietary supplement|administered|1173|1184|abstract|PKU patients|human
37804926|distant|1239|1243|abstract|AA-MF|dietary supplement|influence|1108|1150|abstract|neurodegenerative and inflammatory diseases|DDF
37804926|distant|1239|1243|abstract|AA-MF|dietary supplement|administered|1173|1184|abstract|PKU patients|human
38117827|distant|32|45|title|gut microbiota|microbiome|located in|66|73|title|patients|human
38117827|distant|32|45|title|gut microbiota|microbiome|is linked to|80|89|title|depression|DDF
38117827|distant|32|45|title|gut microbiota|microbiome|is linked to|95|101|title|anxiety|DDF
38117827|distant|80|89|title|depression|DDF|target|66|73|title|patients|human
