pmid|annotator|subject_label|predicate|object_label
37804926|distant|dietary supplement|administered|human
38117827|distant|microbiome|influence|DDF
38117827|distant|bacteria|located in|human
38117827|distant|microbiome|is linked to|DDF
38117827|distant|microbiome|located in|human
38117827|distant|DDF|target|human
38117827|distant|chemical|located in|human
38117827|distant|human|used by|biomedical technique
38117827|distant|microbiome|used by|biomedical technique
38117827|distant|microbiome|impact|microbiome
35855338|distant|food|influence|DDF
35855338|distant|microbiome|is linked to|DDF
31709198|distant|microbiome|located in|human
31709198|distant|microbiome|is linked to|DDF
31709198|distant|DDF|target|human
38353184|distant|microbiome|is linked to|DDF
38353184|distant|dietary supplement|influence|DDF
38353184|distant|drug|influence|DDF
38353184|distant|DDF|affect|DDF
38353184|distant|DDF|is a|DDF
38353184|distant|drug|impact|microbiome
37307822|distant|DDF|change abundance|microbiome
37307822|distant|microbiome|is linked to|DDF
37307822|distant|DDF|is a|DDF
37307822|distant|DDF|target|human
33921293|distant|human|used by|biomedical technique
33921293|distant|DDF|target|human
36244525|distant|drug|administered|human
36244525|distant|drug|impact|microbiome
36244525|distant|microbiome|is linked to|chemical
31380217|distant|microbiome|is linked to|drug
31380217|distant|microbiome|is linked to|DDF
31380217|distant|human|used by|gene
31380217|distant|microbiome|located in|human
31380217|distant|DDF|change abundance|bacteria
31380217|distant|DDF|target|human
29358918|distant|microbiome|is linked to|DDF
29358918|distant|DDF|strike|anatomical location
29358918|distant|DDF|change abundance|bacteria
29358918|distant|drug|influence|DDF
29358918|distant|DDF|affect|DDF
29358918|distant|DDF|target|animal
37892465|distant|microbiome|is linked to|DDF
37892465|distant|chemical|influence|DDF
37892465|distant|DDF|target|human
37892465|distant|DDF|affect|DDF
37892465|distant|bacteria|influence|DDF
38406183|distant|microbiome|located in|anatomical location
26497477|distant|microbiome|is linked to|DDF
26497477|distant|dietary supplement|influence|DDF
26497477|distant|DDF|target|human
26497477|distant|drug|influence|DDF
36442206|distant|human|used by|biomedical technique
36442206|distant|microbiome|is linked to|DDF
36442206|distant|DDF|target|human
37914097|distant|microbiome|is linked to|DDF
37914097|distant|drug|administered|animal
37914097|distant|animal|used by|biomedical technique
37914097|distant|DDF|affect|DDF
37914097|distant|microbiome|located in|animal
37914097|distant|microbiome|used by|biomedical technique
37914097|distant|DDF|impact|bacteria
37914097|distant|DDF|target|animal
37914097|distant|anatomical location|located in|animal
37914097|distant|DDF|impact|microbiome
32989186|distant|microbiome|influence|DDF
32989186|distant|dietary supplement|influence|DDF
32989186|distant|microbiome|is linked to|chemical
32989186|distant|DDF|target|human
32989186|distant|dietary supplement|change effect|DDF
32989186|distant|dietary supplement|administered|human
32989186|distant|dietary supplement|impact|bacteria
32989186|distant|human|used by|biomedical technique
32989186|distant|bacteria|influence|DDF
32989186|distant|drug|administered|human
31405122|distant|dietary supplement|influence|drug
31405122|distant|dietary supplement|influence|DDF
31405122|distant|bacteria|administered|human
31405122|distant|DDF|target|human
31405122|distant|drug|influence|DDF
31405122|distant|drug|influence|drug
31405122|distant|dietary supplement|administered|human
31405122|distant|bacteria|influence|DDF
28624847|distant|microbiome|is linked to|DDF
28624847|distant|drug|impact|microbiome
31479418|distant|DDF|strike|anatomical location
31479418|distant|chemical|impact|anatomical location
31479418|distant|anatomical location|located in|animal
31479418|distant|DDF|affect|DDF
38260072|distant|dietary supplement|influence|DDF
38260072|distant|DDF|change abundance|bacteria
38260072|distant|DDF|change abundance|microbiome
38260072|distant|DDF|target|human
38260072|distant|microbiome|used by|biomedical technique
32279681|distant|microbiome|is linked to|DDF
32279681|distant|dietary supplement|influence|DDF
32279681|distant|DDF|target|human
32279681|distant|DDF|affect|DDF
32279681|distant|dietary supplement|impact|microbiome
32279681|distant|human|used by|biomedical technique
36650644|distant|dietary supplement|influence|DDF
36650644|distant|dietary supplement|administered|animal
36650644|distant|dietary supplement|affect|DDF
36650644|distant|chemical|located in|anatomical location
36650644|distant|microbiome|located in|animal
36650644|distant|DDF|target|animal
34201752|distant|microbiome|is linked to|DDF
34201752|distant|microbiome|located in|human
34201752|distant|microbiome|used by|dietary supplement
34201752|distant|DDF|target|human
34201752|distant|DDF|is a|DDF
34201752|distant|dietary supplement|impact|microbiome
34033061|distant|microbiome|located in|human
34033061|distant|microbiome|is linked to|DDF
34033061|distant|DDF|target|human
33421542|distant|DDF|is a|DDF
33421542|distant|DDF|affect|DDF
37304433|distant|microbiome|target|human
37304433|distant|microbiome|located in|human
37304433|distant|DDF|target|human
37304433|distant|DDF|affect|DDF
37304433|distant|human|used by|biomedical technique
37304433|distant|microbiome|used by|biomedical technique
33094505|distant|DDF|target|animal
33094505|distant|animal|used by|biomedical technique
33094505|distant|DDF|target|human
33094505|distant|DDF|affect|DDF
37375679|distant|microbiome|is linked to|DDF
37375679|distant|DDF|strike|anatomical location
37375679|distant|dietary supplement|influence|DDF
37375679|distant|DDF|affect|anatomical location
37375679|distant|DDF|target|human
37375679|distant|DDF|affect|DDF
37375679|distant|dietary supplement|impact|microbiome
35610236|distant|microbiome|is linked to|DDF
35610236|distant|dietary supplement|influence|DDF
35610236|distant|dietary supplement|impact|bacteria
35610236|distant|drug|change effect|DDF
35610236|distant|DDF|target|human
35610236|distant|drug|influence|DDF
35610236|distant|DDF|affect|DDF
35610236|distant|dietary supplement|administered|human
35610236|distant|dietary supplement|impact|microbiome
35610236|distant|human|used by|biomedical technique
35610236|distant|drug|impact|microbiome
29213271|distant|DDF|strike|anatomical location
38075261|distant|chemical|influence|DDF
38075261|distant|DDF|target|human
38075261|distant|DDF|affect|DDF
38417224|distant|microbiome|is linked to|DDF
38417224|distant|DDF|strike|anatomical location
38417224|distant|DDF|change abundance|microbiome
38417224|distant|DDF|target|human
38417224|distant|chemical|influence|DDF
38417224|distant|DDF|interact|chemical
38417224|distant|human|used by|biomedical technique
38417224|distant|microbiome|used by|biomedical technique
36284437|distant|microbiome|is linked to|DDF
36284437|distant|microbiome|located in|human
36284437|distant|DDF|change abundance|bacteria
36284437|distant|DDF|target|human
36284437|distant|DDF|affect|DDF
36284437|distant|bacteria|influence|DDF
36284437|distant|DDF|target|animal
33508544|distant|anatomical location|used by|biomedical technique
33508544|distant|microbiome|is linked to|DDF
33508544|distant|DDF|target|animal
33508544|distant|microbiome|located in|animal
33508544|distant|gene|used by|biomedical technique
36017855|distant|chemical|located in|anatomical location
36017855|distant|dietary supplement|influence|DDF
37692658|distant|microbiome|is linked to|DDF
37692658|distant|dietary supplement|influence|DDF
37692658|distant|microbiome|located in|human
37692658|distant|DDF|target|human
37692658|distant|dietary supplement|impact|microbiome
31440136|distant|microbiome|is linked to|DDF
31440136|distant|animal|used by|biomedical technique
31440136|distant|chemical|influence|DDF
31440136|distant|DDF|target|human
31440136|distant|bacteria|located in|animal
31440136|distant|chemical|impact|microbiome
31440136|distant|human|used by|biomedical technique
34946184|distant|bacteria|influence|DDF
34946184|distant|microbiome|is linked to|DDF
34946184|distant|dietary supplement|influence|DDF
34946184|distant|chemical|influence|DDF
37399128|distant|bacteria|located in|human
37399128|distant|microbiome|is linked to|DDF
37399128|distant|microbiome|located in|human
37399128|distant|DDF|change abundance|bacteria
37399128|distant|DDF|change abundance|microbiome
37399128|distant|DDF|target|human
30705252|distant|microbiome|is linked to|DDF
30705252|distant|DDF|target|animal
30705252|distant|animal|used by|biomedical technique
30705252|distant|DDF|target|human
30705252|distant|DDF|affect|DDF
30705252|distant|microbiome|located in|animal
30705252|distant|microbiome|used by|biomedical technique
30705252|distant|animal|used by|statistical technique
36984872|distant|DDF|affect|DDF
36984872|distant|DDF|is a|DDF
36984872|distant|chemical|influence|DDF
36984872|distant|DDF|target|human
36815026|distant|dietary supplement|influence|drug
36815026|distant|dietary supplement|influence|DDF
36815026|distant|DDF|target|human
31890161|distant|chemical|influence|DDF
31890161|distant|DDF|influence|DDF
31890161|distant|DDF|affect|DDF
26633823|distant|microbiome|is linked to|DDF
26633823|distant|drug|administered|animal
26633823|distant|drug|change effect|DDF
26633823|distant|microbiome|is linked to|animal
26633823|distant|DDF|target|human
26633823|distant|drug|influence|DDF
26633823|distant|chemical|impact|microbiome
26633823|distant|microbiome|located in|animal
26633823|distant|drug|impact|microbiome
37794974|distant|microbiome|located in|human
37794974|distant|chemical|influence|DDF
37794974|distant|DDF|target|human
37774944|distant|dietary supplement|influence|DDF
37774944|distant|DDF|is a|DDF
37774944|distant|DDF|target|human
37774944|distant|DDF|affect|DDF
35513230|distant|microbiome|is linked to|DDF
35513230|distant|chemical|influence|DDF
35513230|distant|DDF|affect|DDF
35513230|distant|chemical|is linked to|DDF
35513230|distant|bacteria|influence|DDF
28121994|distant|DDF|target|human
31784958|distant|chemical|influence|DDF
31784958|distant|DDF|affect|DDF
37130861|distant|microbiome|is linked to|DDF
37130861|distant|microbiome|located in|human
37130861|distant|DDF|change abundance|bacteria
37130861|distant|DDF|target|human
37130861|distant|DDF|affect|DDF
29138692|distant|bacteria|influence|DDF
38275646|distant|microbiome|is linked to|DDF
38275646|distant|drug|change effect|DDF
38275646|distant|drug|affect|DDF
38275646|distant|DDF|affect|DDF
38275646|distant|drug|influence|DDF
38275646|distant|drug|impact|bacteria
37323145|distant|microbiome|is linked to|biomedical technique
37323145|distant|microbiome|is linked to|DDF
37323145|distant|DDF|target|human
36674517|distant|anatomical location|is linked to|DDF
36674517|distant|microbiome|is linked to|DDF
37064156|distant|microbiome|is linked to|statistical technique
37064156|distant|microbiome|is linked to|DDF
37064156|distant|DDF|is a|DDF
35743072|distant|chemical|influence|DDF
35743072|distant|DDF|target|human
35743072|distant|DDF|affect|DDF
35743072|distant|chemical|impact|microbiome
35743072|distant|gene|influence|DDF
31317505|distant|microbiome|is linked to|DDF
31317505|distant|chemical|influence|DDF
31317505|distant|drug|influence|DDF
34346706|distant|microbiome|is linked to|DDF
34346706|distant|microbiome|located in|human
34346706|distant|chemical|produced by|microbiome
34346706|distant|microbiome|is linked to|chemical
34346706|distant|DDF|target|human
34346706|distant|DDF|affect|DDF
34346706|distant|human|target|human
34346706|distant|chemical|used by|biomedical technique
34346706|distant|DDF|change abundance|microbiome
34346706|distant|DDF|is a|DDF
34346706|distant|human|used by|biomedical technique
34346706|distant|microbiome|used by|biomedical technique
36216843|distant|human|used by|biomedical technique
36216843|distant|drug|target|human
36216843|distant|DDF|target|human
36216843|distant|DDF|affect|DDF
30207256|distant|microbiome|is linked to|DDF
32791113|distant|microbiome|is linked to|DDF
34489756|distant|DDF|target|human
34489756|distant|DDF|affect|DDF
38410510|distant|microbiome|is linked to|DDF
38410510|distant|DDF|is a|DDF
38410510|distant|biomedical technique|is linked to|DDF
38410510|distant|DDF|target|human
36943505|distant|food|influence|DDF
36943505|distant|microbiome|is linked to|DDF
36943505|distant|DDF|is a|DDF
36943505|distant|DDF|target|human
36334762|distant|DDF|is a|DDF
36334762|distant|biomedical technique|affect|DDF
36334762|distant|microbiome|located in|anatomical location
37110302|distant|microbiome|is linked to|DDF
37110302|distant|DDF|strike|anatomical location
37110302|distant|drug|impact|microbiome
37110302|distant|DDF|change abundance|microbiome
37110302|distant|DDF|target|human
37110302|distant|DDF|affect|DDF
37110302|distant|chemical|located in|anatomical location
37110302|distant|DDF|target|animal
37343494|distant|microbiome|influence|DDF
37343494|distant|microbiome|is linked to|DDF
37343494|distant|DDF|target|human
37343494|distant|DDF|is a|DDF
37343494|distant|microbiome|is linked to|anatomical location
33307114|distant|food|influence|DDF
33307114|distant|DDF|target|human
33307114|distant|DDF|is a|DDF
33307114|distant|food|impact|microbiome
33307114|distant|dietary supplement|impact|microbiome
38426291|distant|DDF|is a|DDF
38426291|distant|DDF|target|human
38426291|distant|DDF|affect|DDF
31505196|distant|DDF|strike|anatomical location
31505196|distant|animal|used by|biomedical technique
31505196|distant|DDF|target|human
31505196|distant|DDF|affect|DDF
31505196|distant|chemical|influence|DDF
31505196|distant|gene|located in|anatomical location
31505196|distant|chemical|located in|anatomical location
31505196|distant|gene|influence|DDF
33334010|distant|food|influence|DDF
33334010|distant|DDF|is a|DDF
33334010|distant|DDF|target|human
33334010|distant|DDF|affect|DDF
34691318|distant|anatomical location|used by|biomedical technique
34691318|distant|food|influence|DDF
34691318|distant|microbiome|is linked to|DDF
34691318|distant|dietary supplement|influence|DDF
34691318|distant|dietary supplement|change effect|DDF
34691318|distant|chemical|influence|DDF
34691318|distant|dietary supplement|impact|microbiome
36881113|distant|DDF|change abundance|microbiome
36881113|distant|chemical|influence|DDF
36881113|distant|DDF|is a|DDF
36881113|distant|DDF|target|animal
36881113|distant|chemical|change effect|DDF
34329424|distant|microbiome|located in|human
34329424|distant|dietary supplement|influence|DDF
34329424|distant|DDF|strike|anatomical location
37414494|distant|DDF|strike|anatomical location
37414494|distant|drug|change effect|DDF
37414494|distant|drug|impact|microbiome
37414494|distant|DDF|target|human
37414494|distant|DDF|affect|DDF
37414494|distant|drug|influence|DDF
37414494|distant|drug|influence|drug
37414494|distant|DDF|target|animal
30513869|distant|microbiome|is linked to|DDF
30513869|distant|dietary supplement|influence|DDF
30513869|distant|chemical|influence|DDF
30513869|distant|chemical|impact|microbiome
30513869|distant|dietary supplement|impact|microbiome
37121952|distant|microbiome|is linked to|DDF
37121952|distant|chemical|influence|DDF
29031410|distant|microbiome|is linked to|DDF
29243233|distant|DDF|target|human
28783713|distant|microbiome|is linked to|DDF
28783713|distant|DDF|change abundance|bacteria
28783713|distant|DDF|change abundance|microbiome
28783713|distant|animal|used by|biomedical technique
28783713|distant|microbiome|located in|animal
28783713|distant|DDF|impact|microbiome
38421192|distant|microbiome|is linked to|DDF
38421192|distant|dietary supplement|influence|DDF
38421192|distant|animal|used by|biomedical technique
38421192|distant|DDF|influence|DDF
38421192|distant|dietary supplement|impact|bacteria
38421192|distant|DDF|target|animal
38540341|distant|drug|impact|microbiome
38540341|distant|chemical|influence|DDF
38540341|distant|chemical|impact|microbiome
38540341|distant|microbiome|located in|animal
38540341|distant|DDF|target|animal
38540341|distant|gene|interact|chemical
38540341|distant|chemical|change effect|DDF
37943628|distant|microbiome|located in|human
37943628|distant|human|used by|biomedical technique
28610994|distant|microbiome|is linked to|DDF
28610994|distant|chemical|influence|DDF
28610994|distant|chemical|impact|microbiome
28610994|distant|microbiome|located in|animal
28610994|distant|DDF|target|animal
28806201|distant|dietary supplement|influence|DDF
28806201|distant|DDF|target|human
37836527|distant|microbiome|located in|human
37836527|distant|DDF|is a|DDF
37836527|distant|DDF|target|human
37836527|distant|food|impact|microbiome
37777156|distant|chemical|strike|anatomical location
37777156|distant|microbiome|is linked to|DDF
37777156|distant|DDF|is a|DDF
37777156|distant|chemical|influence|DDF
38488556|distant|food|influence|DDF
38488556|distant|microbiome|is linked to|DDF
38488556|distant|chemical|influence|DDF
38488556|distant|chemical|located in|anatomical location
38488556|distant|DDF|is a|DDF
37604976|distant|microbiome|located in|human
37604976|distant|animal|used by|biomedical technique
37604976|distant|DDF|target|human
37604976|distant|DDF|affect|DDF
37604976|distant|bacteria|located in|animal
37604976|distant|DDF|target|animal
34650532|distant|microbiome|located in|human
34650532|distant|DDF|target|human
34650532|distant|DDF|affect|DDF
34650532|distant|bacteria|influence|DDF
34650532|distant|human|used by|biomedical technique
34650532|distant|microbiome|used by|biomedical technique
34650532|distant|microbiome|is linked to|human
30838027|distant|microbiome|is linked to|DDF
30838027|distant|microbiome|located in|anatomical location
30838027|distant|microbiome|located in|human
30838027|distant|DDF|change abundance|bacteria
30838027|distant|DDF|target|human
35708472|distant|microbiome|is linked to|DDF
35708472|distant|DDF|strike|anatomical location
35708472|distant|DDF|change abundance|microbiome
35708472|distant|DDF|target|human
35708472|distant|DDF|affect|DDF
35708472|distant|DDF|is a|DDF
38562309|distant|DDF|target|human
38562309|distant|DDF|affect|DDF
37088645|distant|human|used by|biomedical technique
34576191|distant|microbiome|located in|anatomical location
33517890|distant|microbiome|is linked to|DDF
33517890|distant|chemical|influence|DDF
33517890|distant|chemical|impact|bacteria
33517890|distant|bacteria|located in|animal
33517890|distant|DDF|is a|DDF
33517890|distant|bacteria|part of|microbiome
33517890|distant|microbiome|located in|animal
33517890|distant|chemical|influence|chemical
33517890|distant|bacteria|located in|microbiome
33517890|distant|DDF|target|animal
33517890|distant|chemical|change effect|DDF
30680947|distant|microbiome|is linked to|DDF
30680947|distant|animal|located in|animal
30680947|distant|DDF|target|animal
30680947|distant|animal|used by|biomedical technique
30680947|distant|bacteria|located in|animal
30680947|distant|microbiome|located in|animal
30680947|distant|animal|used by|statistical technique
33497754|distant|microbiome|used by|biomedical technique
33497754|distant|microbiome|located in|anatomical location
33497754|distant|DDF|affect|DDF
35181072|distant|dietary supplement|impact|microbiome
35181072|distant|microbiome|is linked to|DDF
35181072|distant|bacteria|located in|anatomical location
35181072|distant|DDF|affect|DDF
37879416|distant|chemical|located in|anatomical location
37879416|distant|DDF|target|animal
37879416|distant|DDF|target|human
37879416|distant|DDF|affect|DDF
32398374|distant|microbiome|located in|human
32398374|distant|DDF|target|human
32398374|distant|anatomical location|located in|human
32398374|distant|chemical|located in|human
32398374|distant|drug|influence|DDF
32398374|distant|chemical|located in|anatomical location
32398374|distant|drug|administered|human
32398374|distant|DDF|target|animal
32763534|distant|microbiome|located in|human
32763534|distant|microbiome|is linked to|DDF
32763534|distant|DDF|target|human
38650872|distant|microbiome|is linked to|DDF
38650872|distant|chemical|influence|DDF
38650872|distant|DDF|target|human
38650872|distant|biomedical technique|influence|DDF
38650872|distant|DDF|is a|DDF
34690981|distant|microbiome|is linked to|DDF
30466372|distant|anatomical location|used by|biomedical technique
30466372|distant|food|impact|microbiome
30466372|distant|food|administered|animal
30466372|distant|microbiome|located in|animal
30466372|distant|microbiome|used by|biomedical technique
30523432|distant|microbiome|is linked to|DDF
30523432|distant|DDF|target|human
30523432|distant|human|used by|statistical technique
29802603|distant|anatomical location|is linked to|DDF
29802603|distant|microbiome|is linked to|DDF
29802603|distant|DDF|target|human
29802603|distant|DDF|affect|DDF
31628992|distant|microbiome|is linked to|DDF
31628992|distant|DDF|is a|DDF
31628992|distant|DDF|affect|DDF
30544486|distant|microbiome|used by|biomedical technique
30544486|distant|microbiome|is linked to|DDF
30544486|distant|bacteria|influence|DDF
30544486|distant|DDF|target|human
30991255|distant|human|used by|biomedical technique
30991255|distant|microbiome|is linked to|DDF
30991255|distant|dietary supplement|influence|DDF
30991255|distant|DDF|target|human
32506238|distant|microbiome|is linked to|DDF
32506238|distant|DDF|affect|DDF
34980288|distant|microbiome|is linked to|DDF
34980288|distant|dietary supplement|influence|DDF
34980288|distant|microbiome|located in|human
34980288|distant|drug|impact|microbiome
34980288|distant|DDF|target|human
34980288|distant|drug|influence|DDF
34980288|distant|dietary supplement|impact|bacteria
34980288|distant|dietary supplement|impact|microbiome
34980288|distant|bacteria|influence|DDF
34980288|distant|DDF|target|animal
38663221|distant|microbiome|is linked to|drug
38663221|distant|microbiome|used by|drug
38663221|distant|microbiome|located in|human
38663221|distant|drug|influence|DDF
38663221|distant|DDF|is a|DDF
38663221|distant|drug|impact|microbiome
38045052|distant|microbiome|is linked to|DDF
38045052|distant|dietary supplement|influence|DDF
38045052|distant|drug|change effect|DDF
38045052|distant|chemical|influence|DDF
38045052|distant|drug|influence|DDF
38045052|distant|drug|affect|DDF
38045052|distant|DDF|is a|DDF
38045052|distant|microbiome|located in|animal
38045052|distant|DDF|target|animal
28593878|distant|microbiome|affect|DDF
28593878|distant|microbiome|is linked to|DDF
28593878|distant|dietary supplement|influence|DDF
28593878|distant|DDF|affect|DDF
25772005|distant|bacteria|is linked to|DDF
25772005|distant|microbiome|located in|animal
33067643|distant|human|used by|biomedical technique
33067643|distant|microbiome|located in|human
33067643|distant|microbiome|is linked to|DDF
33067643|distant|DDF|target|human
38479554|distant|bacteria|located in|animal
38479554|distant|chemical|located in|anatomical location
38479554|distant|microbiome|located in|animal
38479554|distant|microbiome|used by|biomedical technique
38479554|distant|DDF|target|animal
31745471|distant|bacteria|influence|DDF
31745471|distant|microbiome|is linked to|DDF
31745471|distant|DDF|is a|DDF
31745471|distant|DDF|target|human
37744899|distant|microbiome|is linked to|DDF
37744899|distant|drug|change effect|human
37744899|distant|microbiome|located in|human
37744899|distant|drug|change effect|DDF
37744899|distant|DDF|change abundance|bacteria
37744899|distant|DDF|target|human
37744899|distant|drug|influence|DDF
37744899|distant|bacteria|interact|chemical
37744899|distant|bacteria|influence|DDF
37744899|distant|drug|impact|microbiome
30271330|distant|microbiome|is linked to|DDF
30271330|distant|microbiome|located in|anatomical location
37664615|distant|chemical|impact|bacteria
37664615|distant|chemical|influence|DDF
37664615|distant|DDF|target|human
38327077|distant|microbiome|is linked to|DDF
38327077|distant|DDF|change abundance|microbiome
38327077|distant|DDF|target|human
38327077|distant|human|used by|biomedical technique
38327077|distant|microbiome|used by|biomedical technique
37741061|distant|DDF|strike|anatomical location
37741061|distant|DDF|affect|DDF
37741061|distant|chemical|target|animal
37741061|distant|drug|target|animal
37741061|distant|microbiome|located in|animal
37741061|distant|microbiome|used by|biomedical technique
37741061|distant|DDF|target|animal
33206326|distant|dietary supplement|influence|DDF
33206326|distant|DDF|target|human
33206326|distant|chemical|influence|DDF
33206326|distant|DDF|is a|DDF
33206326|distant|dietary supplement|administered|human
33206326|distant|bacteria|influence|DDF
37157885|distant|DDF|strike|anatomical location
37157885|distant|chemical|influence|DDF
37157885|distant|DDF|affect|DDF
37157885|distant|chemical|impact|bacteria
37157885|distant|DDF|target|human
37157885|distant|chemical|located in|anatomical location
32918633|distant|microbiome|is linked to|DDF
32918633|distant|dietary supplement|influence|DDF
32918633|distant|microbiome|located in|human
32918633|distant|DDF|change abundance|microbiome
32918633|distant|microbiome|located in|animal
32918633|distant|dietary supplement|impact|microbiome
29542066|distant|chemical|located in|anatomical location
29542066|distant|microbiome|is linked to|DDF
29542066|distant|DDF|strike|anatomical location
29542066|distant|DDF|change abundance|microbiome
37108739|distant|microbiome|is linked to|DDF
37108739|distant|DDF|affect|DDF
32459513|distant|microbiome|is linked to|DDF
32459513|distant|DDF|target|human
32459513|distant|DDF|affect|DDF
32459513|distant|chemical|impact|microbiome
32459513|distant|dietary supplement|impact|microbiome
36400238|distant|chemical|impact|microbiome
36400238|distant|microbiome|is linked to|DDF
36400238|distant|chemical|influence|DDF
36990371|distant|food|impact|microbiome
38003647|distant|microbiome|is linked to|DDF
38003647|distant|microbiome|located in|human
38003647|distant|DDF|change abundance|bacteria
38003647|distant|DDF|target|human
38003647|distant|bacteria|influence|DDF
36804416|distant|DDF|is a|DDF
36804416|distant|microbiome|is linked to|DDF
36804416|distant|DDF|change abundance|microbiome
36804416|distant|DDF|affect|DDF
35163103|distant|microbiome|is linked to|DDF
35163103|distant|DDF|is a|DDF
35163103|distant|DDF|target|human
