pmid|annotator|start_idx|end_idx|location|text_span|label
38283894|expert_5|902|915|abstract|gut microbiota|microbiome
38283894|expert_5|948|1005|abstract|Joanna Briggs Institute (JBI) critical appraisal checklist|statistical technique
38283894|expert_5|1053|1064|abstract|random model|statistical technique
38283894|expert_5|1141|1143|abstract|ASD|DDF
38283894|expert_5|1153|1165|abstract|control group|human
38283894|expert_5|1194|1207|abstract|trace elements|chemical
38283894|expert_5|1333|1345|abstract|meta-analysis|statistical technique
38283894|expert_5|1380|1387|abstract|children|human
38283894|expert_5|1394|1396|abstract|ASD|DDF
38283894|expert_5|1432|1439|abstract|oxytocin|chemical
38283894|expert_5|1522|1525|abstract|iron|chemical
38283894|expert_5|1570|1573|abstract|zinc|chemical
38283894|expert_5|1646|1660|abstract|Bifidobacterium|bacteria
38283894|expert_5|1711|1725|abstract|Parabacteroides|bacteria
38283894|expert_5|1787|1804|abstract|c-reactive protein|chemical
38283894|expert_5|1807|1809|abstract|CRP|chemical
38283894|expert_5|1851|1854|abstract|GABA|chemical
38283894|expert_5|1928|1938|abstract|Bacteroides|bacteria
38283894|expert_5|1986|1996|abstract|Clostridium|bacteria
38283894|expert_5|2135|2154|abstract|sensitivity analyses|statistical technique
38283894|expert_5|2235|2242|abstract|Children|human
38283894|expert_5|2249|2251|abstract|ASD|DDF
38283894|expert_5|2289|2291|abstract|CRP|chemical
38283894|expert_5|2297|2300|abstract|GABA|chemical
38283894|expert_5|2319|2326|abstract|oxytocin|chemical
38283894|expert_5|2329|2332|abstract|iron|chemical
38283894|expert_5|2339|2342|abstract|zinc|chemical
38283894|expert_5|2376|2390|abstract|Bifidobacterium|bacteria
38283894|expert_5|2403|2417|abstract|Parabacteroides|bacteria
38283894|expert_5|2460|2475|abstract|Faecalibacterium|bacteria
38283894|expert_5|2485|2495|abstract|Bacteroides|bacteria
38283894|expert_5|2509|2519|abstract|Clostridium|bacteria
38283894|expert_5|2544|2551|abstract|controls|human
38283894|expert_5|2689|2691|abstract|ASD|DDF
38283894|expert_5|2707|2759|abstract|large, sample-based, and randomized controlled trials|statistical technique
36072680|expert_6|44|57|title|Gut Microbiome|microbiome
36072680|expert_6|89|112|title|Irritable Bowel Syndrome|DDF
36072680|expert_6|0|23|abstract|Irritable bowel syndrome|DDF
36072680|expert_6|26|28|abstract|IBS|DDF
36072680|expert_6|36|71|abstract|functional gastrointestinal disorder|DDF
36072680|expert_6|84|110|abstract|chronic debilitating issues|DDF
36072680|expert_6|261|274|abstract|gut microbiota|microbiome
36072680|expert_6|360|374|abstract|gastroenteritis|DDF
36072680|expert_6|377|382|abstract|stress|DDF
36072680|expert_6|535|537|abstract|IBS|DDF
36072680|expert_6|621|634|abstract|gut microbiome|microbiome
36072680|expert_6|657|659|abstract|IBS|DDF
36072680|expert_6|746|773|abstract|fermentable oligosaccharides|chemical
36072680|expert_6|776|788|abstract|disaccharides|chemical
36072680|expert_6|791|805|abstract|monosaccharides|chemical
36072680|expert_6|812|818|abstract|polyols|chemical
36072680|expert_6|905|912|abstract|psyllium|dietary supplement
36072680|expert_6|915|928|abstract|peppermint oil|dietary supplement
36072680|expert_6|936|967|abstract|probiotics/prebiotics/synbiotics|dietary supplement
36072680|expert_6|1111|1118|abstract|patients|human
36072680|expert_6|1125|1127|abstract|IBS|DDF
36072680|expert_6|1198|1200|abstract|IBS|DDF
37127945|expert_4|53|68|title|bipolar disorder|DDF
37127945|expert_4|99|112|title|gut microbiota|microbiome
37127945|expert_4|0|15|abstract|Bipolar disorder|DDF
37127945|expert_4|18|19|abstract|BD|DDF
37127945|expert_4|27|39|abstract|mood disorder|DDF
37127945|expert_4|92|109|abstract|diagnosed patients|human
37127945|expert_4|233|234|abstract|BD|DDF
37127945|expert_4|308|322|abstract|gut microbiotas|microbiome
37127945|expert_4|327|328|abstract|BD|DDF
37127945|expert_4|434|447|abstract|gut microbiota|microbiome
37127945|expert_4|469|470|abstract|BD|DDF
37127945|expert_4|676|686|abstract|BD patients|human
37127945|expert_4|772|787|abstract|bipolar patients|human
37127945|expert_4|801|816|abstract|healthy controls|human
37127945|expert_4|884|896|abstract|Lactobacillus|bacteria
37127945|expert_4|899|914|abstract|Faecalibacterium|bacteria
37127945|expert_4|921|932|abstract|Ruminococcus|bacteria
37127945|expert_4|947|948|abstract|BD|DDF
37127945|expert_4|962|969|abstract|controls|human
37127945|expert_4|1089|1113|abstract|Probiotic supplementation|dietary supplement
37127945|expert_4|1187|1205|abstract|depressive symptoms|DDF
37127945|expert_4|1211|1231|abstract|cognitive impairments|DDF
37127945|expert_4|1239|1246|abstract|patients|human
37127945|expert_4|1253|1254|abstract|BD|DDF
37127945|expert_4|1335|1336|abstract|BD|DDF
37127945|expert_4|1346|1359|abstract|gut microbiota|microbiome
37127945|expert_4|1362|1382|abstract|Probiotic supplements|dietary supplement
37127945|expert_4|1483|1484|abstract|BD|DDF
37127945|expert_4|1659|1666|abstract|patients|human
37127945|expert_4|1673|1674|abstract|BD|DDF
37127945|expert_4|1875|1876|abstract|BD|DDF
36411639|expert_4|16|29|title|gut microbiome|microbiome
36411639|expert_4|34|59|title|neurodegenerative diseases|DDF
36411639|expert_4|65|86|title|metagenomic approaches|biomedical technique
36411639|expert_4|112|123|title|gut microbes|microbiome
36411639|expert_4|114|125|abstract|Gut microbes|bacteria
36411639|expert_4|150|174|abstract|gastrointestinal diseases|DDF
36411639|expert_4|181|207|abstract|ulcer stomach and intestine|DDF
36411639|expert_4|213|236|abstract|irritable bowel syndrome|DDF
36411639|expert_4|263|271|abstract|human gut|anatomical location
36411639|expert_4|317|339|abstract|neuroactive metabolites|chemical
36411639|expert_4|349|365|abstract|neurotransmitters|chemical
36411639|expert_4|368|375|abstract|hormones|chemical
36411639|expert_4|399|431|abstract|Gut microbial-derived metabolites|chemical
36411639|expert_4|464|484|abstract|neurological diseases|DDF
36411639|expert_4|494|512|abstract|Alzheimer's disease|DDF
36411639|expert_4|515|533|abstract|Parkinson's disease|DDF
36411639|expert_4|573|584|abstract|gut microbes|bacteria
36411639|expert_4|708|710|abstract|gut|anatomical location
36411639|expert_4|716|720|abstract|brain|anatomical location
36411639|expert_4|746|756|abstract|vagus nerve|anatomical location
36411639|expert_4|820|845|abstract|gut microbiota composition|microbiome
36411639|expert_4|922|933|abstract|Metagenomics|biomedical technique
36411639|expert_4|1001|1012|abstract|gut microbes|bacteria
36411639|expert_4|1018|1046|abstract|microbial-derived metabolites|chemical
36411639|expert_4|1127|1138|abstract|gut microbes|bacteria
36411639|expert_4|1143|1168|abstract|neurodegenerative diseases|DDF
36411639|expert_4|1201|1228|abstract|major metagenomic approaches|biomedical technique
32545788|expert_6|21|38|title|NLRP3 Inflammasome|chemical
32545788|expert_6|0|11|abstract|Inflammation|DDF
32545788|expert_6|92|101|abstract|dead cells|chemical
32545788|expert_6|104|112|abstract|irritants|chemical
32545788|expert_6|117|125|abstract|pathogens|chemical
32545788|expert_6|313|321|abstract|caspase-1|gene
32545788|expert_6|399|420|abstract|inflammatory disorders|DDF
32545788|expert_6|427|444|abstract|NLRP3 inflammasome|chemical
32545788|expert_6|502|506|abstract|NLRP3|gene
32545788|expert_6|533|550|abstract|nucleotide-binding|chemical
32545788|expert_6|556|592|abstract|oligomerization domain-like receptors|chemical
32545788|expert_6|595|598|abstract|NLRs|chemical
32545788|expert_6|688|705|abstract|NLRP3 inflammasome|chemical
32545788|expert_6|943|963|abstract|metabolic pathologies|DDF
32545788|expert_6|966|972|abstract|obesity|DDF
32545788|expert_6|975|989|abstract|type 2 diabetes|DDF
32545788|expert_6|992|1006|abstract|atherosclerosis|DDF
32545788|expert_6|1010|1032|abstract|cardiovascular diseases|DDF
32545788|expert_6|1035|1073|abstract|ischemic and non-ischemic heart disease|DDF
32545788|expert_6|1077|1095|abstract|inflammatory issues|DDF
32545788|expert_6|1098|1111|abstract|liver diseases|DDF
32545788|expert_6|1114|1140|abstract|inflammatory bowel diseases|DDF
32545788|expert_6|1143|1156|abstract|gut microbiome|microbiome
32545788|expert_6|1159|1178|abstract|rheumatoid arthritis|DDF
32545788|expert_6|1185|1204|abstract|neurologic disorders|DDF
32545788|expert_6|1207|1225|abstract|Parkinson's disease|DDF
32545788|expert_6|1228|1246|abstract|Alzheimer's disease|DDF
32545788|expert_6|1249|1266|abstract|multiple sclerosis|DDF
32545788|expert_6|1269|1297|abstract|amyotrophic lateral sclerosis|DDF
32545788|expert_6|1309|1330|abstract|neurological disorders|DDF
32545788|expert_6|1620|1627|abstract|patients|human
33664475|expert_2|0|37|title|Sialylated human milk oligosaccharides|dietary supplement
33664475|expert_2|0|9|abstract|Breastmilk|food
33664475|expert_2|93|130|abstract|sialylated human milk oligosaccharides|dietary supplement
33664475|expert_2|133|136|abstract|HMOs|dietary supplement
33664475|expert_2|354|367|abstract|sialylated HMO|dietary supplement
33664475|expert_2|372|375|abstract|mice|animal
33664475|expert_2|511|533|abstract|sialyl(alpha2,6)lactose|chemical
33664475|expert_2|536|539|abstract|6'SL|chemical
33664475|expert_2|569|579|abstract|sialic acid|chemical
33664475|expert_2|582|587|abstract|Neu5Ac|chemical
33664475|expert_2|597|615|abstract|lactating offspring|animal
33664475|expert_2|618|623|abstract|Neu5Ac|chemical
33664475|expert_2|707|725|abstract|lactating offspring|animal
33664475|expert_2|730|733|abstract|6'SL|chemical
33664475|expert_2|754|780|abstract|newborn wild-type (WT) pups|animal
33664475|expert_2|785|791|abstract|KO dams|animal
33664475|expert_2|808|826|abstract|6'SL-deficient milk|food
33664475|expert_2|1057|1075|abstract|plasma metabolomics|biomedical technique
33664475|expert_2|1287|1297|abstract|hippocampus|anatomical location
33664475|expert_2|1303|1319|abstract|prefrontal cortex|anatomical location
33664475|expert_2|1322|1324|abstract|PFC|anatomical location
33664475|expert_2|1340|1351|abstract|control mice|animal
33664475|expert_2|1354|1365|abstract|WT offspring|animal
33664475|expert_2|1379|1382|abstract|6'SL|chemical
33664475|expert_2|1574|1587|abstract|gut microbiota|microbiome
33664475|expert_2|1593|1611|abstract|plasma metabolomics|biomedical technique
33664475|expert_2|1786|1789|abstract|6'SL|chemical
33664475|expert_2|1794|1806|abstract|maternal milk|food
33664475|expert_2|1919|1921|abstract|PFC|anatomical location
30072879|expert_2|99|147|title|Wild-Type and mGlu8 Knockout Female and Male Mice|animal
30072879|expert_2|0|16|abstract|Motor dysfunction|DDF
30072879|expert_2|35|53|abstract|Parkinson's disease|DDF
30072879|expert_2|56|57|abstract|PD|DDF
30072879|expert_2|97|124|abstract|gastrointestinal dysfunction|DDF
30072879|expert_2|182|195|abstract|gut microbiome|microbiome
30072879|expert_2|241|255|abstract|PD pathogenesis|DDF
30072879|expert_2|361|372|abstract|PD pathology|DDF
30072879|expert_2|375|406|abstract|Metabotropic glutamate receptors|chemical
30072879|expert_2|409|412|abstract|mGlu|chemical
30072879|expert_2|428|454|abstract|G protein-coupled receptors|chemical
30072879|expert_2|493|516|abstract|group III mGlu receptors|chemical
30072879|expert_2|599|601|abstract|CNS|anatomical location
30072879|expert_2|621|623|abstract|gut|anatomical location
30072879|expert_2|644|657|abstract|gut microbiome|microbiome
30072879|expert_2|684|686|abstract|CNS|anatomical location
30072879|expert_2|752|784|abstract|metabotropic glutamate receptor 8|chemical
30072879|expert_2|787|791|abstract|mGlu8|chemical
30072879|expert_2|795|808|abstract|group III mGlu|chemical
30072879|expert_2|852|895|abstract|1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine|chemical
30072879|expert_2|898|901|abstract|MPTP|chemical
30072879|expert_2|948|967|abstract|female and male mice|animal
30072879|expert_2|1034|1062|abstract|striatal tyrosine hydroxylase|gene
30072879|expert_2|1065|1066|abstract|TH|gene
30072879|expert_2|1084|1097|abstract|gut microbiome|microbiome
30072879|expert_2|1148|1206|abstract|female and male wild-type (WT) and mGlu8 knockout (KO) mice|animal
30072879|expert_2|1227|1230|abstract|MPTP|chemical
30072879|expert_2|1281|1284|abstract|MPTP|chemical
30072879|expert_2|1305|1306|abstract|WT|animal
30072879|expert_2|1317|1318|abstract|KO|animal
30072879|expert_2|1367|1373|abstract|WT mice|animal
30072879|expert_2|1376|1379|abstract|MPTP|chemical
30072879|expert_2|1415|1419|abstract|males|animal
30072879|expert_2|1440|1446|abstract|females|animal
30072879|expert_2|1458|1461|abstract|MPTP|chemical
30072879|expert_2|1492|1493|abstract|WT|animal
30072879|expert_2|1504|1505|abstract|KO|animal
30072879|expert_2|1519|1522|abstract|MPTP|chemical
30072879|expert_2|1554|1567|abstract|WT and KO mice|animal
30072879|expert_2|1611|1615|abstract|males|animal
30072879|expert_2|1676|1689|abstract|gut microbiome|microbiome
30072879|expert_2|2044|2057|abstract|gut microbiome|microbiome
30072879|expert_2|2159|2172|abstract|gut microbiome|microbiome
30072879|expert_2|2199|2203|abstract|mGlu8|chemical
30072879|expert_2|2239|2240|abstract|PD|DDF
32572814|expert_4|0|7|title|Butyrate|chemical
32572814|expert_4|26|52|title|Salsolinol-Induced Toxicity|DDF
32572814|expert_4|88|106|title|Parkinson's Disease|DDF
32572814|expert_4|0|18|abstract|Parkinson's disease|DDF
32572814|expert_4|21|22|abstract|PD|DDF
32572814|expert_4|28|65|abstract|progressive neurodegenerative disorder|DDF
32572814|expert_4|130|145|abstract|substantia nigra|anatomical location
32572814|expert_4|148|149|abstract|SN|anatomical location
32572814|expert_4|188|200|abstract|basal ganglia|anatomical location
32572814|expert_4|220|221|abstract|PD|DDF
32572814|expert_4|333|346|abstract|gut microbiome|microbiome
32572814|expert_4|406|407|abstract|PD|DDF
32572814|expert_4|487|506|abstract|histone deacetylases|chemical
32572814|expert_4|509|513|abstract|HDACs|chemical
32572814|expert_4|568|575|abstract|Butyrate|chemical
32572814|expert_4|580|601|abstract|short-chain fatty acid|chemical
32572814|expert_4|604|605|abstract|FA|chemical
32572814|expert_4|624|626|abstract|gut|anatomical location
32572814|expert_4|662|688|abstract|G protein-coupled receptors|chemical
32572814|expert_4|691|695|abstract|GPCRs|chemical
32572814|expert_4|708|720|abstract|FA3 receptors|chemical
32572814|expert_4|723|727|abstract|FA3Rs|chemical
32572814|expert_4|747|750|abstract|HDAC|chemical
32572814|expert_4|933|958|abstract|neurodegenerative diseases|DDF
32572814|expert_4|968|969|abstract|PD|DDF
32572814|expert_4|1036|1043|abstract|butyrate|chemical
32572814|expert_4|1081|1114|abstract|salsolionl (SALS)-induced toxicity|DDF
32572814|expert_4|1134|1137|abstract|SALS|chemical
32572814|expert_4|1389|1392|abstract|SALS|chemical
32572814|expert_4|1485|1492|abstract|butyrate|chemical
32572814|expert_4|1510|1517|abstract|butyrate|chemical
32572814|expert_4|1560|1580|abstract|beta-hydroxy butyrate|drug
32572814|expert_4|1583|1585|abstract|BHB|drug
32572814|expert_4|1601|1604|abstract|FA3R|chemical
32572814|expert_4|1640|1643|abstract|FA3R|chemical
32572814|expert_4|1654|1662|abstract|AR 420626|drug
32572814|expert_4|1706|1709|abstract|SALS|chemical
32572814|expert_4|1741|1743|abstract|BHB|drug
32572814|expert_4|1790|1797|abstract|butyrate|chemical
32572814|expert_4|1816|1819|abstract|FA3R|chemical
32572814|expert_4|1856|1857|abstract|PD|DDF
30828318|expert_5|95|116|abstract|probiotic applications|dietary supplement
30828318|expert_5|125|127|abstract|gut|anatomical location
30828318|expert_5|140|146|abstract|anxiety|DDF
30828318|expert_5|152|161|abstract|depression|DDF
30828318|expert_5|171|181|abstract|vagus nerve|anatomical location
30828318|expert_5|282|292|abstract|vagus nerve|anatomical location
30828318|expert_5|495|508|abstract|gut microbiota|microbiome
30828318|expert_5|616|642|abstract|agile, fit hunter gatherers|human
30828318|expert_5|648|663|abstract|obese westerners|human
30828318|expert_5|668|672|abstract|Danes|human
30828318|expert_5|691|705|abstract|happiest people|human
30828318|expert_5|741|764|abstract|environmental pollutants|chemical
30828318|expert_5|1017|1030|abstract|gut microbiota|microbiome
30828318|expert_5|1036|1040|abstract|brain|anatomical location
31148353|expert_5|12|16|title|brain|anatomical location
31148353|expert_5|21|32|title|inflammation|DDF
31148353|expert_5|49|62|title|gut microbiome|microbiome
31148353|expert_5|22|40|abstract|Parkinson's disease|DDF
31148353|expert_5|43|44|abstract|PD|DDF
31148353|expert_5|58|94|abstract|L-3,4-dihydroxyphenylalanine (L-DOPA)|drug
31148353|expert_5|222|244|abstract|dyskinetic side effects|DDF
31148353|expert_5|448|468|abstract|parkinsonian symptoms|DDF
31148353|expert_5|567|593|abstract|anti-inflammatory cytokines|chemical
31148353|expert_5|877|878|abstract|PD|DDF
31148353|expert_5|924|942|abstract|hUCB-derived plasma|chemical
31148353|expert_5|996|1006|abstract|MPTP lesion|DDF
31148353|expert_5|1142|1160|abstract|hUCB-derived plasma|chemical
31148353|expert_5|1256|1285|abstract|substantia nigra pars compacta|anatomical location
31148353|expert_5|1288|1291|abstract|SNpc|anatomical location
31148353|expert_5|1324|1349|abstract|pro-inflammatory cytokines|chemical
31148353|expert_5|1363|1366|abstract|SNpc|anatomical location
31148353|expert_5|1407|1444|abstract|inflammation-associated gut microbiota|microbiome
31148353|expert_5|1520|1522|abstract|gut|anatomical location
31148353|expert_5|1528|1532|abstract|brain|anatomical location
31148353|expert_5|1589|1602|abstract|gut microbiome|microbiome
31148353|expert_5|1648|1649|abstract|PD|DDF
31821833|expert_5|38|50|title|schizophrenia|DDF
31821833|expert_5|54|69|abstract|human microbiome|microbiome
31821833|expert_5|108|134|abstract|gastrointestinal microbiota|microbiome
31821833|expert_5|212|214|abstract|gut|anatomical location
31821833|expert_5|221|234|abstract|gut microbiota|microbiome
31821833|expert_5|347|358|abstract|CNS diseases|DDF
31821833|expert_5|371|383|abstract|schizophrenia|DDF
31821833|expert_5|432|445|abstract|gut microbiota|microbiome
31821833|expert_5|592|605|abstract|gut microbiota|microbiome
31821833|expert_5|698|711|abstract|gut microbiota|microbiome
31821833|expert_5|822|842|abstract|intestinal microbiota|microbiome
31821833|expert_5|871|883|abstract|schizophrenia|DDF
33063712|expert_4|21|30|title|probiotics|dietary supplement
33063712|expert_4|35|60|title|neurodegenerative diseases|DDF
33063712|expert_4|76|94|title|Parkinson's disease|DDF
33063712|expert_4|167|169|abstract|gut|anatomical location
33063712|expert_4|352|365|abstract|gut microbiota|microbiome
33063712|expert_4|392|405|abstract|healthy people|human
33063712|expert_4|411|418|abstract|patients|human
33063712|expert_4|456|470|abstract|human disorders|DDF
33063712|expert_4|506|511|abstract|cancer|DDF
33063712|expert_4|528|554|abstract|neurodegenerative disorders|DDF
33063712|expert_4|710|733|abstract|gut microbiome dysbiosis|DDF
33063712|expert_4|775|797|abstract|neurological conditions|DDF
33063712|expert_4|821|830|abstract|probiotics|dietary supplement
33063712|expert_4|933|953|abstract|intestinal microbiota|microbiome
33063712|expert_4|959|963|abstract|brain|anatomical location
33063712|expert_4|1134|1143|abstract|probiotics|dietary supplement
33063712|expert_4|1149|1167|abstract|Parkinson's disease|DDF
33063712|expert_4|1233|1246|abstract|gut microbiota|microbiome
33063712|expert_4|1328|1346|abstract|Parkinson's disease|DDF
36462169|expert_4|47|76|title|Intestinal Barrier Dysfunction|DDF
36462169|expert_4|124|144|title|Severe Mental Illness|DDF
36462169|expert_4|0|25|abstract|Gut microbiota alterations|DDF
36462169|expert_4|49|69|abstract|severe mental illness|DDF
36462169|expert_4|72|74|abstract|SMI|DDF
36462169|expert_4|120|141|abstract|gut barrier disruption|DDF
36462169|expert_4|147|158|abstract|inflammation|DDF
36462169|expert_4|223|245|abstract|intestinal inflammation|DDF
36462169|expert_4|303|305|abstract|SMI|DDF
36462169|expert_4|341|355|abstract|chemokine CCL25|chemical
36462169|expert_4|361|419|abstract|soluble mucosal vascular addressin cell adhesion molecule-1|chemical
36462169|expert_4|422|430|abstract|sMAdCAM-1|chemical
36462169|expert_4|475|486|abstract|inflammation|DDF
36462169|expert_4|495|497|abstract|gut|anatomical location
36462169|expert_4|500|533|abstract|lipopolysaccharide binding protein|chemical
36462169|expert_4|536|538|abstract|LBP|chemical
36462169|expert_4|545|581|abstract|intestinal fatty acid binding protein|chemical
36462169|expert_4|584|589|abstract|I-FABP|chemical
36462169|expert_4|634|656|abstract|gut barrier dysfunction|DDF
36462169|expert_4|670|672|abstract|SMI|DDF
36462169|expert_4|701|713|abstract|schizophrenia|DDF
36462169|expert_4|716|718|abstract|SCZ|DDF
36462169|expert_4|734|751|abstract|affective disorder|DDF
36462169|expert_4|754|756|abstract|AFF|DDF
36462169|expert_4|781|796|abstract|healthy controls|human
36462169|expert_4|799|800|abstract|HC|human
36462169|expert_4|843|854|abstract|plasma IL-18|chemical
36462169|expert_4|860|867|abstract|IL-18BPa|chemical
36462169|expert_4|902|906|abstract|NLRP3|gene
36462169|expert_4|912|916|abstract|NLRC4|gene
36462169|expert_4|1002|1010|abstract|sMAdCAM-1|chemical
36462169|expert_4|1024|1029|abstract|I-FABP|chemical
36462169|expert_4|1046|1050|abstract|CCL25|chemical
36462169|expert_4|1070|1072|abstract|LBP|chemical
36462169|expert_4|1091|1093|abstract|SMI|DDF
36462169|expert_4|1107|1108|abstract|HC|human
36462169|expert_4|1202|1210|abstract|sMAdCAM-1|gene
36462169|expert_4|1216|1220|abstract|CCL25|chemical
36462169|expert_4|1258|1260|abstract|SCZ|DDF
36462169|expert_4|1266|1271|abstract|I-FABP|chemical
36462169|expert_4|1291|1293|abstract|LBP|chemical
36462169|expert_4|1302|1304|abstract|AFF|DDF
36462169|expert_4|1316|1321|abstract|I-FABP|chemical
36462169|expert_4|1339|1346|abstract|IL-18BPa|chemical
36462169|expert_4|1359|1361|abstract|LBP|chemical
36462169|expert_4|1379|1383|abstract|NLRC4|gene
36462169|expert_4|1412|1458|abstract|intestinal barrier inflammation and dysfunction|DDF
36462169|expert_4|1463|1465|abstract|SMI|DDF
36462169|expert_4|1487|1507|abstract|systemic inflammation|DDF
27698624|expert_2|25|31|title|Anxiety|DDF
27698624|expert_2|72|85|title|Gut Microbiome|microbiome
27698624|expert_2|96|119|abstract|stress related disorders|DDF
27698624|expert_2|122|131|abstract|depression|DDF
27698624|expert_2|138|144|abstract|anxiety|DDF
27698624|expert_2|169|182|abstract|gut microbiota|microbiome
27698624|expert_2|559|573|abstract|probiotic foods|dietary supplement
27698624|expert_2|759|764|abstract|stress|DDF
27698624|expert_2|767|770|abstract|fear|DDF
27698624|expert_2|773|797|abstract|anxiety-related behaviors|DDF
27698624|expert_2|894|900|abstract|anxiety|DDF
27698624|expert_2|972|987|abstract|mental disorders|DDF
27698624|expert_2|1163|1169|abstract|anxiety|DDF
36332796|expert_4|0|13|title|Gut microbiome|microbiome
36332796|expert_4|19|37|title|Parkinson's disease|DDF
36332796|expert_4|0|18|abstract|Parkinson's disease|DDF
36332796|expert_4|21|22|abstract|PD|DDF
36332796|expert_4|305|329|abstract|mitochondrial dysfunction|DDF
36332796|expert_4|426|427|abstract|PD|DDF
36332796|expert_4|489|499|abstract|sporadic PD|DDF
36332796|expert_4|524|525|abstract|PD|DDF
36332796|expert_4|613|623|abstract|sporadic PD|DDF
36332796|expert_4|670|672|abstract|gut|anatomical location
