pmid|annotator|start_idx|end_idx|location|text_span|label
35965349|expert_7|1930|1943|abstract|feed additives|dietary supplement
35965349|expert_7|1982|1985|abstract|AGPs|drug
35965349|expert_7|2258|2291|abstract|community-based metabolic modeling|biomedical technique
35965349|expert_7|2463|2492|abstract|next-generation feed additives|dietary supplement
34870091|expert_4|48|70|title|oral and gut microbiota|microbiome
34870091|expert_4|75|82|title|patients|human
34870091|expert_4|89|97|title|psychosis|DDF
34870091|expert_4|102|114|title|schizophrenia|DDF
34870091|expert_4|19|41|abstract|Gut and oral microbiota|microbiome
34870091|expert_4|250|270|abstract|intestinal microbiome|microbiome
34870091|expert_4|294|302|abstract|psychosis|DDF
34870091|expert_4|308|320|abstract|schizophrenia|DDF
34870091|expert_4|339|346|abstract|controls|human
34870091|expert_4|470|492|abstract|oral and gut microbiota|microbiome
34870091|expert_4|497|504|abstract|patients|human
34870091|expert_4|511|519|abstract|psychosis|DDF
34870091|expert_4|684|706|abstract|oral and gut microbiota|microbiome
34870091|expert_4|711|718|abstract|patients|human
34870091|expert_4|725|733|abstract|psychosis|DDF
34870091|expert_4|738|750|abstract|schizophrenia|DDF
34870091|expert_4|766|781|abstract|healthy controls|human
34870091|expert_4|912|917|abstract|humans|human
34870091|expert_4|923|929|abstract|animals|animal
34870091|expert_4|1170|1197|abstract|random-effects meta-analyses|statistical technique
34870091|expert_4|1315|1323|abstract|psychosis|DDF
34870091|expert_4|1329|1341|abstract|schizophrenia|DDF
34870091|expert_4|1544|1552|abstract|psychosis|DDF
34870091|expert_4|1826|1834|abstract|psychosis|DDF
28158162|expert_2|32|41|title|Probiotics|dietary supplement
28158162|expert_2|46|68|title|Human Migraine Headache|DDF
28158162|expert_2|31|47|abstract|migraine headache|DDF
28158162|expert_2|86|110|abstract|gastrointestinal diseases|DDF
28158162|expert_2|145|153|abstract|headaches|DDF
28158162|expert_2|158|165|abstract|patients|human
28158162|expert_2|172|197|abstract|gastrointestinal disorders|DDF
28158162|expert_2|227|234|abstract|migraine|DDF
28158162|expert_2|240|265|abstract|gastrointestinal disorders|DDF
28158162|expert_2|325|338|abstract|gut microbiota|microbiome
28158162|expert_2|409|416|abstract|migraine|DDF
28158162|expert_2|422|446|abstract|gastrointestinal diseases|DDF
28158162|expert_2|509|520|abstract|inflammation|DDF
28158162|expert_2|584|597|abstract|gut microbiota|microbiome
28158162|expert_2|645|661|abstract|migraine headache|DDF
28158162|expert_2|854|870|abstract|migraine headache|DDF
28158162|expert_2|873|886|abstract|gut microbiota|microbiome
28158162|expert_2|909|918|abstract|probiotics|dietary supplement
28158162|expert_2|993|1006|abstract|gut microbiota|microbiome
28158162|expert_2|1054|1070|abstract|migraine headache|DDF
28158162|expert_2|1098|1118|abstract|probiotics supplement|dietary supplement
28158162|expert_2|1123|1139|abstract|migraine headache|DDF
28158162|expert_2|1236|1245|abstract|probiotics|dietary supplement
28158162|expert_2|1250|1257|abstract|patients|human
28158162|expert_2|1264|1280|abstract|migraine headache|DDF
28158162|expert_2|1404|1413|abstract|probiotics|dietary supplement
28158162|expert_2|1418|1425|abstract|patients|human
28158162|expert_2|1432|1448|abstract|migraine headache|DDF
28158162|expert_2|1462|1478|abstract|migraine headache|DDF
28158162|expert_2|1514|1523|abstract|depression|DDF
28158162|expert_2|1529|1535|abstract|anxiety|DDF
28158162|expert_2|1628|1641|abstract|gut microbiota|microbiome
28158162|expert_2|1660|1671|abstract|inflammation|DDF
28158162|expert_2|1774|1783|abstract|probiotics|dietary supplement
28158162|expert_2|2001|2010|abstract|probiotics|dietary supplement
28158162|expert_2|2015|2022|abstract|patients|human
28158162|expert_2|2029|2045|abstract|migraine headache|DDF
28158162|expert_2|2058|2074|abstract|Migraine headache|DDF
28158162|expert_2|2077|2090|abstract|gut microbiota|microbiome
28158162|expert_2|2109|2118|abstract|probiotics|dietary supplement
34172092|expert_6|13|38|title|acetate-producing bacteria|bacteria
34172092|expert_6|49|62|title|gut microbiota|microbiome
34172092|expert_6|76|95|title|cognitive impairment|DDF
34172092|expert_6|139|151|title|diabetic mice|animal
34172092|expert_6|20|33|abstract|gut microbiota|microbiome
34172092|expert_6|80|103|abstract|type 1 diabetes mellitus|DDF
34172092|expert_6|106|108|abstract|T1D|DDF
34172092|expert_6|137|150|abstract|gut microbiota|microbiome
34172092|expert_6|211|213|abstract|T1D|DDF
34172092|expert_6|233|268|abstract|non-absorbable antibiotic vancomycin|drug
34172092|expert_6|284|297|abstract|gut microbiota|microbiome
34172092|expert_6|302|338|abstract|streptozotocin (STZ)-induced T1D mice|animal
34172092|expert_6|413|420|abstract|T1D mice|animal
34172092|expert_6|516|529|abstract|gut microbiome|microbiome
34172092|expert_6|583|602|abstract|cognitive impairment|DDF
34172092|expert_6|607|614|abstract|T1D mice|animal
34172092|expert_6|617|644|abstract|Long-term acetate deficiency|DDF
34172092|expert_6|666|691|abstract|acetate-producing bacteria|bacteria
34172092|expert_6|749|759|abstract|hippocampus|anatomical location
34172092|expert_6|772|802|abstract|learning and memory impairments|DDF
34172092|expert_6|919|926|abstract|T1D mice|animal
34172092|expert_6|1051|1068|abstract|metabolite acetate|chemical
34172092|expert_6|1105|1132|abstract|long-term acetate deficiency|DDF
34172092|expert_6|1154|1170|abstract|cognitive decline|DDF
37845499|expert_3|21|35|title|host microbiome|microbiome
37845499|expert_3|40|65|title|neuropsychiatric disorders|DDF
37845499|expert_3|72|79|abstract|bacteria|bacteria
37845499|expert_3|128|137|abstract|microbiota|microbiome
37845499|expert_3|223|232|abstract|microbiota|microbiome
37845499|expert_3|246|271|abstract|neuropsychiatric disorders|DDF
37845499|expert_3|278|287|abstract|microbiota|microbiome
37845499|expert_3|339|349|abstract|oral cavity|anatomical location
37845499|expert_3|352|365|abstract|nasal passages|anatomical location
37845499|expert_3|368|372|abstract|lungs|anatomical location
37845499|expert_3|375|377|abstract|gut|anatomical location
37845499|expert_3|380|383|abstract|skin|anatomical location
37845499|expert_3|386|392|abstract|bladder|anatomical location
37845499|expert_3|399|404|abstract|vagina|anatomical location
37845499|expert_3|411|424|abstract|gut microbiota|microbiome
37845499|expert_3|433|454|abstract|gastrointestinal tract|anatomical location
37845499|expert_3|542|584|abstract|psychiatric and neurodegenerative disorders|DDF
37845499|expert_3|600|609|abstract|microbiota|microbiome
37845499|expert_3|781|806|abstract|neuropsychiatric disorders|DDF
37845499|expert_3|863|875|abstract|periodontitis|DDF
37845499|expert_3|905|930|abstract|neuropsychiatric disorders|DDF
37845499|expert_3|1031|1043|abstract|oral bacteria|bacteria
37845499|expert_3|1052|1057|abstract|brains|anatomical location
37845499|expert_3|1062|1069|abstract|patients|human
37845499|expert_3|1076|1094|abstract|Alzheimer's disease|DDF
37845499|expert_3|1159|1173|abstract|host microbiota|microbiome
37845499|expert_3|1178|1203|abstract|neuropsychiatric disorders|DDF
37845499|expert_3|1320|1334|abstract|host microbiota|microbiome
37371676|expert_1|61|79|title|Autoimmune Diseases|DDF
37371676|expert_1|0|23|abstract|Autoimmune (AI) diseases|DDF
37371676|expert_1|217|243|abstract|individual's gut microbiota|microbiome
37371676|expert_1|502|515|abstract|gut microbiome|microbiome
37371676|expert_1|535|547|abstract|gut dysbiosis|DDF
37371676|expert_1|614|626|abstract|Gut dysbiosis|DDF
37371676|expert_1|658|659|abstract|AI|DDF
37371676|expert_1|686|706|abstract|fat and sugar content|chemical
37371676|expert_1|782|802|abstract|systemic inflammation|DDF
37371676|expert_1|895|899|abstract|TNF-a|chemical
37371676|expert_1|902|905|abstract|IL-6|chemical
37371676|expert_1|912|916|abstract|IL-17|chemical
37371676|expert_1|956|966|abstract|arthropathy|DDF
37371676|expert_1|1011|1023|abstract|gut dysbiosis|DDF
37371676|expert_1|1032|1051|abstract|chronic inflammation|DDF
37371676|expert_1|1148|1161|abstract|gut microbiota|microbiome
37371676|expert_1|1244|1245|abstract|AI|DDF
37371676|expert_1|1258|1276|abstract|psoriatic arthritis|DDF
37371676|expert_1|1279|1306|abstract|systemic lupus erythematosus|DDF
37371676|expert_1|1309|1331|abstract|irritable bowel disease|DDF
37371676|expert_1|1338|1357|abstract|rheumatoid arthritis|DDF
37371676|expert_1|1541|1542|abstract|AI|DDF
37371676|expert_1|1584|1597|abstract|gut microbiome|microbiome
37371676|expert_1|1669|1704|abstract|individual's specific gut microbiota|microbiome
37371676|expert_1|2013|2041|abstract|reduced systemic inflammation|DDF
37371676|expert_1|2166|2179|abstract|gut microbiota|microbiome
37371676|expert_1|2241|2252|abstract|inflammation|DDF
37371676|expert_1|2565|2578|abstract|gut microbiota|microbiome
37371676|expert_1|2602|2637|abstract|AI-related musculoskeletal pathology|DDF
37574818|expert_2|23|54|title|Lactobacillus plantarum CCFM8661|bacteria
37574818|expert_2|59|81|title|oleic acid-induced acne|DDF
37574818|expert_2|95|108|title|gut microbiota|microbiome
37574818|expert_2|118|134|title|acne pathogenesis|DDF
37574818|expert_2|0|12|abstract|Acne vulgaris|DDF
37574818|expert_2|20|39|abstract|inflammatory disease|DDF
37574818|expert_2|48|65|abstract|pilosebaceous unit|anatomical location
37574818|expert_2|74|77|abstract|skin|anatomical location
37574818|expert_2|149|156|abstract|patients|human
37574818|expert_2|159|168|abstract|Probiotics|dietary supplement
37574818|expert_2|314|366|abstract|live and inactivated Lactobacillus plantarum CCFM8661|bacteria
37574818|expert_2|371|393|abstract|oleic acid-induced acne|DDF
37574818|expert_2|439|464|abstract|live L. plantarum CCFM8661|bacteria
37574818|expert_2|477|493|abstract|skin inflammation|DDF
37574818|expert_2|499|511|abstract|serum hormone|chemical
37574818|expert_2|514|520|abstract|insulin|chemical
37574818|expert_2|526|537|abstract|testosterone|chemical
37574818|expert_2|554|562|abstract|acne mice|animal
37574818|expert_2|577|602|abstract|live L. plantarum CCFM8661|bacteria
37574818|expert_2|641|651|abstract|skin lipids|chemical
37574818|expert_2|654|666|abstract|triglycerides|chemical
37574818|expert_2|672|702|abstract|non-esterified free fatty acids|chemical
37574818|expert_2|739|773|abstract|skin lipid metabolism-related genes|gene
37574818|expert_2|776|781|abstract|PPAR-γ|gene
37574818|expert_2|784|791|abstract|SREBP-1c|gene
37574818|expert_2|794|797|abstract|ACCα|gene
37574818|expert_2|800|803|abstract|FASN|gene
37574818|expert_2|806|811|abstract|PPAR-α|gene
37574818|expert_2|814|818|abstract|ACOX1|gene
37574818|expert_2|821|823|abstract|HSL|gene
37574818|expert_2|829|832|abstract|ATGL|gene
37574818|expert_2|851|883|abstract|inactivated L. plantarum CCFM8661|bacteria
37574818|expert_2|902|918|abstract|skin inflammation|DDF
37574818|expert_2|923|945|abstract|serum hormone secretion|DDF
37574818|expert_2|962|979|abstract|skin triglycerides|chemical
37574818|expert_2|1014|1048|abstract|skin lipid metabolism-related genes|gene
37574818|expert_2|1051|1056|abstract|PPAR-γ|gene
37574818|expert_2|1059|1066|abstract|SREBP-1c|gene
37574818|expert_2|1069|1072|abstract|FASN|gene
37574818|expert_2|1078|1081|abstract|ATGL|gene
37574818|expert_2|1087|1095|abstract|acne mice|animal
37574818|expert_2|1103|1144|abstract|live and inactivated L. plantarum CCFM8661|bacteria
37574818|expert_2|1169|1182|abstract|gut microbiota|microbiome
37574818|expert_2|1274|1287|abstract|Staphylococcus|bacteria
37574818|expert_2|1305|1313|abstract|acne mice|animal
37574818|expert_2|1334|1354|abstract|L. plantarum CCFM8661|bacteria
37574818|expert_2|1398|1401|abstract|acne|DDF
37574818|expert_2|1418|1434|abstract|skin inflammation|DDF
37574818|expert_2|1467|1474|abstract|hormones|chemical
37574818|expert_2|1480|1490|abstract|skin lipids|chemical
37574818|expert_2|1532|1554|abstract|gut microbial ecosystem|microbiome
37571393|expert_2|41|66|title|Neurodegenerative Diseases|DDF
37571393|expert_2|136|149|title|Phytochemicals|dietary supplement
37571393|expert_2|107|129|abstract|age-associated diseases|DDF
37571393|expert_2|139|209|abstract|neurodegenerative, inflammatory, metabolic, and cardiovascular diseases|DDF
37571393|expert_2|215|220|abstract|cancer|DDF
37571393|expert_2|281|290|abstract|senescence|DDF
37571393|expert_2|296|312|abstract|neurodegeneration|DDF
37571393|expert_2|325|353|abstract|age-associated brain diseases|DDF
37571393|expert_2|371|406|abstract|Alzheimer's and Parkinson's diseases|DDF
37571393|expert_2|432|440|abstract|nutrients|dietary supplement
37571393|expert_2|445|458|abstract|phytochemicals|dietary supplement
37571393|expert_2|474|510|abstract|age-associated molecular dysfunctions|DDF
37571393|expert_2|602|633|abstract|dysregulation of microglia genes|DDF
37571393|expert_2|639|655|abstract|neuroinflammation|DDF
37571393|expert_2|658|675|abstract|telomere attrition|DDF
37571393|expert_2|678|707|abstract|neuronal stem cell degradation|DDF
37571393|expert_2|710|736|abstract|vascular system dysfunction|DDF
37571393|expert_2|764|796|abstract|loss of chromosome X inactivation|DDF
37571393|expert_2|801|807|abstract|females|human
37571393|expert_2|814|837|abstract|gut microbiome dysbiosis|DDF
37571393|expert_2|879|895|abstract|neurodegeneration|DDF
37571393|expert_2|941|954|abstract|phytochemicals|dietary supplement
37571393|expert_2|963|970|abstract|curcumin|dietary supplement
37571393|expert_2|973|976|abstract|EGCG|dietary supplement
37571393|expert_2|979|986|abstract|fucoidan|dietary supplement
37571393|expert_2|989|996|abstract|galangin|dietary supplement
37571393|expert_2|999|1005|abstract|astin C|dietary supplement
37571393|expert_2|1008|1015|abstract|apigenin|dietary supplement
37571393|expert_2|1018|1028|abstract|resveratrol|dietary supplement
37571393|expert_2|1031|1041|abstract|phytic acid|dietary supplement
37571393|expert_2|1044|1051|abstract|acacetin|dietary supplement
37571393|expert_2|1054|1064|abstract|daucosterol|dietary supplement
37571393|expert_2|1067|1075|abstract|silibinin|dietary supplement
37571393|expert_2|1078|1089|abstract|sulforaphane|dietary supplement
37571393|expert_2|1092|1103|abstract|withaferin A|dietary supplement
37571393|expert_2|1110|1123|abstract|betulinic acid|dietary supplement
37571393|expert_2|1191|1195|abstract|TREM2|gene
37571393|expert_2|1198|1199|abstract|C3|gene
37571393|expert_2|1202|1206|abstract|C3aR1|gene
37571393|expert_2|1209|1212|abstract|TNFA|gene
37571393|expert_2|1215|1219|abstract|NF-kb|gene
37571393|expert_2|1222|1228|abstract|TGFB1&2|gene
37571393|expert_2|1231|1237|abstract|SIRT1&6|gene
37571393|expert_2|1240|1244|abstract|HMGB1|gene
37571393|expert_2|1251|1255|abstract|STING|gene
37571393|expert_2|1295|1308|abstract|phytochemicals|dietary supplement
37571393|expert_2|1364|1389|abstract|age-related brain diseases|DDF
37571393|expert_2|1552|1577|abstract|neurodegenerative diseases|DDF
37571393|expert_2|1582|1587|abstract|humans|human
37841274|expert_4|0|6|title|Melanin|chemical
37841274|expert_4|56|66|title|Parkinson's|DDF
37841274|expert_4|69|79|title|Alzheimer's|DDF
37841274|expert_4|86|103|title|Lewy body dementia|DDF
37841274|expert_4|0|6|abstract|Melanin|chemical
37841274|expert_4|101|123|abstract|reactive oxygen species|chemical
37841274|expert_4|325|329|abstract|brain|anatomical location
37841274|expert_4|332|336|abstract|heart|anatomical location
37841274|expert_4|339|346|abstract|arteries|anatomical location
37841274|expert_4|349|355|abstract|ovaries|anatomical location
37841274|expert_4|378|384|abstract|melanin|chemical
37841274|expert_4|426|432|abstract|melanin|chemical
37841274|expert_4|492|498|abstract|melanin|chemical
37841274|expert_4|507|518|abstract|neuromelanin|chemical
37841274|expert_4|589|607|abstract|Alzheimer's disease|DDF
37841274|expert_4|610|611|abstract|AD|DDF
37841274|expert_4|615|633|abstract|Parkinson's disease|DDF
37841274|expert_4|636|637|abstract|PD|DDF
37841274|expert_4|641|658|abstract|Lewy Body Dementia|DDF
37841274|expert_4|661|663|abstract|LBD|DDF
37841274|expert_4|671|678|abstract|vitiligo|DDF
37841274|expert_4|681|682|abstract|AD|DDF
37841274|expert_4|685|686|abstract|PD|DDF
37841274|expert_4|689|691|abstract|LBD|DDF
37841274|expert_4|698|705|abstract|vitiligo|DDF
37841274|expert_4|729|739|abstract|herpesvirus|chemical
37841274|expert_4|755|765|abstract|melanosomes|chemical
37841274|expert_4|778|786|abstract|apoptosis|DDF
37841274|expert_4|798|810|abstract|gut dysbiosis|DDF
37841274|expert_4|816|827|abstract|inflammation|DDF
37841274|expert_4|830|840|abstract|Herpesvirus|chemical
37841274|expert_4|862|874|abstract|gut dysbiosis|DDF
37841274|expert_4|880|891|abstract|inflammation|DDF
37841274|expert_4|940|946|abstract|melanin|chemical
37841274|expert_4|1068|1070|abstract|ATP|chemical
37841274|expert_4|1147|1153|abstract|melanin|chemical
37841274|expert_4|1212|1213|abstract|AD|DDF
37841274|expert_4|1216|1217|abstract|PD|DDF
37841274|expert_4|1224|1226|abstract|LBD|DDF
37841274|expert_4|1434|1459|abstract|neurodegenerative diseases|DDF
37841274|expert_4|1739|1750|abstract|inflammation|DDF
37841274|expert_4|1759|1763|abstract|brain|anatomical location
37841274|expert_4|1910|1912|abstract|ATP|chemical
37841274|expert_4|1961|1963|abstract|ATP|chemical
37841274|expert_4|1995|2001|abstract|melanin|chemical
37841274|expert_4|2013|2021|abstract|melanomas|DDF
37841274|expert_4|2024|2031|abstract|vitiligo|DDF
37841274|expert_4|2078|2084|abstract|melanin|chemical
37485660|expert_4|0|27|title|Flavonoids from Seabuckthorn|dietary supplement
37485660|expert_4|33|52|title|Hippophae rhamnoides|dietary supplement
37485660|expert_4|70|101|title|CUMS-induced depressive disorder|DDF
37485660|expert_4|120|133|title|gut microbiota|microbiome
37485660|expert_4|138|141|title|mice|animal
37485660|expert_4|0|11|abstract|Seabuckthorn|dietary supplement
37485660|expert_4|17|36|abstract|Hippophae rhamnoides|dietary supplement
37485660|expert_4|70|79|abstract|flavonoids|chemical
37485660|expert_4|92|103|abstract|isorhamnetin|chemical
37485660|expert_4|106|114|abstract|quercetin|chemical
37485660|expert_4|120|129|abstract|kaempferol|chemical
37485660|expert_4|216|241|abstract|Major depressive disorders|DDF
37485660|expert_4|314|386|abstract|Chronic unpredictable mild stress (CUMS)-induced depressive-like symptoms|DDF
37485660|expert_4|391|394|abstract|mice|animal
37485660|expert_4|465|470|abstract|humans|human
37485660|expert_4|526|570|abstract|flavonoid-enriched fraction from Seabuckthorn|dietary supplement
37485660|expert_4|589|591|abstract|SBF|dietary supplement
37485660|expert_4|606|630|abstract|major depressive disorder|DDF
37485660|expert_4|635|638|abstract|mice|animal
37485660|expert_4|688|690|abstract|SBF|dietary supplement
37485660|expert_4|707|726|abstract|depressive behaviors|DDF
37485660|expert_4|770|782|abstract|neurotrophins|chemical
37485660|expert_4|785|801|abstract|neurotransmitters|chemical
37485660|expert_4|804|826|abstract|stress-related hormones|chemical
37485660|expert_4|833|862|abstract|inflammation-related cytokines|chemical
37485660|expert_4|896|910|abstract|depressive mice|animal
37485660|expert_4|917|919|abstract|SBF|dietary supplement
37485660|expert_4|952|965|abstract|gut microbiota|microbiome
37485660|expert_4|1013|1028|abstract|Lactobacillaceae|bacteria
37485660|expert_4|1072|1086|abstract|Lachnospiraceae|bacteria
37485660|expert_4|1159|1181|abstract|Seabuckthorn flavonoids|dietary supplement
37485660|expert_4|1235|1260|abstract|major depressive disorders|DDF
31955786|expert_2|0|20|title|Neuroactive compounds|chemical
31955786|expert_2|0|20|abstract|Neuroactive compounds|chemical
31955786|expert_2|152|172|abstract|neuroactive compounds|chemical
31955786|expert_2|187|209|abstract|gamma-aminobutyric acid|chemical
31955786|expert_2|212|215|abstract|GABA|chemical
31955786|expert_2|219|227|abstract|serotonin|chemical
31955786|expert_2|230|238|abstract|melatonin|chemical
31955786|expert_2|241|250|abstract|kynurenine|chemical
31955786|expert_2|253|266|abstract|kynurenic acid|chemical
31955786|expert_2|269|276|abstract|dopamine|chemical
31955786|expert_2|279|292|abstract|norepinephrine|chemical
31955786|expert_2|295|303|abstract|histamine|chemical
31955786|expert_2|306|315|abstract|tryptamine|chemical
31955786|expert_2|318|325|abstract|tyramine|chemical
31955786|expert_2|331|348|abstract|β-phenylethylamine|chemical
31955786|expert_2|351|365|abstract|Fermented foods|dietary supplement
31955786|expert_2|523|543|abstract|neuroactive compounds|chemical
31955786|expert_2|570|626|abstract|plant-origin and microbially-formed neuroactive compounds|chemical
31955786|expert_2|674|687|abstract|gut microbiota|microbiome
31955786|expert_2|761|774|abstract|gut microbiota|microbiome
31955786|expert_2|909|929|abstract|neuroactive compounds|chemical
31955786|expert_2|938|940|abstract|gut|anatomical location
31955786|expert_2|956|965|abstract|probiotics|dietary supplement
31955786|expert_2|971|980|abstract|prebiotics|dietary supplement
31955786|expert_2|1123|1143|abstract|neuroactive compounds|chemical
31955786|expert_2|1326|1346|abstract|microbial metabolites|chemical
31955786|expert_2|1358|1378|abstract|neuroactive compounds|chemical
31955786|expert_2|1387|1389|abstract|gut|anatomical location
31955786|expert_2|1476|1485|abstract|probiotics|dietary supplement
31955786|expert_2|1491|1500|abstract|prebiotics|dietary supplement
34098340|expert_1|32|63|abstract|maternal prenatal gut microbiota|microbiome
34098340|expert_1|111|119|abstract|offspring|animal
34098340|expert_1|149|171|abstract|maternal gut microbiota|microbiome
34098340|expert_1|271|296|abstract|prenatal faecal microbiota|microbiome
34098340|expert_1|358|364|abstract|mothers|animal
34098340|expert_1|374|381|abstract|children|animal
34098340|expert_1|521|537|abstract|faecal microbiota|microbiome
34098340|expert_1|556|583|abstract|16S rRNA amplicon sequencing|biomedical technique
34098340|expert_1|640|668|abstract|Childhood Behaviour Checklist|biomedical technique
34098340|expert_1|830|855|abstract|maternal faecal microbiota|microbiome
34098340|expert_1|990|998|abstract|Wald test|statistical technique
34098340|expert_1|1062|1076|abstract|Lachnospiraceae|bacteria
34098340|expert_1|1082|1096|abstract|Ruminococcaceae|bacteria
34098340|expert_1|1121|1127|abstract|mothers|animal
34098340|expert_1|1132|1139|abstract|children|animal
34098340|expert_1|1284|1309|abstract|maternal faecal microbiota|microbiome
34098340|expert_1|1382|1413|abstract|maternal prenatal gut microbiota|microbiome
34098340|expert_1|1541|1563|abstract|prenatal gut microbiota|microbiome
38350463|expert_4|18|21|title|GABA|chemical
38350463|expert_4|28|44|title|probiotic formula|dietary supplement
38350463|expert_4|63|79|abstract|probiotic formula|dietary supplement
38350463|expert_4|102|122|abstract|neuroactive compounds|chemical
38350463|expert_4|150|154|abstract|colon|anatomical location
38350463|expert_4|278|301|abstract|Levilactobacillus brevis|bacteria
38350463|expert_4|304|332|abstract|Lactiplantibacillus plantarum|bacteria
38350463|expert_4|335|362|abstract|Lacticaseibacillus paracasei|bacteria
38350463|expert_4|365|392|abstract|Ligilactobacillus salivarius|bacteria
38350463|expert_4|395|420|abstract|Streptococcus thermophilus|bacteria
38350463|expert_4|499|514|abstract|L. brevis P30021|bacteria
38350463|expert_4|520|538|abstract|L. plantarum P30025|bacteria
38350463|expert_4|591|609|abstract|γ-aminobutyric acid|chemical
38350463|expert_4|612|615|abstract|GABA|chemical
38350463|expert_4|622|634|abstract|acetylcholine|chemical
38350463|expert_4|648|668|abstract|probiotic formulation|dietary supplement
38350463|expert_4|753|768|abstract|human microbiota|microbiome
38350463|expert_4|798|801|abstract|GABA|chemical
38350463|expert_4|807|819|abstract|acetylcholine|chemical
38350463|expert_4|843|856|abstract|colonic tracts|anatomical location
38350463|expert_4|961|964|abstract|GABA|chemical
38350463|expert_4|997|1001|abstract|LC-MS|biomedical technique
38350463|expert_4|1004|1026|abstract|Short chain fatty acids|chemical
38350463|expert_4|1029|1032|abstract|SCFA|chemical
38350463|expert_4|1038|1039|abstract|GC|biomedical technique
38350463|expert_4|1071|1094|abstract|16S rRNA gene sequencing|biomedical technique
38350463|expert_4|1118|1142|abstract|Probiotic supplementation|dietary supplement
38350463|expert_4|1168|1171|abstract|GABA|chemical
38350463|expert_4|1177|1189|abstract|acetylcholine|chemical
38350463|expert_4|1210|1218|abstract|glutamate|chemical
38350463|expert_4|1285|1288|abstract|GABA|chemical
38350463|expert_4|1315|1324|abstract|probiotics|dietary supplement
38350463|expert_4|1395|1417|abstract|short-chain fatty acids|chemical
38350463|expert_4|1540|1544|abstract|colon|anatomical location
38350463|expert_4|1574|1588|abstract|Veillonellaceae|bacteria
38350463|expert_4|1597|1619|abstract|ascending colon vessels|anatomical location
38350463|expert_4|1626|1653|abstract|probiotic-exposed microbiota|microbiome
38350463|expert_4|1679|1689|abstract|Bacteroides|bacteria
38350463|expert_4|1694|1704|abstract|gut microbe|microbiome
38350463|expert_4|1767|1770|abstract|GABA|chemical
38350463|expert_4|1827|1843|abstract|probiotic formula|dietary supplement
38350463|expert_4|1877|1880|abstract|GABA|chemical
38350463|expert_4|1913|1931|abstract|probiotic treatment|dietary supplement
29352709|expert_7|79|86|title|patients|human
29352709|expert_7|93|105|title|schizophrenia|DDF
29352709|expert_7|62|74|abstract|schizophrenia|DDF
