pmid|annotator|subject_start_idx|subject_end_idx|subject_location|subject_text_span|subject_label|predicate|object_start_idx|object_end_idx|object_location|object_text_span|object_label
37845499|expert_3|1159|1173|abstract|host microbiota|microbiome|is linked to|1178|1203|abstract|neuropsychiatric disorders|DDF
37371676|expert_1|614|626|abstract|Gut dysbiosis|DDF|affect|658|659|abstract|AI|DDF
37371676|expert_1|686|706|abstract|fat and sugar content|chemical|influence|782|802|abstract|systemic inflammation|DDF
37371676|expert_1|895|899|abstract|TNF-a|chemical|influence|658|659|abstract|AI|DDF
37371676|expert_1|895|899|abstract|TNF-a|chemical|influence|956|966|abstract|arthropathy|DDF
37371676|expert_1|895|899|abstract|TNF-a|chemical|influence|1011|1023|abstract|gut dysbiosis|DDF
37371676|expert_1|902|905|abstract|IL-6|chemical|influence|658|659|abstract|AI|DDF
37371676|expert_1|902|905|abstract|IL-6|chemical|influence|956|966|abstract|arthropathy|DDF
37371676|expert_1|902|905|abstract|IL-6|chemical|influence|1011|1023|abstract|gut dysbiosis|DDF
37371676|expert_1|912|916|abstract|IL-17|chemical|influence|658|659|abstract|AI|DDF
37371676|expert_1|912|916|abstract|IL-17|chemical|influence|956|966|abstract|arthropathy|DDF
37371676|expert_1|912|916|abstract|IL-17|chemical|influence|1011|1023|abstract|gut dysbiosis|DDF
37371676|expert_1|1148|1161|abstract|gut microbiota|microbiome|is linked to|1244|1245|abstract|AI|DDF
37371676|expert_1|1148|1161|abstract|gut microbiota|microbiome|is linked to|1258|1276|abstract|psoriatic arthritis|DDF
37371676|expert_1|1148|1161|abstract|gut microbiota|microbiome|is linked to|1279|1306|abstract|systemic lupus erythematosus|DDF
37371676|expert_1|1148|1161|abstract|gut microbiota|microbiome|is linked to|1309|1331|abstract|irritable bowel disease|DDF
37371676|expert_1|1148|1161|abstract|gut microbiota|microbiome|is linked to|1338|1357|abstract|rheumatoid arthritis|DDF
37371676|expert_1|1584|1597|abstract|gut microbiome|microbiome|is linked to|1541|1542|abstract|AI|DDF
37371676|expert_1|1669|1704|abstract|individual's specific gut microbiota|microbiome|is linked to|2013|2041|abstract|reduced systemic inflammation|DDF
37371676|expert_1|2166|2179|abstract|gut microbiota|microbiome|is linked to|2241|2252|abstract|inflammation|DDF
37371676|expert_1|2565|2578|abstract|gut microbiota|microbiome|is linked to|2602|2637|abstract|AI-related musculoskeletal pathology|DDF
37574818|expert_2|23|54|title|Lactobacillus plantarum CCFM8661|bacteria|influence|59|81|title|oleic acid-induced acne|DDF
37574818|expert_2|95|108|title|gut microbiota|microbiome|is linked to|118|134|title|acne pathogenesis|DDF
37574818|expert_2|0|12|abstract|Acne vulgaris|DDF|is a|20|39|abstract|inflammatory disease|DDF
37574818|expert_2|0|12|abstract|Acne vulgaris|DDF|target|149|156|abstract|patients|human
37574818|expert_2|74|77|abstract|skin|anatomical location|located in|149|156|abstract|patients|human
37574818|expert_2|314|366|abstract|live and inactivated Lactobacillus plantarum CCFM8661|bacteria|influence|371|393|abstract|oleic acid-induced acne|DDF
37574818|expert_2|439|464|abstract|live L. plantarum CCFM8661|bacteria|influence|477|493|abstract|skin inflammation|DDF
37574818|expert_2|439|464|abstract|live L. plantarum CCFM8661|bacteria|interact|499|511|abstract|serum hormone|chemical
37574818|expert_2|439|464|abstract|live L. plantarum CCFM8661|bacteria|interact|514|520|abstract|insulin|chemical
37574818|expert_2|439|464|abstract|live L. plantarum CCFM8661|bacteria|interact|526|537|abstract|testosterone|chemical
37574818|expert_2|477|493|abstract|skin inflammation|DDF|target|554|562|abstract|acne mice|animal
37574818|expert_2|577|602|abstract|live L. plantarum CCFM8661|bacteria|interact|641|651|abstract|skin lipids|chemical
37574818|expert_2|577|602|abstract|live L. plantarum CCFM8661|bacteria|interact|654|666|abstract|triglycerides|chemical
37574818|expert_2|577|602|abstract|live L. plantarum CCFM8661|bacteria|interact|672|702|abstract|non-esterified free fatty acids|chemical
37574818|expert_2|577|602|abstract|live L. plantarum CCFM8661|bacteria|change expression|739|773|abstract|skin lipid metabolism-related genes|gene
37574818|expert_2|851|883|abstract|inactivated L. plantarum CCFM8661|bacteria|interact|962|979|abstract|skin triglycerides|chemical
37574818|expert_2|851|883|abstract|inactivated L. plantarum CCFM8661|bacteria|change expression|1014|1048|abstract|skin lipid metabolism-related genes|gene
37574818|expert_2|851|883|abstract|inactivated L. plantarum CCFM8661|bacteria|change expression|1051|1056|abstract|PPAR-γ|gene
37574818|expert_2|851|883|abstract|inactivated L. plantarum CCFM8661|bacteria|change expression|1059|1066|abstract|SREBP-1c|gene
37574818|expert_2|851|883|abstract|inactivated L. plantarum CCFM8661|bacteria|change expression|1069|1072|abstract|FASN|gene
37574818|expert_2|851|883|abstract|inactivated L. plantarum CCFM8661|bacteria|change expression|1078|1081|abstract|ATGL|gene
37574818|expert_2|851|883|abstract|inactivated L. plantarum CCFM8661|bacteria|located in|1087|1095|abstract|acne mice|animal
37574818|expert_2|962|979|abstract|skin triglycerides|chemical|located in|1087|1095|abstract|acne mice|animal
37574818|expert_2|1103|1144|abstract|live and inactivated L. plantarum CCFM8661|bacteria|part of|1169|1182|abstract|gut microbiota|microbiome
37574818|expert_2|1103|1144|abstract|live and inactivated L. plantarum CCFM8661|bacteria|interact|1274|1287|abstract|Staphylococcus|bacteria
37574818|expert_2|1169|1182|abstract|gut microbiota|microbiome|located in|1305|1313|abstract|acne mice|animal
37574818|expert_2|1274|1287|abstract|Staphylococcus|bacteria|part of|1169|1182|abstract|gut microbiota|microbiome
37574818|expert_2|1334|1354|abstract|L. plantarum CCFM8661|bacteria|influence|1398|1401|abstract|acne|DDF
37574818|expert_2|1334|1354|abstract|L. plantarum CCFM8661|bacteria|influence|1418|1434|abstract|skin inflammation|DDF
37574818|expert_2|1532|1554|abstract|gut microbial ecosystem|microbiome|is linked to|1398|1401|abstract|acne|DDF
37574818|expert_2|1532|1554|abstract|gut microbial ecosystem|microbiome|is linked to|1418|1434|abstract|skin inflammation|DDF
37571393|expert_2|136|149|title|Phytochemicals|dietary supplement|influence|41|66|title|Neurodegenerative Diseases|DDF
37571393|expert_2|139|209|abstract|neurodegenerative, inflammatory, metabolic, and cardiovascular diseases|DDF|affect|107|129|abstract|age-associated diseases|DDF
37571393|expert_2|215|220|abstract|cancer|DDF|is a|107|129|abstract|age-associated diseases|DDF
37571393|expert_2|281|290|abstract|senescence|DDF|affect|371|406|abstract|Alzheimer's and Parkinson's diseases|DDF
37571393|expert_2|296|312|abstract|neurodegeneration|DDF|affect|371|406|abstract|Alzheimer's and Parkinson's diseases|DDF
37571393|expert_2|325|353|abstract|age-associated brain diseases|DDF|affect|296|312|abstract|neurodegeneration|DDF
37571393|expert_2|432|440|abstract|nutrients|dietary supplement|influence|474|510|abstract|age-associated molecular dysfunctions|DDF
37571393|expert_2|445|458|abstract|phytochemicals|dietary supplement|influence|474|510|abstract|age-associated molecular dysfunctions|DDF
37571393|expert_2|602|633|abstract|dysregulation of microglia genes|DDF|affect|879|895|abstract|neurodegeneration|DDF
37571393|expert_2|639|655|abstract|neuroinflammation|DDF|affect|879|895|abstract|neurodegeneration|DDF
37571393|expert_2|658|675|abstract|telomere attrition|DDF|affect|879|895|abstract|neurodegeneration|DDF
37571393|expert_2|678|707|abstract|neuronal stem cell degradation|DDF|affect|879|895|abstract|neurodegeneration|DDF
37571393|expert_2|710|736|abstract|vascular system dysfunction|DDF|affect|879|895|abstract|neurodegeneration|DDF
37571393|expert_2|764|796|abstract|loss of chromosome X inactivation|DDF|target|801|807|abstract|females|human
37571393|expert_2|764|796|abstract|loss of chromosome X inactivation|DDF|affect|879|895|abstract|neurodegeneration|DDF
37571393|expert_2|941|954|abstract|phytochemicals|dietary supplement|change expression|1191|1195|abstract|TREM2|gene
37571393|expert_2|941|954|abstract|phytochemicals|dietary supplement|change expression|1198|1199|abstract|C3|gene
37571393|expert_2|941|954|abstract|phytochemicals|dietary supplement|change expression|1202|1206|abstract|C3aR1|gene
37571393|expert_2|941|954|abstract|phytochemicals|dietary supplement|change expression|1209|1212|abstract|TNFA|gene
37571393|expert_2|941|954|abstract|phytochemicals|dietary supplement|change expression|1215|1219|abstract|NF-kb|gene
37571393|expert_2|941|954|abstract|phytochemicals|dietary supplement|change expression|1222|1228|abstract|TGFB1&2|gene
37571393|expert_2|941|954|abstract|phytochemicals|dietary supplement|change expression|1231|1237|abstract|SIRT1&6|gene
37571393|expert_2|941|954|abstract|phytochemicals|dietary supplement|change expression|1240|1244|abstract|HMGB1|gene
37571393|expert_2|941|954|abstract|phytochemicals|dietary supplement|change expression|1251|1255|abstract|STING|gene
37571393|expert_2|963|970|abstract|curcumin|dietary supplement|change expression|1191|1195|abstract|TREM2|gene
37571393|expert_2|963|970|abstract|curcumin|dietary supplement|change expression|1198|1199|abstract|C3|gene
37571393|expert_2|973|976|abstract|EGCG|dietary supplement|change expression|1191|1195|abstract|TREM2|gene
37571393|expert_2|979|986|abstract|fucoidan|dietary supplement|change expression|1191|1195|abstract|TREM2|gene
37571393|expert_2|989|996|abstract|galangin|dietary supplement|change expression|1191|1195|abstract|TREM2|gene
37571393|expert_2|999|1005|abstract|astin C|dietary supplement|change expression|1191|1195|abstract|TREM2|gene
37571393|expert_2|1008|1015|abstract|apigenin|dietary supplement|change expression|1191|1195|abstract|TREM2|gene
37571393|expert_2|1018|1028|abstract|resveratrol|dietary supplement|change expression|1191|1195|abstract|TREM2|gene
37571393|expert_2|1031|1041|abstract|phytic acid|dietary supplement|change expression|1191|1195|abstract|TREM2|gene
37571393|expert_2|1044|1051|abstract|acacetin|dietary supplement|change expression|1191|1195|abstract|TREM2|gene
37571393|expert_2|1054|1064|abstract|daucosterol|dietary supplement|change expression|1191|1195|abstract|TREM2|gene
37571393|expert_2|1067|1075|abstract|silibinin|dietary supplement|change expression|1191|1195|abstract|TREM2|gene
37571393|expert_2|1078|1089|abstract|sulforaphane|dietary supplement|change expression|1191|1195|abstract|TREM2|gene
37571393|expert_2|1092|1103|abstract|withaferin A|dietary supplement|change expression|1191|1195|abstract|TREM2|gene
37571393|expert_2|1110|1123|abstract|betulinic acid|dietary supplement|change expression|1191|1195|abstract|TREM2|gene
37571393|expert_2|1295|1308|abstract|phytochemicals|dietary supplement|influence|1364|1389|abstract|age-related brain diseases|DDF
37571393|expert_2|1552|1577|abstract|neurodegenerative diseases|DDF|target|1582|1587|abstract|humans|human
37841274|expert_4|378|384|abstract|melanin|chemical|located in|325|329|abstract|brain|anatomical location
37841274|expert_4|378|384|abstract|melanin|chemical|located in|332|336|abstract|heart|anatomical location
37841274|expert_4|378|384|abstract|melanin|chemical|located in|339|346|abstract|arteries|anatomical location
37841274|expert_4|378|384|abstract|melanin|chemical|located in|349|355|abstract|ovaries|anatomical location
37841274|expert_4|729|739|abstract|herpesvirus|chemical|influence|681|682|abstract|AD|DDF
37841274|expert_4|729|739|abstract|herpesvirus|chemical|influence|685|686|abstract|PD|DDF
37841274|expert_4|729|739|abstract|herpesvirus|chemical|influence|689|691|abstract|LBD|DDF
37841274|expert_4|729|739|abstract|herpesvirus|chemical|influence|698|705|abstract|vitiligo|DDF
37841274|expert_4|729|739|abstract|herpesvirus|chemical|influence|778|786|abstract|apoptosis|DDF
37841274|expert_4|729|739|abstract|herpesvirus|chemical|influence|798|810|abstract|gut dysbiosis|DDF
37841274|expert_4|729|739|abstract|herpesvirus|chemical|influence|816|827|abstract|inflammation|DDF
37841274|expert_4|830|840|abstract|Herpesvirus|chemical|influence|862|874|abstract|gut dysbiosis|DDF
37841274|expert_4|830|840|abstract|Herpesvirus|chemical|influence|880|891|abstract|inflammation|DDF
37841274|expert_4|2013|2021|abstract|melanomas|DDF|interact|1995|2001|abstract|melanin|chemical
37841274|expert_4|2024|2031|abstract|vitiligo|DDF|interact|1995|2001|abstract|melanin|chemical
37485660|expert_4|0|27|title|Flavonoids from Seabuckthorn|dietary supplement|influence|70|101|title|CUMS-induced depressive disorder|DDF
37485660|expert_4|0|27|title|Flavonoids from Seabuckthorn|dietary supplement|impact|120|133|title|gut microbiota|microbiome
37485660|expert_4|33|52|title|Hippophae rhamnoides|dietary supplement|influence|70|101|title|CUMS-induced depressive disorder|DDF
37485660|expert_4|33|52|title|Hippophae rhamnoides|dietary supplement|impact|120|133|title|gut microbiota|microbiome
37485660|expert_4|120|133|title|gut microbiota|microbiome|located in|138|141|title|mice|animal
37485660|expert_4|688|690|abstract|SBF|dietary supplement|influence|707|726|abstract|depressive behaviors|DDF
37485660|expert_4|917|919|abstract|SBF|dietary supplement|impact|952|965|abstract|gut microbiota|microbiome
37485660|expert_4|1159|1181|abstract|Seabuckthorn flavonoids|dietary supplement|influence|1235|1260|abstract|major depressive disorders|DDF
34098340|expert_1|271|296|abstract|prenatal faecal microbiota|microbiome|located in|358|364|abstract|mothers|animal
34098340|expert_1|271|296|abstract|prenatal faecal microbiota|microbiome|located in|374|381|abstract|children|animal
34098340|expert_1|521|537|abstract|faecal microbiota|microbiome|used by|556|583|abstract|16S rRNA amplicon sequencing|biomedical technique
38350463|expert_4|102|122|abstract|neuroactive compounds|chemical|located in|150|154|abstract|colon|anatomical location
29352709|expert_7|93|105|title|schizophrenia|DDF|target|79|86|title|patients|human
29352709|expert_7|103|116|abstract|gut microbiome|microbiome|is linked to|62|74|abstract|schizophrenia|DDF
29352709|expert_7|242|255|abstract|gut microbiota|microbiome|located in|265|286|abstract|schizophrenia patients|human
29352709|expert_7|242|255|abstract|gut microbiota|microbiome|located in|292|307|abstract|healthy controls|human
29352709|expert_7|265|286|abstract|schizophrenia patients|human|used by|312|330|abstract|16S rRNA sequencing|biomedical technique
29352709|expert_7|292|307|abstract|healthy controls|human|used by|312|330|abstract|16S rRNA sequencing|biomedical technique
29352709|expert_7|361|374|abstract|gut microbiota|microbiome|is linked to|433|445|abstract|schizophrenia|DDF
29352709|expert_7|559|574|abstract|fecal microbiota|microbiome|located in|587|608|abstract|schizophrenia patients|human
29352709|expert_7|559|574|abstract|fecal microbiota|microbiome|located in|617|632|abstract|healthy controls|human
29352709|expert_7|1372|1387|abstract|healthy controls|human|used by|1282|1297|abstract|PICRUSt analysis|biomedical technique
29352709|expert_7|1393|1414|abstract|schizophrenia patients|human|used by|1282|1297|abstract|PICRUSt analysis|biomedical technique
29352709|expert_7|1498|1511|abstract|gut microbiota|microbiome|located in|1521|1542|abstract|schizophrenia patients|human
29352709|expert_7|1498|1511|abstract|gut microbiota|microbiome|located in|1548|1563|abstract|healthy controls|human
33511258|expert_1|0|20|title|Probiotic consumption|dietary supplement|influence|31|42|title|human stress|DDF
33511258|expert_1|0|20|title|Probiotic consumption|dietary supplement|influence|48|63|title|anxiety symptoms|DDF
33511258|expert_1|48|74|abstract|human intestinal microbiota|microbiome|is linked to|0|5|abstract|Stress|DDF
33511258|expert_1|48|74|abstract|human intestinal microbiota|microbiome|is linked to|100|121|abstract|mental health problems|DDF
33511258|expert_1|48|74|abstract|human intestinal microbiota|microbiome|is linked to|128|134|abstract|anxiety|DDF
33511258|expert_1|48|74|abstract|human intestinal microbiota|microbiome|is linked to|140|149|abstract|depression|DDF
33511258|expert_1|197|212|abstract|probiotic strain|dietary supplement|influence|299|304|abstract|stress|DDF
33511258|expert_1|197|212|abstract|probiotic strain|dietary supplement|influence|310|316|abstract|anxiety|DDF
33511258|expert_1|218|230|abstract|Lactobacillus|bacteria|influence|299|304|abstract|stress|DDF
33511258|expert_1|218|230|abstract|Lactobacillus|bacteria|influence|310|316|abstract|anxiety|DDF
33511258|expert_1|240|240|abstract|L|bacteria|influence|299|304|abstract|stress|DDF
33511258|expert_1|248|267|abstract|<i>plantarum</i> P-8|bacteria|influence|299|304|abstract|stress|DDF
33511258|expert_1|248|267|abstract|<i>plantarum</i> P-8|bacteria|influence|310|316|abstract|anxiety|DDF
33511258|expert_1|299|304|abstract|stress|DDF|target|321|335|abstract|stressed adults|human
33511258|expert_1|310|316|abstract|anxiety|DDF|target|321|335|abstract|stressed adults|human
33511258|expert_1|585|599|abstract|gut microbiomes|microbiome|located in|608|620|abstract|placebo group|human
33511258|expert_1|958|985|abstract|Bifidobacterium adolescentis|bacteria|part of|1103|1119|abstract|fecal metagenomes|microbiome
33511258|expert_1|995|1016|abstract|Bifidobacterium longum|bacteria|part of|1103|1119|abstract|fecal metagenomes|microbiome
33511258|expert_1|1030|1056|abstract|Fecalibacterium prausnitzii|bacteria|part of|1103|1119|abstract|fecal metagenomes|microbiome
33511258|expert_1|1103|1119|abstract|fecal metagenomes|microbiome|located in|1128|1142|abstract|probiotic group|human
33511258|expert_1|1202|1217|abstract|Roseburia faecis|bacteria|part of|1103|1119|abstract|fecal metagenomes|microbiome
33511258|expert_1|1230|1260|abstract|Fusicatenibacter saccharivorans|bacteria|part of|1103|1119|abstract|fecal metagenomes|microbiome
33511258|expert_1|1334|1358|abstract|probiotic supplementation|dietary supplement|impact|958|985|abstract|Bifidobacterium adolescentis|bacteria
33511258|expert_1|1334|1358|abstract|probiotic supplementation|dietary supplement|impact|995|1016|abstract|Bifidobacterium longum|bacteria
33511258|expert_1|1334|1358|abstract|probiotic supplementation|dietary supplement|impact|1030|1056|abstract|Fecalibacterium prausnitzii|bacteria
33511258|expert_1|1334|1358|abstract|probiotic supplementation|dietary supplement|impact|1202|1217|abstract|Roseburia faecis|bacteria
33511258|expert_1|1334|1358|abstract|probiotic supplementation|dietary supplement|impact|1230|1260|abstract|Fusicatenibacter saccharivorans|bacteria
33422110|expert_7|75|96|abstract|altered gut microbiome|DDF|target|33|65|abstract|Parkinson's disease (PD) patients|human
33422110|expert_7|119|141|abstract|intestinal inflammation|DDF|target|33|65|abstract|Parkinson's disease (PD) patients|human
33422110|expert_7|187|206|abstract|gastric disturbances|DDF|target|33|65|abstract|Parkinson's disease (PD) patients|human
33422110|expert_7|187|206|abstract|gastric disturbances|DDF|target|211|221|abstract|PD patients|human
33422110|expert_7|770|772|abstract|DSS|chemical|influence|825|840|abstract|gut inflammation|DDF
33422110|expert_7|914|918|abstract|VSL#3|dietary supplement|influence|979|1010|abstract|LPS paraquat-induced weight loss|DDF
33422110|expert_7|1171|1173|abstract|DSS|chemical|impact|1216|1261|abstract|Bacteroidaceae and Porphyromonadaceae families|bacteria
33422110|expert_7|1171|1173|abstract|DSS|chemical|impact|1286|1299|abstract|Rikencellaceae|bacteria
33422110|expert_7|1171|1173|abstract|DSS|chemical|impact|1305|1309|abstract|S24-7|bacteria
34985325|expert_2|42|55|title|Gut Microbiome|microbiome|is linked to|60|87|title|Human Neurological Disorders|DDF
34985325|expert_2|83|90|abstract|bacteria|bacteria|part of|137|152|abstract|human microbiome|microbiome
34985325|expert_2|137|152|abstract|human microbiome|microbiome|located in|4|13|abstract|human body|anatomical location
34985325|expert_2|703|716|abstract|gut microbiota|microbiome|is linked to|865|886|abstract|neurological disorders|DDF
34985325|expert_2|764|794|abstract|imbalance in the gut microflora|DDF|affect|865|886|abstract|neurological disorders|DDF
34985325|expert_2|806|814|abstract|dysbiosis|DDF|affect|865|886|abstract|neurological disorders|DDF
34985325|expert_2|1083|1096|abstract|gut microbiome|microbiome|is linked to|1111|1133|abstract|neurological conditions|DDF
34985325|expert_2|1083|1096|abstract|gut microbiome|microbiome|is linked to|1146|1170|abstract|autism spectrum disorders|DDF
34985325|expert_2|1083|1096|abstract|gut microbiome|microbiome|is linked to|1173|1191|abstract|Parkinson's disease|DDF
34985325|expert_2|1083|1096|abstract|gut microbiome|microbiome|is linked to|1194|1206|abstract|schizophrenia|DDF
34985325|expert_2|1083|1096|abstract|gut microbiome|microbiome|is linked to|1209|1226|abstract|multiple sclerosis|DDF
34985325|expert_2|1083|1096|abstract|gut microbiome|microbiome|is linked to|1229|1247|abstract|Alzheimer's disease|DDF
34985325|expert_2|1083|1096|abstract|gut microbiome|microbiome|is linked to|1250|1257|abstract|epilepsy|DDF
34985325|expert_2|1083|1096|abstract|gut microbiome|microbiome|is linked to|1264|1269|abstract|stroke|DDF
34985325|expert_2|1387|1406|abstract|human gut microbiome|microbiome|is linked to|1431|1452|abstract|neurological disorders|DDF
34985325|expert_2|1648|1657|abstract|probiotics|dietary supplement|influence|1740|1761|abstract|neurological disorders|DDF
