pmid	annotator	subject_start_idx	subject_end_idx	subject_location	subject_text_span	subject_label	predicate	object_start_idx	object_end_idx	object_location	object_text_span	object_label
33381005	student_A	1153	1159	abstract	fisetin	drug	change effect	1204	1205	abstract	PD	DDF


38173790	student_A	42	55	title	gut microbiota	microbiome	is linked to	61	79	title	Parkinson's disease	DDF
38173790	student_A	110	123	abstract	gut microbiota	microbiome	located in	4	31	abstract	human gastrointestinal tract	anatomical location
38173790	student_A	327	345	abstract	Parkinson's disease	DDF	target	313	320	abstract	patients	human
38173790	student_A	526	539	abstract	gut microbiota	microbiome	is linked to	544	545	abstract	PD	DDF
38173790	student_A	619	628	abstract	prebiotics	dietary supplement	influence	718	719	abstract	PD	DDF
38173790	student_A	631	640	abstract	probiotics	dietary supplement	influence	718	719	abstract	PD	DDF


35263739	student_A	26	45	title	Cognitive Impairment	DDF	change abundance	51	64	title	Gut Microbiota	microbiome
35263739	student_A	236	249	abstract	gut microbiota	microbiome	located in	226	230	abstract	brain	anatomical location
35263739	student_A	866	884	abstract	Parkinson's disease	DDF	target	852	859	abstract	patients	human
35263739	student_A	899	900	abstract	AD	DDF	target	915	954	abstract	poststroke cognitive impairment patients	human
35263739	student_A	899	900	abstract	AD	DDF	target	971	1019	abstract	patients with mild to severe cognitive impairment	human
35263739	student_A	1126	1135	abstract	Firmicutes	bacteria	part of	1199	1212	abstract	gut microbiota	microbiome
35263739	student_A	1141	1154	abstract	Bifidobacteria	bacteria	part of	1199	1212	abstract	gut microbiota	microbiome
35263739	student_A	1169	1182	abstract	Proteobacteria	bacteria	part of	1199	1212	abstract	gut microbiota	microbiome
35263739	student_A	1199	1212	abstract	gut microbiota	microbiome	is linked to	1258	1279	abstract	psychiatric conditions	DDF
35263739	student_A	1376	1389	abstract	gut microbiota	microbiome	is linked to	1410	1417	abstract	dementia	DDF


36406865	student_A	4	17	abstract	gut microbiota	microbiome	is linked to	65	86	abstract	neurological disorders	DDF
36406865	student_A	197	209	abstract	neurosyphilis	DDF	target	183	190	abstract	patients	human
36406865	student_A	212	213	abstract	NS	DDF	target	183	190	abstract	patients	human
36406865	student_A	379	393	abstract	general paresis	DDF	target	358	368	abstract	NS patients	human
36406865	student_A	396	397	abstract	GP	DDF	target	358	368	abstract	NS patients	human
36406865	student_A	910	920	abstract	Coprobacter	bacteria	located in	950	970	abstract	NS group and GP group	human
36406865	student_A	1026	1036	abstract	Akkermansia	bacteria	located in	1070	1080	abstract	GP Patients	human
36406865	student_A	1115	1132	abstract	Clostridia_UCG-014	bacteria	located in	1182	1192	abstract	NS patients	human
36406865	student_A	1145	1151	abstract	SC-I-84	bacteria	located in	1182	1192	abstract	NS patients	human
36406865	student_A	1222	1228	abstract	Bacilli	bacteria	located in	1284	1294	abstract	GP patients	human
36406865	student_A	1247	1260	abstract	Alloprevotella	bacteria	located in	1284	1294	abstract	GP patients	human
36406865	student_A	1348	1358	abstract	Coprobacter	bacteria	influence	1434	1459	abstract	neuropsychiatric disorders	DDF
36406865	student_A	1371	1381	abstract	Akkermansia	bacteria	influence	1434	1459	abstract	neuropsychiatric disorders	DDF
36406865	student_A	1511	1524	abstract	gut microbiota	microbiome	is linked to	1573	1574	abstract	NS	DDF
36406865	student_A	1511	1524	abstract	gut microbiota	microbiome	located in	1529	1539	abstract	NS patients	human


33099131	student_A	0	21	title	Altered gut microbiota	microbiome	located in	26	53	title	Parkinson's disease patients	human
33099131	student_A	0	21	title	Altered gut microbiota	microbiome	located in	55	69	title	healthy spouses	human
33099131	student_A	31	54	abstract	gut microbiota dysbiosis	DDF	target	320	330	abstract	PD patients	human
33099131	student_A	118	136	abstract	Parkinson's disease	DDF	target	320	330	abstract	PD patients	human
33099131	student_A	139	140	abstract	PD	DDF	target	320	330	abstract	PD patients	human
33099131	student_A	224	247	abstract	gut microbiota dysbiosis	DDF	target	320	330	abstract	PD patients	human
33099131	student_A	320	330	abstract	PD patients	human	used by	390	408	abstract	16S rRNA sequencing	biomedical technique
33099131	student_A	336	350	abstract	healthy spouses	human	used by	390	408	abstract	16S rRNA sequencing	biomedical technique
33099131	student_A	353	354	abstract	HS	human	used by	390	408	abstract	16S rRNA sequencing	biomedical technique
33099131	student_A	364	377	abstract	healthy people	human	used by	390	408	abstract	16S rRNA sequencing	biomedical technique
33099131	student_A	380	381	abstract	HP	human	used by	390	408	abstract	16S rRNA sequencing	biomedical technique
33099131	student_A	693	732	abstract	inflammation-associated microbial genera	bacteria	influence	878	890	abstract	deterioration	DDF
33099131	student_A	693	732	abstract	inflammation-associated microbial genera	bacteria	influence	895	896	abstract	PD	DDF
33099131	student_A	1075	1088	abstract	gut microbiota	microbiome	located in	1093	1103	abstract	PD patients	human
33099131	student_A	1075	1088	abstract	gut microbiota	microbiome	used by	390	408	abstract	16S rRNA sequencing	biomedical technique
33099131	student_A	1075	1088	abstract	gut microbiota	microbiome	used by	1328	1366	abstract	Disease-associated metagenomics studies	biomedical technique
33099131	student_A	1119	1158	abstract	inflammation-associated microbial genera	bacteria	influence	1178	1191	abstract	PD progression	DDF
33099131	student_A	1272	1285	abstract	gut microbiota	microbiome	used by	1328	1366	abstract	Disease-associated metagenomics studies	biomedical technique
33099131	student_A	1496	1509	abstract	gut microbiota	microbiome	located in	1514	1524	abstract	PD patients	human
33099131	student_A	1514	1524	abstract	PD patients	human	used by	1328	1366	abstract	Disease-associated metagenomics studies	biomedical technique


32941730	student_B	1111	1124	abstract	bacterial taxa	bacteria	located in	1158	1163	abstract	groups	animal
32941730	student_B	1328	1346	abstract	distinct clustering	DDF	target	1356	1361	abstract	groups	animal
32941730	student_B	1356	1361	abstract	groups	animal	used by	1257	1263	abstract	UniFrac	biomedical technique
32941730	student_B	1537	1565	abstract	different microbiota dynamics	DDF	target	1570	1581	abstract	treated mice	animal


32733812	student_A	0	19	title	Human Gut-Microbiota	microbiome	is linked to	36	62	title	Neurodegenerative Disorders	DDF
32733812	student_A	361	374	abstract	gut microbiota	microbiome	is linked to	416	451	abstract	Alzheimer's and Parkinson's diseases	DDF
32733812	student_A	361	374	abstract	gut microbiota	microbiome	is linked to	213	238	abstract	neurodegenerative diseases	DDF
32733812	student_A	361	374	abstract	gut microbiota	microbiome	is linked to	380	406	abstract	neurodegenerative disorders	DDF
32733812	student_A	833	864	abstract	microbial-derived neurochemicals	chemical	influence	995	1011	abstract	neurodegeneration	DDF
32733812	student_A	1252	1263	abstract	gut microbes	microbiome	is linked to	1268	1284	abstract	neurodegeneration	DDF
32733812	student_A	1252	1263	abstract	gut microbes	microbiome	is linked to	1405	1431	abstract	neurodegenerative disorders	DDF
32733812	student_A	1252	1263	abstract	gut microbes	microbiome	is linked to	995	1011	abstract	neurodegeneration	DDF
32733812	student_A	1605	1616	abstract	gut bacteria	bacteria	part of	1252	1263	abstract	gut microbes	microbiome


39237483	student_B	0	10	title	Temperament	DDF	target	15	29	title	Early Childhood	human
39237483	student_B	50	89	title	Gut Microbiota Composition and Diversity	microbiome	located in	15	29	title	Early Childhood	human
39237483	student_B	104	122	abstract	human fear behavior	DDF	target	172	178	abstract	infancy	human
39237483	student_B	154	167	abstract	gut microbiome	microbiome	located in	172	178	abstract	infancy	human
39237483	student_B	490	500	abstract	temperament	DDF	target	528	545	abstract	preschool children	human
39237483	student_B	506	519	abstract	gut microbiota	microbiome	located in	528	545	abstract	preschool children	human
39237483	student_B	563	579	abstract	Child temperament	DDF	change abundance	656	669	abstract	Gut microbiota	microbiome
39237483	student_B	656	669	abstract	Gut microbiota	microbiome	used by	735	753	abstract	16S rRNA sequencing	biomedical technique
39237483	student_B	792	817	abstract	anti-inflammatory bacteria	bacteria	part of	656	669	abstract	Gut microbiota	microbiome
39237483	student_B	792	817	abstract	anti-inflammatory bacteria	bacteria	influence	958	978	abstract	negative emotionality	DDF
39237483	student_B	792	817	abstract	anti-inflammatory bacteria	bacteria	influence	984	998	abstract	stress response	DDF
39237483	student_B	792	817	abstract	anti-inflammatory bacteria	bacteria	influence	1007	1026	abstract	negative affectivity	DDF
39237483	student_B	792	817	abstract	anti-inflammatory bacteria	bacteria	influence	1061	1081	abstract	positive emotionality	DDF
39237483	student_B	792	817	abstract	anti-inflammatory bacteria	bacteria	influence	1087	1100	abstract	reward-seeking	DDF
39237483	student_B	826	841	abstract	Faecalibacterium	bacteria	part of	656	669	abstract	Gut microbiota	microbiome
39237483	student_B	826	841	abstract	Faecalibacterium	bacteria	influence	958	978	abstract	negative emotionality	DDF
39237483	student_B	826	841	abstract	Faecalibacterium	bacteria	influence	984	998	abstract	stress response	DDF
39237483	student_B	826	841	abstract	Faecalibacterium	bacteria	influence	1007	1026	abstract	negative affectivity	DDF
39237483	student_B	826	841	abstract	Faecalibacterium	bacteria	influence	1061	1081	abstract	positive emotionality	DDF
39237483	student_B	826	841	abstract	Faecalibacterium	bacteria	influence	1087	1100	abstract	reward-seeking	DDF
39237483	student_B	868	892	abstract	pro-inflammatory bacteria	bacteria	part of	656	669	abstract	Gut microbiota	microbiome
39237483	student_B	868	892	abstract	pro-inflammatory bacteria	bacteria	influence	958	978	abstract	negative emotionality	DDF
39237483	student_B	868	892	abstract	pro-inflammatory bacteria	bacteria	influence	984	998	abstract	stress response	DDF
39237483	student_B	868	892	abstract	pro-inflammatory bacteria	bacteria	influence	1007	1026	abstract	negative affectivity	DDF
39237483	student_B	868	892	abstract	pro-inflammatory bacteria	bacteria	influence	1061	1081	abstract	positive emotionality	DDF
39237483	student_B	868	892	abstract	pro-inflammatory bacteria	bacteria	influence	1087	1100	abstract	reward-seeking	DDF
39237483	student_B	901	911	abstract	Eggerthella	bacteria	part of	656	669	abstract	Gut microbiota	microbiome
39237483	student_B	901	911	abstract	Eggerthella	bacteria	influence	958	978	abstract	negative emotionality	DDF
39237483	student_B	901	911	abstract	Eggerthella	bacteria	influence	984	998	abstract	stress response	DDF
39237483	student_B	901	911	abstract	Eggerthella	bacteria	influence	1007	1026	abstract	negative affectivity	DDF
39237483	student_B	901	911	abstract	Eggerthella	bacteria	influence	1061	1081	abstract	positive emotionality	DDF
39237483	student_B	901	911	abstract	Eggerthella	bacteria	influence	1087	1100	abstract	reward-seeking	DDF
39237483	student_B	914	927	abstract	Flavonifractor	bacteria	part of	656	669	abstract	Gut microbiota	microbiome
39237483	student_B	914	927	abstract	Flavonifractor	bacteria	influence	958	978	abstract	negative emotionality	DDF
39237483	student_B	914	927	abstract	Flavonifractor	bacteria	influence	984	998	abstract	stress response	DDF
39237483	student_B	914	927	abstract	Flavonifractor	bacteria	influence	1007	1026	abstract	negative affectivity	DDF
39237483	student_B	914	927	abstract	Flavonifractor	bacteria	influence	1061	1081	abstract	positive emotionality	DDF
39237483	student_B	914	927	abstract	Flavonifractor	bacteria	influence	1087	1100	abstract	reward-seeking	DDF
39237483	student_B	1168	1191	abstract	gut microbiota diversity	microbiome	is linked to	1222	1240	abstract	response initiation	DDF
39237483	student_B	1168	1191	abstract	gut microbiota diversity	microbiome	is linked to	1249	1259	abstract	impulsivity	DDF
39237483	student_B	1168	1191	abstract	gut microbiota diversity	microbiome	is linked to	1283	1290	abstract	surgency	DDF
39237483	student_B	1168	1191	abstract	gut microbiota diversity	microbiome	is linked to	1292	1303	abstract	extraversion	DDF
39237483	student_B	1168	1191	abstract	gut microbiota diversity	microbiome	is linked to	1390	1400	abstract	temperament	DDF
39237483	student_B	1168	1191	abstract	gut microbiota diversity	microbiome	is linked to	1469	1496	abstract	psychological/emotional risk	DDF


34769091	student_A	380	394	abstract	microbial gases	chemical	located in	403	411	abstract	intestine	anatomical location


35411052	student_A	21	34	title	gut microbiota	microbiome	is linked to	78	96	title	Parkinson's disease	DDF
35411052	student_A	47	51	title	lipid	chemical	influence	78	96	title	Parkinson's disease	DDF
35411052	student_A	57	73	title	energy metabolism	chemical	influence	78	96	title	Parkinson's disease	DDF
35411052	student_A	41	57	abstract	serum metabolites	chemical	influence	123	141	abstract	Parkinson's disease	DDF
35411052	student_A	41	57	abstract	serum metabolites	chemical	influence	144	145	abstract	PD	DDF
35411052	student_A	41	57	abstract	serum metabolites	chemical	located in	152	175	abstract	healthy control subjects	human
35411052	student_A	41	57	abstract	serum metabolites	chemical	located in	178	179	abstract	HC	human
35411052	student_A	60	94	abstract	gut bacterial community composition	microbiome	is linked to	123	141	abstract	Parkinson's disease	DDF
35411052	student_A	60	94	abstract	gut bacterial community composition	microbiome	is linked to	144	145	abstract	PD	DDF
35411052	student_A	478	502	abstract	serum metabolite profiles	chemical	influence	507	508	abstract	PD	DDF
35411052	student_A	559	577	abstract	metabolite features	DDF	change abundance	615	628	abstract	bacterial taxa	bacteria
35411052	student_A	615	628	abstract	bacterial taxa	bacteria	interact	658	662	abstract	lipid	chemical
35411052	student_A	615	628	abstract	bacterial taxa	bacteria	interact	668	684	abstract	energy metabolism	chemical


32733199	student_A	297	306	abstract	microbiota	microbiome	is linked to	77	102	title	Neurodegenerative Diseases	DDF
32733199	student_A	297	306	abstract	microbiota	microbiome	is linked to	0	25	abstract	Neurodegenerative diseases	DDF
32733199	student_A	297	306	abstract	microbiota	microbiome	is linked to	28	31	abstract	NDDs	DDF
32733199	student_A	297	306	abstract	microbiota	microbiome	is linked to	72	93	abstract	neurological disorders	DDF
32733199	student_A	297	306	abstract	microbiota	microbiome	is linked to	331	334	abstract	NDDs	DDF
32733199	student_A	297	306	abstract	microbiota	microbiome	is linked to	528	531	abstract	NDDs	DDF
32733199	student_A	297	306	abstract	microbiota	microbiome	is linked to	701	719	abstract	microbial dysbiosis	DDF
32733199	student_A	297	306	abstract	microbiota	microbiome	is linked to	724	734	abstract	Alzheimer's	DDF
32733199	student_A	297	306	abstract	microbiota	microbiome	is linked to	740	759	abstract	Parkinson's diseases	DDF
32733199	student_A	593	602	abstract	microbiota	microbiome	is linked to	77	102	title	Neurodegenerative Diseases	DDF
32733199	student_A	593	602	abstract	microbiota	microbiome	is linked to	0	25	abstract	Neurodegenerative diseases	DDF
32733199	student_A	593	602	abstract	microbiota	microbiome	is linked to	28	31	abstract	NDDs	DDF
32733199	student_A	593	602	abstract	microbiota	microbiome	is linked to	72	93	abstract	neurological disorders	DDF
32733199	student_A	593	602	abstract	microbiota	microbiome	is linked to	331	334	abstract	NDDs	DDF
32733199	student_A	593	602	abstract	microbiota	microbiome	is linked to	528	531	abstract	NDDs	DDF
32733199	student_A	593	602	abstract	microbiota	microbiome	is linked to	724	734	abstract	Alzheimer's	DDF
32733199	student_A	593	602	abstract	microbiota	microbiome	is linked to	740	759	abstract	Parkinson's diseases	DDF
32733199	student_A	593	602	abstract	microbiota	microbiome	is linked to	701	719	abstract	microbial dysbiosis	DDF
32733199	student_A	769	782	abstract	gut microbiota	microbiome	is linked to	77	102	title	Neurodegenerative Diseases	DDF
32733199	student_A	769	782	abstract	gut microbiota	microbiome	is linked to	0	25	abstract	Neurodegenerative diseases	DDF
32733199	student_A	769	782	abstract	gut microbiota	microbiome	is linked to	28	31	abstract	NDDs	DDF
32733199	student_A	769	782	abstract	gut microbiota	microbiome	is linked to	72	93	abstract	neurological disorders	DDF
32733199	student_A	769	782	abstract	gut microbiota	microbiome	is linked to	331	334	abstract	NDDs	DDF
32733199	student_A	769	782	abstract	gut microbiota	microbiome	is linked to	528	531	abstract	NDDs	DDF
32733199	student_A	769	782	abstract	gut microbiota	microbiome	is linked to	701	719	abstract	microbial dysbiosis	DDF
32733199	student_A	769	782	abstract	gut microbiota	microbiome	is linked to	724	734	abstract	Alzheimer's	DDF
32733199	student_A	769	782	abstract	gut microbiota	microbiome	is linked to	740	759	abstract	Parkinson's diseases	DDF
32733199	student_A	859	874	abstract	human microbiota	microbiome	is linked to	77	102	title	Neurodegenerative Diseases	DDF
32733199	student_A	859	874	abstract	human microbiota	microbiome	is linked to	0	25	abstract	Neurodegenerative diseases	DDF
32733199	student_A	859	874	abstract	human microbiota	microbiome	is linked to	28	31	abstract	NDDs	DDF
32733199	student_A	859	874	abstract	human microbiota	microbiome	is linked to	72	93	abstract	neurological disorders	DDF
32733199	student_A	859	874	abstract	human microbiota	microbiome	is linked to	331	334	abstract	NDDs	DDF
32733199	student_A	859	874	abstract	human microbiota	microbiome	is linked to	528	531	abstract	NDDs	DDF
32733199	student_A	859	874	abstract	human microbiota	microbiome	is linked to	701	719	abstract	microbial dysbiosis	DDF
32733199	student_A	859	874	abstract	human microbiota	microbiome	is linked to	724	734	abstract	Alzheimer's	DDF
32733199	student_A	859	874	abstract	human microbiota	microbiome	is linked to	740	759	abstract	Parkinson's diseases	DDF
32733199	student_A	1372	1385	abstract	gut microbiota	microbiome	is linked to	77	102	title	Neurodegenerative Diseases	DDF
32733199	student_A	1372	1385	abstract	gut microbiota	microbiome	is linked to	0	25	abstract	Neurodegenerative diseases	DDF
32733199	student_A	1372	1385	abstract	gut microbiota	microbiome	is linked to	28	31	abstract	NDDs	DDF
32733199	student_A	1372	1385	abstract	gut microbiota	microbiome	is linked to	72	93	abstract	neurological disorders	DDF
32733199	student_A	1372	1385	abstract	gut microbiota	microbiome	is linked to	331	334	abstract	NDDs	DDF
32733199	student_A	1372	1385	abstract	gut microbiota	microbiome	is linked to	528	531	abstract	NDDs	DDF
32733199	student_A	1372	1385	abstract	gut microbiota	microbiome	is linked to	701	719	abstract	microbial dysbiosis	DDF
32733199	student_A	1372	1385	abstract	gut microbiota	microbiome	is linked to	724	734	abstract	Alzheimer's	DDF
32733199	student_A	1372	1385	abstract	gut microbiota	microbiome	is linked to	740	759	abstract	Parkinson's diseases	DDF


31576631	student_A	25	35	title	α-synuclein	chemical	impact	132	145	title	gut microbiome	microbiome
31576631	student_A	25	35	title	α-synuclein	chemical	impact	635	648	abstract	gut microbiota	microbiome
31576631	student_A	25	35	title	α-synuclein	chemical	impact	810	823	abstract	gut microbiome	microbiome
31576631	student_A	25	35	title	α-synuclein	chemical	impact	1217	1230	abstract	gut microbiome	microbiome
31576631	student_A	25	35	title	α-synuclein	chemical	impact	1593	1606	abstract	gut microbiome	microbiome
31576631	student_A	25	35	title	α-synuclein	chemical	influence	1476	1503	abstract	nigral α-synuclein pathology	DDF
31576631	student_A	132	145	title	gut microbiome	microbiome	located in	494	496	abstract	gut	anatomical location
31576631	student_A	22	40	abstract	Parkinson's disease	DDF	target	854	857	abstract	rats	animal
31576631	student_A	43	44	abstract	PD	DDF	target	854	857	abstract	rats	animal
31576631	student_A	66	84	abstract	α-synuclein protein	chemical	impact	132	145	title	gut microbiome	microbiome
31576631	student_A	66	84	abstract	α-synuclein protein	chemical	impact	635	648	abstract	gut microbiota	microbiome
31576631	student_A	66	84	abstract	α-synuclein protein	chemical	impact	810	823	abstract	gut microbiome	microbiome
31576631	student_A	66	84	abstract	α-synuclein protein	chemical	impact	1217	1230	abstract	gut microbiome	microbiome
31576631	student_A	66	84	abstract	α-synuclein protein	chemical	impact	1593	1606	abstract	gut microbiome	microbiome
31576631	student_A	66	84	abstract	α-synuclein protein	chemical	influence	453	473	abstract	α-synuclein pathology	DDF
31576631	student_A	66	84	abstract	α-synuclein protein	chemical	influence	1476	1503	abstract	nigral α-synuclein pathology	DDF
31576631	student_A	66	84	abstract	α-synuclein protein	chemical	located in	112	116	abstract	brain	anatomical location
31576631	student_A	66	84	abstract	α-synuclein protein	chemical	located in	505	509	abstract	brain	anatomical location
31576631	student_A	66	84	abstract	α-synuclein protein	chemical	influence	970	982	abstract	neuronal loss	DDF
31576631	student_A	66	84	abstract	α-synuclein protein	chemical	influence	1302	1314	abstract	neuronal loss	DDF
31576631	student_A	112	116	abstract	brain	anatomical location	located in	854	857	abstract	rats	animal
31576631	student_A	127	137	abstract	α-synuclein	chemical	impact	132	145	title	gut microbiome	microbiome
31576631	student_A	127	137	abstract	α-synuclein	chemical	impact	635	648	abstract	gut microbiota	microbiome
31576631	student_A	127	137	abstract	α-synuclein	chemical	impact	810	823	abstract	gut microbiome	microbiome
31576631	student_A	127	137	abstract	α-synuclein	chemical	impact	1217	1230	abstract	gut microbiome	microbiome
31576631	student_A	127	137	abstract	α-synuclein	chemical	impact	1593	1606	abstract	gut microbiome	microbiome
31576631	student_A	127	137	abstract	α-synuclein	chemical	influence	453	473	abstract	α-synuclein pathology	DDF
31576631	student_A	127	137	abstract	α-synuclein	chemical	influence	1476	1503	abstract	nigral α-synuclein pathology	DDF
31576631	student_A	127	137	abstract	α-synuclein	chemical	located in	112	116	abstract	brain	anatomical location
31576631	student_A	127	137	abstract	α-synuclein	chemical	located in	505	509	abstract	brain	anatomical location
31576631	student_A	127	137	abstract	α-synuclein	chemical	influence	970	982	abstract	neuronal loss	DDF
31576631	student_A	127	137	abstract	α-synuclein	chemical	influence	1302	1314	abstract	neuronal loss	DDF
31576631	student_A	177	220	abstract	Gastrointestinal (GI) symptoms and pathology	DDF	affect	249	250	abstract	PD	DDF
31576631	student_A	177	220	abstract	Gastrointestinal (GI) symptoms and pathology	DDF	affect	312	326	abstract	glial pathology	DDF
31576631	student_A	177	220	abstract	Gastrointestinal (GI) symptoms and pathology	DDF	target	854	857	abstract	rats	animal
