pmid	annotator	subject_text_span	subject_label	predicate	object_text_span	object_label
33381005	student_A	gut microbiota	microbiome	is linked to	neurodegeneration	DDF
33381005	student_A	Fisetin	drug	change effect	Parkinson's Disease	DDF
33381005	student_A	uncultured_bacterium_g_Escherichia-Shigella	bacteria	part of	MPTP group gut microbiota	microbiome
33381005	student_A	fisetin	drug	change effect	Parkinson's disease	DDF
33381005	student_A	mice	animal	used by	16S rRNA (V3 and V4 regions) sequencing	biomedical technique
33381005	student_A	gut microbiota	microbiome	is linked to	PD	DDF
33381005	student_A	Lachnospiraceae	bacteria	part of	fisetin intervented MPTP group gut microbiota	microbiome
33381005	student_A	fisetin	drug	impact	gut microbiota	microbiome
33381005	student_A	fisetin	drug	change effect	neurodegeneration	DDF


38173790	student_A	prebiotics	dietary supplement	influence	PD	DDF
38173790	student_A	gut microbiota	microbiome	located in	human gastrointestinal tract	anatomical location
38173790	student_A	Parkinson's disease	DDF	target	patients	human
38173790	student_A	gut microbiota	microbiome	is linked to	Parkinson's disease	DDF
38173790	student_A	gut microbiota	microbiome	is linked to	PD	DDF
38173790	student_A	probiotics	dietary supplement	influence	PD	DDF


35263739	student_A	gut microbiota	microbiome	is linked to	dementia	DDF
35263739	student_A	Proteobacteria	bacteria	part of	gut microbiota	microbiome
35263739	student_A	Firmicutes	bacteria	part of	gut microbiota	microbiome
35263739	student_A	Parkinson's disease	DDF	target	patients	human
35263739	student_A	Cognitive Impairment	DDF	change abundance	Gut Microbiota	microbiome
35263739	student_A	Bifidobacteria	bacteria	part of	gut microbiota	microbiome
35263739	student_A	gut microbiota	microbiome	is linked to	psychiatric conditions	DDF
35263739	student_A	AD	DDF	target	patients with mild to severe cognitive impairment	human
35263739	student_A	gut microbiota	microbiome	located in	brain	anatomical location
35263739	student_A	AD	DDF	target	poststroke cognitive impairment patients	human


36406865	student_A	general paresis	DDF	target	NS patients	human
36406865	student_A	Coprobacter	bacteria	located in	NS group and GP group	human
36406865	student_A	Bacilli	bacteria	located in	GP patients	human
36406865	student_A	neurosyphilis	DDF	target	patients	human
36406865	student_A	SC-I-84	bacteria	located in	NS patients	human
36406865	student_A	Alloprevotella	bacteria	located in	GP patients	human
36406865	student_A	gut microbiota	microbiome	is linked to	NS	DDF
36406865	student_A	Akkermansia	bacteria	influence	neuropsychiatric disorders	DDF
36406865	student_A	Coprobacter	bacteria	influence	neuropsychiatric disorders	DDF
36406865	student_A	Akkermansia	bacteria	located in	GP Patients	human
36406865	student_A	gut microbiota	microbiome	located in	NS patients	human
36406865	student_A	NS	DDF	target	patients	human
36406865	student_A	GP	DDF	target	NS patients	human
36406865	student_A	gut microbiota	microbiome	is linked to	neurological disorders	DDF
36406865	student_A	Clostridia_UCG-014	bacteria	located in	NS patients	human


33099131	student_A	healthy people	human	used by	16S rRNA sequencing	biomedical technique
33099131	student_A	HP	human	used by	16S rRNA sequencing	biomedical technique
33099131	student_A	healthy spouses	human	used by	16S rRNA sequencing	biomedical technique
33099131	student_A	Altered gut microbiota	microbiome	located in	Parkinson's disease patients	human
33099131	student_A	PD patients	human	used by	16S rRNA sequencing	biomedical technique
33099131	student_A	gut microbiota	microbiome	used by	Disease-associated metagenomics studies	biomedical technique
33099131	student_A	Parkinson's disease	DDF	target	PD patients	human
33099131	student_A	inflammation-associated microbial genera	bacteria	influence	PD	DDF
33099131	student_A	PD	DDF	target	PD patients	human
33099131	student_A	HS	human	used by	16S rRNA sequencing	biomedical technique
33099131	student_A	gut microbiota	microbiome	located in	PD patients	human
33099131	student_A	inflammation-associated microbial genera	bacteria	influence	PD progression	DDF
33099131	student_A	PD patients	human	used by	Disease-associated metagenomics studies	biomedical technique
33099131	student_A	inflammation-associated microbial genera	bacteria	influence	deterioration	DDF
33099131	student_A	Altered gut microbiota	microbiome	located in	healthy spouses	human
33099131	student_A	gut microbiota	microbiome	used by	16S rRNA sequencing	biomedical technique
33099131	student_A	gut microbiota dysbiosis	DDF	target	PD patients	human


32941730	student_B	bacterial taxa	bacteria	located in	groups	animal
32941730	student_B	distinct clustering	DDF	target	groups	animal
32941730	student_B	different microbiota dynamics	DDF	target	treated mice	animal
32941730	student_B	groups	animal	used by	UniFrac	biomedical technique


32733812	student_A	gut microbes	microbiome	is linked to	neurodegenerative disorders	DDF
32733812	student_A	Human Gut-Microbiota	microbiome	is linked to	Neurodegenerative Disorders	DDF
32733812	student_A	gut microbiota	microbiome	is linked to	neurodegenerative disorders	DDF
32733812	student_A	gut microbiota	microbiome	is linked to	neurodegenerative diseases	DDF
32733812	student_A	gut microbiota	microbiome	is linked to	Alzheimer's and Parkinson's diseases	DDF
32733812	student_A	microbial-derived neurochemicals	chemical	influence	neurodegeneration	DDF
32733812	student_A	gut bacteria	bacteria	part of	gut microbes	microbiome
32733812	student_A	gut microbes	microbiome	is linked to	neurodegeneration	DDF


39237483	student_B	Faecalibacterium	bacteria	influence	stress response	DDF
39237483	student_B	Eggerthella	bacteria	part of	Gut microbiota	microbiome
39237483	student_B	Eggerthella	bacteria	influence	reward-seeking	DDF
39237483	student_B	Eggerthella	bacteria	influence	stress response	DDF
39237483	student_B	gut microbiota diversity	microbiome	is linked to	extraversion	DDF
39237483	student_B	gut microbiota diversity	microbiome	is linked to	temperament	DDF
39237483	student_B	anti-inflammatory bacteria	bacteria	part of	Gut microbiota	microbiome
39237483	student_B	Faecalibacterium	bacteria	influence	reward-seeking	DDF
39237483	student_B	gut microbiota diversity	microbiome	is linked to	response initiation	DDF
39237483	student_B	gut microbiota	microbiome	located in	preschool children	human
39237483	student_B	pro-inflammatory bacteria	bacteria	influence	stress response	DDF
39237483	student_B	pro-inflammatory bacteria	bacteria	part of	Gut microbiota	microbiome
39237483	student_B	Flavonifractor	bacteria	influence	stress response	DDF
39237483	student_B	Eggerthella	bacteria	influence	negative emotionality	DDF
39237483	student_B	Flavonifractor	bacteria	influence	reward-seeking	DDF
39237483	student_B	anti-inflammatory bacteria	bacteria	influence	stress response	DDF
39237483	student_B	Eggerthella	bacteria	influence	positive emotionality	DDF
39237483	student_B	Faecalibacterium	bacteria	influence	negative affectivity	DDF
39237483	student_B	Child temperament	DDF	change abundance	Gut microbiota	microbiome
39237483	student_B	Gut Microbiota Composition and Diversity	microbiome	located in	Early Childhood	human
39237483	student_B	Faecalibacterium	bacteria	influence	positive emotionality	DDF
39237483	student_B	pro-inflammatory bacteria	bacteria	influence	reward-seeking	DDF
39237483	student_B	Eggerthella	bacteria	influence	negative affectivity	DDF
39237483	student_B	gut microbiome	microbiome	located in	infancy	human
39237483	student_B	Flavonifractor	bacteria	part of	Gut microbiota	microbiome
39237483	student_B	anti-inflammatory bacteria	bacteria	influence	reward-seeking	DDF
39237483	student_B	pro-inflammatory bacteria	bacteria	influence	positive emotionality	DDF
39237483	student_B	Flavonifractor	bacteria	influence	positive emotionality	DDF
39237483	student_B	Faecalibacterium	bacteria	influence	negative emotionality	DDF
39237483	student_B	temperament	DDF	target	preschool children	human
39237483	student_B	gut microbiota diversity	microbiome	is linked to	psychological/emotional risk	DDF
39237483	student_B	Gut microbiota	microbiome	used by	16S rRNA sequencing	biomedical technique
39237483	student_B	Flavonifractor	bacteria	influence	negative affectivity	DDF
39237483	student_B	pro-inflammatory bacteria	bacteria	influence	negative emotionality	DDF
39237483	student_B	Temperament	DDF	target	Early Childhood	human
39237483	student_B	human fear behavior	DDF	target	infancy	human
39237483	student_B	anti-inflammatory bacteria	bacteria	influence	negative affectivity	DDF
39237483	student_B	Flavonifractor	bacteria	influence	negative emotionality	DDF
39237483	student_B	gut microbiota diversity	microbiome	is linked to	surgency	DDF
39237483	student_B	anti-inflammatory bacteria	bacteria	influence	negative emotionality	DDF
39237483	student_B	gut microbiota diversity	microbiome	is linked to	impulsivity	DDF
39237483	student_B	anti-inflammatory bacteria	bacteria	influence	positive emotionality	DDF
39237483	student_B	pro-inflammatory bacteria	bacteria	influence	negative affectivity	DDF
39237483	student_B	Faecalibacterium	bacteria	part of	Gut microbiota	microbiome


34769091	student_A	microbial gases	chemical	located in	intestine	anatomical location


35411052	student_A	bacterial taxa	bacteria	interact	lipid	chemical
35411052	student_A	serum metabolites	chemical	located in	healthy control subjects	human
35411052	student_A	gut bacterial community composition	microbiome	is linked to	Parkinson's disease	DDF
35411052	student_A	gut microbiota	microbiome	is linked to	Parkinson's disease	DDF
35411052	student_A	serum metabolites	chemical	influence	PD	DDF
35411052	student_A	serum metabolite profiles	chemical	influence	PD	DDF
35411052	student_A	energy metabolism	chemical	influence	Parkinson's disease	DDF
35411052	student_A	serum metabolites	chemical	influence	Parkinson's disease	DDF
35411052	student_A	serum metabolites	chemical	located in	HC	human
35411052	student_A	lipid	chemical	influence	Parkinson's disease	DDF
35411052	student_A	gut bacterial community composition	microbiome	is linked to	PD	DDF
35411052	student_A	metabolite features	DDF	change abundance	bacterial taxa	bacteria
35411052	student_A	bacterial taxa	bacteria	interact	energy metabolism	chemical


32733199	student_A	gut microbiota	microbiome	is linked to	microbial dysbiosis	DDF
32733199	student_A	human microbiota	microbiome	is linked to	Neurodegenerative diseases	DDF
32733199	student_A	microbiota	microbiome	is linked to	Alzheimer's	DDF
32733199	student_A	microbiota	microbiome	is linked to	Neurodegenerative Diseases	DDF
32733199	student_A	gut microbiota	microbiome	is linked to	Neurodegenerative diseases	DDF
32733199	student_A	microbiota	microbiome	is linked to	neurological disorders	DDF
32733199	student_A	microbiota	microbiome	is linked to	Parkinson's diseases	DDF
32733199	student_A	microbiota	microbiome	is linked to	microbial dysbiosis	DDF
32733199	student_A	microbiota	microbiome	is linked to	Neurodegenerative diseases	DDF
32733199	student_A	microbiota	microbiome	is linked to	NDDs	DDF
32733199	student_A	human microbiota	microbiome	is linked to	neurological disorders	DDF
32733199	student_A	human microbiota	microbiome	is linked to	Parkinson's diseases	DDF
32733199	student_A	human microbiota	microbiome	is linked to	microbial dysbiosis	DDF
32733199	student_A	human microbiota	microbiome	is linked to	Alzheimer's	DDF
32733199	student_A	human microbiota	microbiome	is linked to	Neurodegenerative Diseases	DDF
32733199	student_A	human microbiota	microbiome	is linked to	NDDs	DDF
32733199	student_A	gut microbiota	microbiome	is linked to	NDDs	DDF
32733199	student_A	gut microbiota	microbiome	is linked to	Alzheimer's	DDF
32733199	student_A	gut microbiota	microbiome	is linked to	Neurodegenerative Diseases	DDF
32733199	student_A	gut microbiota	microbiome	is linked to	neurological disorders	DDF
32733199	student_A	gut microbiota	microbiome	is linked to	Parkinson's diseases	DDF


31576631	student_A	glial pathology	DDF	target	rats	animal
31576631	student_A	Gastrointestinal (GI) symptoms and pathology	DDF	affect	glial pathology	DDF
31576631	student_A	α-synuclein protein	chemical	impact	gut microbiota	microbiome
31576631	student_A	α-synuclein	chemical	impact	gut microbiome	microbiome
31576631	student_A	Gastrointestinal (GI) symptoms and pathology	DDF	target	rats	animal
31576631	student_A	modified gut microbiome composition	DDF	affect	Gastrointestinal (GI) symptoms and pathology	DDF
31576631	student_A	Parkinson's disease	DDF	target	rats	animal
31576631	student_A	PD	DDF	target	rats	animal
31576631	student_A	alterations to gut microbiota composition	DDF	affect	Gastrointestinal (GI) symptoms and pathology	DDF
31576631	student_A	brain	anatomical location	located in	rats	animal
31576631	student_A	constipation	DDF	target	rats	animal
31576631	student_A	alterations to gut microbiota composition	DDF	target	rats	animal
31576631	student_A	α-synuclein	chemical	influence	neuronal loss	DDF
31576631	student_A	α-synuclein	chemical	influence	α-synuclein pathology	DDF
31576631	student_A	Gastrointestinal (GI) symptoms and pathology	DDF	affect	PD	DDF
31576631	student_A	α-synuclein	chemical	located in	brain	anatomical location
31576631	student_A	myenteric plexus	anatomical location	located in	rats	animal
31576631	student_A	rats	animal	used by	bilateral nigral injection of adeno-associated virus (AAV)-α-synuclein	biomedical technique
31576631	student_A	α-synuclein	chemical	influence	nigral α-synuclein pathology	DDF
31576631	student_A	PD pathology	DDF	target	rats	animal
31576631	student_A	neuronal loss	DDF	target	rats	animal
31576631	student_A	gut microbiome	microbiome	located in	rats	animal
31576631	student_A	gut microbiota	microbiome	located in	gut	anatomical location
31576631	student_A	gut	anatomical location	located in	rats	animal
31576631	student_A	α-synuclein protein	chemical	influence	α-synuclein pathology	DDF
31576631	student_A	α-synuclein protein	chemical	impact	gut microbiome	microbiome
31576631	student_A	modified gut microbiome composition	DDF	target	rats	animal
31576631	student_A	nigral α-synuclein pathology	DDF	target	rats	animal
31576631	student_A	α-synuclein protein	chemical	influence	nigral α-synuclein pathology	DDF
31576631	student_A	α-synuclein	chemical	impact	gut microbiota	microbiome
31576631	student_A	gut microbiome	microbiome	located in	gut	anatomical location
31576631	student_A	increased enteric glial expression	DDF	affect	Gastrointestinal (GI) symptoms and pathology	DDF
31576631	student_A	increased enteric glial expression	DDF	target	rats	animal
31576631	student_A	α-synuclein protein	chemical	influence	neuronal loss	DDF
31576631	student_A	α-synuclein protein	chemical	located in	brain	anatomical location
31576631	student_A	α-synuclein pathology	DDF	target	rats	animal
31576631	student_A	ileal submucosal plexus	anatomical location	located in	rats	animal


33327916	student_B	probiotics	dietary supplement	impact	gut microbiota	microbiome
33327916	student_B	probiotics	dietary supplement	influence	depression	DDF
33327916	student_B	gut microbiota	microbiome	is linked to	depression	DDF
33327916	student_B	gut microbiota	microbiome	located in	brain	anatomical location
33327916	student_B	prebiotics	dietary supplement	impact	gut microbiota	microbiome


33643026	student_A	PD	DDF	change abundance	Prevotellaceae	bacteria
33643026	student_A	SCFAs	chemical	produced by	Gut Microbiota	microbiome
33643026	student_A	Parkinson's Disease	DDF	target	Patients	human
33643026	student_A	Gut Microbiota	microbiome	is linked to	Parkinson's Disease	DDF
33643026	student_A	PD	DDF	change abundance	Bifidobacteriaceae	bacteria
33643026	student_A	Parkinson's Disease	DDF	change abundance	Bifidobacteriaceae	bacteria
33643026	student_A	Parkinson's Disease	DDF	target	patients	human
33643026	student_A	short-chain fatty acids	chemical	produced by	gut microbiota	microbiome
33643026	student_A	impairment	DDF	interact	SCFAs	chemical
33643026	student_A	SCFAs	chemical	produced by	gut microbiota	microbiome
33643026	student_A	Parkinson's Disease	DDF	change abundance	Faecalibacterium	bacteria
33643026	student_A	Parkinson's disease	DDF	target	Patients	human
33643026	student_A	Parkinson's disease	DDF	change abundance	Lachnospiraceae	bacteria
33643026	student_A	Parkinson's disease	DDF	change abundance	Christensenellaceae	bacteria
33643026	student_A	Gut Microbiota	microbiome	is linked to	PD-related gut microbiota dysbiosis	DDF
33643026	student_A	gut microbiota	microbiome	located in	Patients	human
33643026	student_A	Parkinson's disease	DDF	target	patients	human
33643026	student_A	PD	DDF	target	Patients	human
33643026	student_A	gastrointestinal symptoms	DDF	target	Patients	human
33643026	student_A	gut microbiota	microbiome	is linked to	Parkinson's disease	DDF
33643026	student_A	Parkinson's disease	DDF	change abundance	Ruminococcaceae	bacteria
33643026	student_A	Gut Microbiota	microbiome	is linked to	PD-related alterations	DDF
33643026	student_A	Gut Microbiota	microbiome	is linked to	PD	DDF
33643026	student_A	Parkinson's Disease	DDF	change abundance	Prevotellaceae	bacteria
33643026	student_A	gut microbiota	microbiome	located in	patients	human
33643026	student_A	Gut Microbiota	microbiome	located in	patients	human
33643026	student_A	Parkinson's disease	DDF	change abundance	Verrucomicrobiaceae	bacteria
33643026	student_A	PD-related gut microbiota dysbiosis	DDF	affect	impairment	DDF
33643026	student_A	Gut Microbiota	microbiome	located in	Patients	human
33643026	student_A	PD	DDF	target	patients	human
33643026	student_A	gastrointestinal symptoms	DDF	target	patients	human
33643026	student_A	PD	DDF	change abundance	Lachnospiraceae	bacteria
33643026	student_A	PD	DDF	change abundance	Ruminococcaceae	bacteria
33643026	student_A	PD	DDF	change abundance	Verrucomicrobiaceae	bacteria
33643026	student_A	Gut Microbiota	microbiome	located in	HCs	human
33643026	student_A	Gut Microbiota	microbiome	located in	healthy controls	human
33643026	student_A	PD-related alterations	DDF	target	patients	human
33643026	student_A	PD	DDF	change abundance	Christensenellaceae	bacteria
33643026	student_A	gut microbiota	microbiome	located in	healthy controls	human
33643026	student_A	gut microbiota	microbiome	located in	HCs	human
33643026	student_A	PD-related alterations	DDF	target	Patients	human
33643026	student_A	gut microbiota	microbiome	is linked to	Parkinson's Disease	DDF
33643026	student_A	Parkinson's disease	DDF	change abundance	Bifidobacteriaceae	bacteria
33643026	student_A	gut microbiota	microbiome	is linked to	PD-related gut microbiota dysbiosis	DDF
33643026	student_A	Parkinson's disease	DDF	change abundance	Faecalibacterium	bacteria
33643026	student_A	Parkinson's Disease	DDF	change abundance	Lachnospiraceae	bacteria
33643026	student_A	motor symptoms	DDF	target	Patients	human
33643026	student_A	impairment	DDF	interact	short-chain fatty acids	chemical
33643026	student_A	PD	DDF	change abundance	Faecalibacterium	bacteria
33643026	student_A	Gut Microbiota	microbiome	is linked to	Parkinson's disease	DDF
33643026	student_A	Parkinson's Disease	DDF	change abundance	Christensenellaceae	bacteria
33643026	student_A	motor symptoms	DDF	target	patients	human
33643026	student_A	short-chain fatty acids	chemical	produced by	Gut Microbiota	microbiome
33643026	student_A	Parkinson's Disease	DDF	change abundance	Ruminococcaceae	bacteria
33643026	student_A	gut microbiota	microbiome	is linked to	PD-related alterations	DDF
33643026	student_A	gut microbiota	microbiome	is linked to	PD	DDF
33643026	student_A	Parkinson's disease	DDF	change abundance	Prevotellaceae	bacteria
33643026	student_A	Parkinson's Disease	DDF	change abundance	Verrucomicrobiaceae	bacteria


33070123	student_A	gut microbiome	microbiome	is linked to	neurologic disorders	DDF
33070123	student_A	KD	food	influence	depression	DDF
33070123	student_A	ketogenic diet	food	influence	ASDs	DDF
33070123	student_A	KD	food	influence	AD	DDF
33070123	student_A	gut microbiota	microbiome	is linked to	Alzheimer's disease	DDF
33070123	student_A	stress	DDF	change abundance	gut microbiome	microbiome
33070123	student_A	probiotics	dietary supplement	influence	neurologic disorders	DDF
33070123	student_A	stress	DDF	change abundance	gut microbes	microbiome
33070123	student_A	gut microbiome	microbiome	is linked to	anxiety	DDF
33070123	student_A	adequate protein	dietary supplement	influence	MS	DDF
33070123	student_A	gut microbes	microbiome	is linked to	multiple sclerosis	DDF
33070123	student_A	KD	food	influence	ALS	DDF
33070123	student_A	probiotics	dietary supplement	influence	AD	DDF
33070123	student_A	KD	food	influence	CNS disorders	DDF
33070123	student_A	ketogenic diet	food	influence	anxiety	DDF
33070123	student_A	gut microbes	microbiome	is linked to	MS	DDF
33070123	student_A	ketogenic diet	food	impact	Gut microbes	microbiome
33070123	student_A	low carbohydrate	dietary supplement	influence	autism spectrum disorders	DDF
33070123	student_A	microbes	chemical	influence	MS	DDF
33070123	student_A	Gut microbes	microbiome	is linked to	epilepsy	DDF
33070123	student_A	Gut microbes	microbiome	is linked to	amyotrophic lateral sclerosis	DDF
33070123	student_A	adequate protein	dietary supplement	influence	PD	DDF
33070123	student_A	gut microbiota	microbiome	is linked to	Parkinson's disease	DDF
33070123	student_A	microbiota	microbiome	is linked to	PD	DDF
33070123	student_A	probiotics	dietary supplement	influence	CNS disorders	DDF
33070123	student_A	stress	DDF	change abundance	gut microbiota	microbiome
33070123	student_A	low carbohydrate	dietary supplement	impact	Gut microbes	microbiome
33070123	student_A	microbiota	microbiome	is linked to	neurological diseases	DDF
33070123	student_A	gut microbiota	microbiome	is linked to	ALS	DDF
33070123	student_A	adequate protein	dietary supplement	influence	neurologic disorders	DDF
33070123	student_A	gut microbes	microbiome	is linked to	ASDs	DDF
33070123	student_A	gut microbes	microbiome	is linked to	epilepsy	DDF
33070123	student_A	gut microbes	microbiome	is linked to	amyotrophic lateral sclerosis	DDF
33070123	student_A	Gut microbes	microbiome	is linked to	ASDs	DDF
33070123	student_A	gut microbes	microbiome	is linked to	stress	DDF
33070123	student_A	KD	food	influence	PD	DDF
33070123	student_A	gut microbiome	microbiome	is linked to	multiple sclerosis	DDF
33070123	student_A	adequate protein	dietary supplement	influence	anxiety	DDF
33070123	student_A	microbes	chemical	influence	neurologic disorders	DDF
33070123	student_A	microbiota	microbiome	is linked to	neurologic disorders	DDF
33070123	student_A	microbes	chemical	influence	stress	DDF
33070123	student_A	Gut microbes	microbiome	is linked to	central nervous system (CNS) disorders	DDF
33070123	student_A	Gut microbes	microbiome	is linked to	autism spectrum disorders	DDF
33070123	student_A	adequate protein	dietary supplement	influence	central nervous system (CNS) disorders	DDF
33070123	student_A	ketogenic diet	food	impact	gut microbiota	microbiome
33070123	student_A	microbiota	microbiome	is linked to	depression	DDF
33070123	student_A	microbiota	microbiome	is linked to	AD	DDF
33070123	student_A	gut microbiota	microbiome	is linked to	PD	DDF
33070123	student_A	low carbohydrate	dietary supplement	impact	gut microbiota	microbiome
33070123	student_A	gut microbiota	microbiome	is linked to	neurological diseases	DDF
33070123	student_A	gut microbiome	microbiome	is linked to	epilepsy	DDF
33070123	student_A	ketogenic diet	food	influence	Parkinson's disease	DDF
33070123	student_A	microbiota	microbiome	is linked to	CNS disorders	DDF
33070123	student_A	gut microbiome	microbiome	is linked to	amyotrophic lateral sclerosis	DDF
33070123	student_A	microbes	chemical	influence	central nervous system (CNS) disorders	DDF
33070123	student_A	gut microbiome	microbiome	is linked to	stress	DDF
33070123	student_A	probiotics	dietary supplement	influence	amyotrophic lateral sclerosis	DDF
33070123	student_A	adequate protein	dietary supplement	influence	multiple sclerosis	DDF
33070123	student_A	ketogenic diet	food	influence	depression	DDF
33070123	student_A	ketogenic diet	food	influence	AD	DDF
33070123	student_A	low carbohydrate	dietary supplement	influence	Parkinson's disease	DDF
33070123	student_A	Gut microbes	microbiome	is linked to	MS	DDF
33070123	student_A	gut microbes	microbiome	is linked to	Alzheimer's disease	DDF
33070123	student_A	probiotics	dietary supplement	influence	stress	DDF
33070123	student_A	Gut microbes	microbiome	is linked to	Alzheimer's disease	DDF
33070123	student_A	gut microbiota	microbiome	is linked to	neurologic disorders	DDF
33070123	student_A	low carbohydrate	dietary supplement	influence	depression	DDF
33070123	student_A	microbes	chemical	influence	multiple sclerosis	DDF
33070123	student_A	gut microbiota	microbiome	is linked to	central nervous system (CNS) disorders	DDF
33070123	student_A	ketogenic diet	food	impact	gut microbiome	microbiome
33070123	student_A	probiotics	dietary supplement	influence	anxiety	DDF
33070123	student_A	gut microbiota	microbiome	is linked to	depression	DDF
33070123	student_A	KD	food	influence	multiple sclerosis	DDF
33070123	student_A	ketogenic diet	food	impact	gut microbes	microbiome
33070123	student_A	gut microbiota	microbiome	is linked to	AD	DDF
33070123	student_A	gut microbiota	microbiome	is linked to	anxiety	DDF
33070123	student_A	gut microbiome	microbiome	is linked to	central nervous system (CNS) disorders	DDF
33070123	student_A	antibiotic therapy	drug	impact	gut microbiome	microbiome
33070123	student_A	antibiotic therapy	drug	impact	Gut microbes	microbiome
33070123	student_A	low carbohydrate	dietary supplement	impact	gut microbiome	microbiome
33070123	student_A	adequate protein	dietary supplement	impact	microbiota	microbiome
33070123	student_A	antibiotic therapy	drug	impact	gut microbes	microbiome
33070123	student_A	adequate protein	dietary supplement	influence	ASDs	DDF
33070123	student_A	low carbohydrate	dietary supplement	impact	gut microbes	microbiome
33070123	student_A	adequate protein	dietary supplement	influence	epilepsy	DDF
33070123	student_A	adequate protein	dietary supplement	influence	amyotrophic lateral sclerosis	DDF
33070123	student_A	probiotics	dietary supplement	influence	multiple sclerosis	DDF
33070123	student_A	gut microbiota	microbiome	is linked to	CNS disorders	DDF
33070123	student_A	adequate protein	dietary supplement	influence	stress	DDF
33070123	student_A	Gut microbes	microbiome	is linked to	Parkinson's disease	DDF
33070123	student_A	ketogenic diet	food	influence	neurological diseases	DDF
33070123	student_A	KD	food	impact	microbiota	microbiome
33070123	student_A	ketogenic diet	food	influence	Alzheimer's disease	DDF
33070123	student_A	microbes	chemical	influence	epilepsy	DDF
33070123	student_A	microbes	chemical	influence	amyotrophic lateral sclerosis	DDF
33070123	student_A	gut microbiota	microbiome	is linked to	MS	DDF
33070123	student_A	ketogenic diet	food	influence	PD	DDF
33070123	student_A	microbes	chemical	influence	ASDs	DDF
33070123	student_A	low carbohydrate	dietary supplement	influence	neurological diseases	DDF
33070123	student_A	KD	food	influence	amyotrophic lateral sclerosis	DDF
33070123	student_A	microbiota	microbiome	is linked to	stress	DDF
33070123	student_A	KD	food	influence	neurologic disorders	DDF
