pmid	annotator	start_idx	end_idx	location	text_span	label
36550632	distant	1100	1111	abstract	inflammation	DDF
36550632	distant	1151	1171	abstract	neurological deficits	DDF
36550632	distant	1179	1181	abstract	ICH	DDF
36550632	distant	1194	1230	abstract	OMT-induced gut microbiota alteration	DDF
36550632	distant	1264	1284	abstract	neurological deficits	DDF
36550632	distant	1290	1318	abstract	intestinal barrier disruption	DDF
36550632	distant	1365	1379	abstract	ICH-induced WMI	DDF
36550632	distant	1385	1405	abstract	neurological deficits	DDF
36550632	distant	1421	1434	abstract	gut microbiota	microbiome


30248988	distant	2	14	title	Meta-Analysis	statistical technique
30248988	distant	39	46	title	Curcumin	dietary supplement
30248988	distant	52	75	title	Irritable Bowel Syndrome	DDF
30248988	distant	78	80	title	IBS	DDF
30248988	distant	0	23	abstract	Irritable bowel syndrome	DDF
30248988	distant	26	28	abstract	IBS	DDF
30248988	distant	174	176	abstract	IBS	DDF
30248988	distant	194	201	abstract	curcumin	dietary supplement
30248988	distant	226	238	abstract	phytochemical	chemical
30248988	distant	352	358	abstract	colitis	DDF
30248988	distant	426	433	abstract	curcumin	dietary supplement
30248988	distant	444	455	abstract	IBS symptoms	DDF
30248988	distant	478	485	abstract	curcumin	dietary supplement
30248988	distant	490	497	abstract	turmeric	dietary supplement
30248988	distant	502	515	abstract	Indian saffron	dietary supplement
30248988	distant	520	536	abstract	diferuloylmethane	chemical
30248988	distant	541	551	abstract	curcuminoid	chemical
30248988	distant	559	582	abstract	irritable bowel syndrome	DDF
30248988	distant	587	589	abstract	IBS	DDF
30248988	distant	894	921	abstract	Random-effects meta-analysis	statistical technique
30248988	distant	954	961	abstract	patients	human
30248988	distant	969	976	abstract	curcumin	dietary supplement
30248988	distant	1046	1057	abstract	IBS symptoms	DDF
30248988	distant	1236	1243	abstract	curcumin	dietary supplement
30248988	distant	1248	1250	abstract	IBS	DDF
30248988	distant	1339	1352	abstract	gut microbiota	microbiome
30248988	distant	1355	1362	abstract	curcumin	dietary supplement
30248988	distant	1432	1434	abstract	IBS	DDF
30248988	distant	1691	1698	abstract	curcumin	dietary supplement


36624505	distant	59	83	title	major depressive disorder	DDF
36624505	distant	107	139	title	pilot randomised controlled trial	statistical technique
36624505	distant	0	15	abstract	Mental disorders	DDF
36624505	distant	28	52	abstract	major depressive disorder	DDF
36624505	distant	55	57	abstract	MDD	DDF
36624505	distant	158	167	abstract	depression	DDF
36624505	distant	475	490	abstract	mental illnesses	DDF
36624505	distant	545	550	abstract	humans	human
36624505	distant	587	589	abstract	MDD	DDF
36624505	distant	627	693	abstract	triple-blind, 2:1 parallel group, randomised controlled pilot trial	biomedical technique
36624505	distant	788	793	abstract	adults	human
36624505	distant	800	821	abstract	moderate-to-severe MDD	DDF
36624505	distant	897	908	abstract	Participants	human
36624505	distant	1085	1087	abstract	MDD	DDF
36624505	distant	1092	1097	abstract	adults	human
36624505	distant	1111	1124	abstract	gut microbiota	microbiome
36624505	distant	1218	1227	abstract	depression	DDF
36624505	distant	1233	1248	abstract	anxiety symptoms	DDF
36624505	distant	1367	1369	abstract	MDD	DDF


37630649	distant	0	9	title	Microbiota	microbiome
37630649	distant	14	37	title	Irritable Bowel Syndrome	DDF
37630649	distant	43	55	title	Endometriosis	DDF
37630649	distant	58	62	title	Birds	animal
37630649	distant	0	12	abstract	Endometriosis	DDF
37630649	distant	18	41	abstract	irritable bowel syndrome	DDF
37630649	distant	44	46	abstract	IBS	DDF
37630649	distant	227	248	abstract	endometriosis patients	human
37630649	distant	291	293	abstract	IBS	DDF
37630649	distant	404	417	abstract	gut microbiota	microbiome
37630649	distant	508	521	abstract	gut microbiota	microbiome
37630649	distant	543	561	abstract	healthy individuals	human
37630649	distant	595	607	abstract	endometriosis	DDF
37630649	distant	612	614	abstract	IBS	DDF
37630649	distant	617	636	abstract	Intestinal dysbiosis	DDF
37630649	distant	890	894	abstract	brain	anatomical location
37630649	distant	936	944	abstract	dysbiosis	DDF
37630649	distant	1116	1125	abstract	prebiotics	dietary supplement
37630649	distant	1128	1137	abstract	probiotics	dietary supplement
37630649	distant	1140	1150	abstract	antibiotics	drug
37630649	distant	1210	1218	abstract	dysbiosis	DDF
37630649	distant	1384	1396	abstract	gut dysbiosis	DDF
37630649	distant	1401	1403	abstract	IBS	DDF
37630649	distant	1409	1421	abstract	endometriosis	DDF


37294054	distant	0	4	title	EphB6	gene
37294054	distant	6	15	title	deficiency	DDF
37294054	distant	20	37	title	intestinal neurons	anatomical location
37294054	distant	64	80	title	colorectal cancer	DDF
37294054	distant	0	4	abstract	EphB6	gene
37294054	distant	21	44	abstract	receptor tyrosine kinase	chemical
37294054	distant	107	138	abstract	colorectal cancer (CRC) patients	human
37294054	distant	171	175	abstract	EphB6	gene
37294054	distant	199	201	abstract	CRC	DDF
37294054	distant	236	240	abstract	EphB6	gene
37294054	distant	294	298	abstract	EphB6	gene
37294054	distant	423	425	abstract	CRC	DDF
37294054	distant	461	466	abstract	rectum	anatomical location
37294054	distant	471	490	abstract	EphB6-deficient mice	animal
37294054	distant	523	527	abstract	EphB6	gene
37294054	distant	532	535	abstract	mice	animal
37294054	distant	598	600	abstract	CRC	DDF
37294054	distant	643	656	abstract	gut microbiota	microbiome
37294054	distant	720	736	abstract	botulinum toxin A	chemical
37294054	distant	743	748	abstract	rectum	anatomical location
37294054	distant	753	772	abstract	EphB6-deficient mice	animal
37294054	distant	814	829	abstract	EphB6 deficiency	DDF
37294054	distant	834	838	abstract	tumor	DDF
37294054	distant	873	875	abstract	CRC	DDF
37294054	distant	908	912	abstract	EphB6	gene
37294054	distant	917	920	abstract	mice	animal
37294054	distant	951	953	abstract	CRC	DDF
37294054	distant	969	972	abstract	GABA	chemical
37294054	distant	981	985	abstract	tumor	anatomical location
37294054	distant	1018	1022	abstract	EphB6	gene
37294054	distant	1038	1041	abstract	mice	animal
37294054	distant	1071	1104	abstract	synaptosomal-associated protein 25	gene
37294054	distant	1113	1139	abstract	intestinal myenteric plexus	anatomical location
37294054	distant	1172	1175	abstract	GABA	chemical
37294054	distant	1203	1207	abstract	EphB6	gene
37294054	distant	1221	1224	abstract	mice	animal
37294054	distant	1235	1239	abstract	tumor	DDF
37294054	distant	1287	1289	abstract	CRC	DDF
37294054	distant	1365	1369	abstract	EphB6	gene
37294054	distant	1399	1401	abstract	CRC	DDF


36945049	distant	17	30	title	gut microbiota	microbiome
36945049	distant	347	353	abstract	obesity	DDF
36945049	distant	362	381	abstract	gestational diabetes	DDF
36945049	distant	458	471	abstract	gut microbiota	microbiome
36945049	distant	519	526	abstract	children	human
36945049	distant	536	549	abstract	overweight (OV	human
36945049	distant	561	565	abstract	obese	human
36945049	distant	568	569	abstract	OB	human
36945049	distant	584	594	abstract	normoweight	human
36945049	distant	597	598	abstract	NW	human
36945049	distant	609	622	abstract	pregnant women	human
36945049	distant	751	764	abstract	gut microbiome	microbiome
36945049	distant	782	805	abstract	16S rRNA gene sequencing	biomedical technique
36945049	distant	808	826	abstract	Behavioral problems	DDF
36945049	distant	869	892	abstract	Child Behavior Checklist	biomedical technique
36945049	distant	895	898	abstract	CBCL	biomedical technique
36945049	distant	902	906	abstract	ANOVA	statistical technique
36945049	distant	909	923	abstract	Chi-Square Test	statistical technique
36945049	distant	926	931	abstract	ANCOVA	statistical technique
36945049	distant	934	955	abstract	Spearman's correlation	statistical technique
36945049	distant	958	982	abstract	logistic regression model	statistical technique
36945049	distant	988	1011	abstract	generalized linear model	statistical technique
36945049	distant	1014	1016	abstract	GLM	statistical technique
36945049	distant	1056	1063	abstract	Children	human
36945049	distant	1073	1085	abstract	OV/OB mothers	human
36945049	distant	1111	1120	abstract	behavioral	DDF
36945049	distant	1150	1159	abstract	NW mothers	human
36945049	distant	1176	1184	abstract	offspring	human
36945049	distant	1194	1203	abstract	OB mothers	human
36945049	distant	1219	1247	abstract	gestational diabetes mellitus	DDF
36945049	distant	1250	1252	abstract	GDM	DDF
36945049	distant	1282	1312	abstract	attention/deficit hyperactivity	DDF
36945049	distant	1318	1339	abstract	externalizing problems	DDF
36945049	distant	1360	1376	abstract	GDM OV/NW mothers	human
36945049	distant	1379	1394	abstract	Fusicatenibacter	bacteria
36945049	distant	1560	1572	abstract	Clostridiales	bacteria
36945049	distant	1578	1591	abstract	Flavonifractor	bacteria
36945049	distant	1647	1664	abstract	anxiety/depression	DDF
36945049	distant	1670	1687	abstract	somatic complaints	DDF
36945049	distant	1723	1730	abstract	children	human
36945049	distant	1740	1746	abstract	mothers	human
36945049	distant	1753	1762	abstract	higher BMI	human
36945049	distant	1802	1808	abstract	anxiety	DDF
36945049	distant	1811	1832	abstract	internalizing problems	DDF
36945049	distant	1835	1856	abstract	externalizing problems	DDF
36945049	distant	1901	1914	abstract	gut microbiota	microbiome
36945049	distant	2015	2028	abstract	Actinobacteria	bacteria
36945049	distant	2044	2061	abstract	somatic complaints	DDF
36945049	distant	2075	2086	abstract	Fusobacteria	bacteria
36945049	distant	2125	2156	abstract	pervasive developmental problems	DDF
36945049	distant	2186	2190	abstract	OV/OB	DDF
36945049	distant	2199	2201	abstract	GDM	DDF


33920695	distant	66	83	title	Endocannabinoidome	microbiome
33920695	distant	135	184	abstract	endocannabinoids <i>N</i>-arachidonoylethanolamine	chemical
33920695	distant	187	196	abstract	anandamide	chemical
33920695	distant	199	201	abstract	AEA	chemical
33920695	distant	208	229	abstract	2-arachidonoylglycerol	chemical
33920695	distant	232	235	abstract	2-AG	chemical
33920695	distant	289	306	abstract	endocannabinoidome	chemical
33920695	distant	309	314	abstract	eCBome	chemical
33920695	distant	378	383	abstract	eCBome	chemical
33920695	distant	402	431	abstract	endocannabinoid-like mediators	chemical
33920695	distant	441	466	abstract	<i>N</i>-acylethanolamines	chemical
33920695	distant	472	490	abstract	2-monoacylglycerols	chemical
33920695	distant	497	503	abstract	enzymes	chemical
33920695	distant	716	731	abstract	endocannabinoids	chemical
33920695	distant	741	752	abstract	hypothalamus	anatomical location
33920695	distant	755	765	abstract	hippocampus	anatomical location
33920695	distant	776	784	abstract	periphery	anatomical location
33920695	distant	953	958	abstract	stress	DDF
33920695	distant	1006	1011	abstract	eCBome	chemical
33920695	distant	1129	1152	abstract	Gut microbiota imbalance	DDF
33920695	distant	1224	1261	abstract	eCBome-modulated inflammation pathways	DDF
33920695	distant	1285	1298	abstract	gut microbiota	microbiome
33920695	distant	1338	1354	abstract	neuroinflammation	DDF
33920695	distant	1360	1376	abstract	mental conditions	DDF
33920695	distant	1447	1452	abstract	eCBome	chemical
33920695	distant	1545	1572	abstract	neuropsychological disorders	DDF


36400152	distant	43	47	title	model	statistical technique
36400152	distant	52	59	title	patients	human
36400152	distant	66	83	title	bipolar depression	DDF
36400152	distant	50	54	abstract	brain	anatomical location
36400152	distant	60	73	abstract	gut microbiota	microbiome
36400152	distant	121	136	abstract	bipolar disorder	DDF
36400152	distant	139	140	abstract	BD	DDF
36400152	distant	352	373	abstract	BD depression patients	human
36400152	distant	382	397	abstract	healthy controls	human
36400152	distant	400	402	abstract	HCs	human
36400152	distant	409	430	abstract	metagenomic sequencing	biomedical technique
36400152	distant	436	512	abstract	network-based functional connectivity (FC), grey matter volume (GMV) analyses	biomedical technique
36400152	distant	519	526	abstract	patients	human
36400152	distant	550	569	abstract	quetiapine treatment	drug
36400152	distant	617	630	abstract	non-responders	human
36400152	distant	716	729	abstract	gut microbiota	microbiome
36400152	distant	765	834	abstract	multimodal kernal combination support vector machine (SVM) classifiers	statistical technique
36400152	distant	868	878	abstract	BD patients	human
36400152	distant	885	887	abstract	HCs	human
36400152	distant	894	914	abstract	quetiapine responders	human
36400152	distant	921	934	abstract	non-responders	human
36400152	distant	986	1006	abstract	quetiapine responders	human
36400152	distant	1028	1030	abstract	HCs	human
36400152	distant	1044	1057	abstract	non-responders	human
36400152	distant	1088	1095	abstract	analyses	statistical technique
36400152	distant	1143	1144	abstract	HC	human
36400152	distant	1393	1394	abstract	BD	DDF
36400152	distant	1423	1443	abstract	multimodal classifier	statistical technique
36400152	distant	1485	1491	abstract	AUC-ROC	statistical technique
36400152	distant	1520	1521	abstract	BD	DDF
36400152	distant	1528	1529	abstract	HC	human
36400152	distant	1572	1592	abstract	quetiapine responders	human
36400152	distant	1599	1612	abstract	non-responders	human
36400152	distant	1745	1747	abstract	HCs	human
36400152	distant	1790	1817	abstract	pre-treatment gut microbiota	microbiome
36400152	distant	1942	1943	abstract	BD	DDF


38273106	distant	0	15	title	Human microbiota	microbiome
38273106	distant	22	40	title	drug-naive patients	human
38273106	distant	47	75	title	obsessive-compulsive disorder	DDF
38273106	distant	84	102	title	behavioral symptoms	DDF
38273106	distant	108	124	title	neuroinflammation	DDF
38273106	distant	130	142	title	succinic acid	chemical
38273106	distant	147	150	title	mice	animal
38273106	distant	36	49	abstract	gut microbiota	microbiome
38273106	distant	73	93	abstract	psychiatric disorders	DDF
38273106	distant	143	156	abstract	gut microbiota	microbiome
38273106	distant	180	208	abstract	obsessive-compulsive disorder	DDF
38273106	distant	211	213	abstract	OCD	DDF
38273106	distant	258	271	abstract	gut microbiota	microbiome
38273106	distant	296	298	abstract	OCD	DDF
38273106	distant	317	332	abstract	fecal microbiota	microbiome
38273106	distant	339	376	abstract	first-episode, drug-naive OCD patients	human
38273106	distant	405	423	abstract	healthy individuals	human
38273106	distant	449	481	abstract	specific pathogen-free (SPF) mice	animal
38273106	distant	517	530	abstract	OCD microbiota	microbiome
38273106	distant	556	579	abstract	core behavioral deficits	DDF
38273106	distant	592	642	abstract	abnormal anxiety-like and compulsive-like behaviors	DDF
38273106	distant	649	664	abstract	fecal microbiota	microbiome
38273106	distant	774	789	abstract	fecal microbiota	microbiome
38273106	distant	794	797	abstract	mice	animal
38273106	distant	814	816	abstract	OCD	DDF
38273106	distant	822	839	abstract	control microbiota	microbiome
38273106	distant	867	884	abstract	OCD-colonized mice	animal
38273106	distant	946	949	abstract	mPFC	anatomical location
38273106	distant	957	968	abstract	inflammation	DDF
38273106	distant	977	980	abstract	mPFC	anatomical location
38273106	distant	986	990	abstract	colon	anatomical location
38273106	distant	993	1021	abstract	Unbiased metabolomic analyses	biomedical technique
38273106	distant	1040	1043	abstract	mPFC	anatomical location
38273106	distant	1081	1093	abstract	succinic acid	chemical
38273106	distant	1096	1097	abstract	SA	chemical
38273106	distant	1103	1120	abstract	OCD-colonized mice	animal
38273106	distant	1123	1124	abstract	SA	chemical
38273106	distant	1167	1187	abstract	inflammatory response	DDF
38273106	distant	1201	1205	abstract	colon	anatomical location
38273106	distant	1211	1214	abstract	mPFC	anatomical location
38273106	distant	1366	1382	abstract	dimethyl malonate	chemical
38273106	distant	1385	1386	abstract	DM	chemical
38273106	distant	1485	1497	abstract	succinic acid	chemical
38273106	distant	1553	1560	abstract	neuronal	DDF
38273106	distant	1601	1617	abstract	abnormal behavior	DDF
38273106	distant	1630	1646	abstract	neuroinflammation	DDF
38273106	distant	1652	1674	abstract	intestinal inflammation	DDF
38273106	distant	1679	1696	abstract	OCD-colonized mice	animal
38273106	distant	1719	1732	abstract	gut microbiota	microbiome
38273106	distant	1783	1786	abstract	mice	animal
38273106	distant	1861	1863	abstract	OCD	DDF


38606523	distant	8	11	title	iron	chemical
38606523	distant	13	19	title	therapy	dietary supplement
38606523	distant	49	69	title	intestinal microbiome	microbiome
38606523	distant	76	83	title	toxicity	DDF
38606523	distant	114	117	title	iron	chemical
38606523	distant	0	14	abstract	Iron deficiency	DDF
38606523	distant	156	173	abstract	chronic infections	DDF
38606523	distant	189	203	abstract	iron deficiency	DDF
38606523	distant	333	347	abstract	iron deficiency	DDF
38606523	distant	392	425	abstract	reduced intestinal iron absorption	DDF
38606523	distant	431	440	abstract	blood loss	DDF
38606523	distant	543	553	abstract	Individuals	human
38606523	distant	592	598	abstract	infants	human
38606523	distant	601	611	abstract	adolescents	human
38606523	distant	618	625	abstract	athletes	human
38606523	distant	671	692	abstract	Severe iron deficiency	DDF
38606523	distant	706	711	abstract	anemia	DDF
38606523	distant	718	740	abstract	performance intolerance	DDF
38606523	distant	745	763	abstract	shortness of breath	DDF
38606523	distant	792	797	abstract	anemia	DDF
38606523	distant	800	814	abstract	iron deficiency	DDF
38606523	distant	825	851	abstract	mental and physical fatigue	DDF
38606523	distant	911	914	abstract	iron	chemical
38606523	distant	981	1014	abstract	Standard oral iron supplementation	dietary supplement
38606523	distant	1033	1061	abstract	gastrointestinal side effects	DDF
38606523	distant	1388	1406	abstract	pathogenic bacteria	bacteria
38606523	distant	1467	1485	abstract	Protective bacteria	bacteria
38606523	distant	1496	1509	abstract	bifidobacteria	bacteria
38606523	distant	1515	1526	abstract	lactobacilli	bacteria
38606523	distant	1584	1592	abstract	Dysbiosis	DDF
38606523	distant	1609	1628	abstract	iron supplementation	dietary supplement
38606523	distant	1648	1673	abstract	gastrointestinal disorders	DDF
38606523	distant	1676	1701	abstract	inflammatory bowel disease	DDF
38606523	distant	1708	1729	abstract	metabolic disturbances	DDF
38606523	distant	1745	1770	abstract	gut microbiota alterations	DDF
38606523	distant	1792	1811	abstract	mental health issues	DDF
38606523	distant	1850	1873	abstract	low-dose supplementation	dietary supplement
38606523	distant	1925	1938	abstract	gut microbiome	microbiome
38606523	distant	2009	2022	abstract	gut microbiota	microbiome
38606523	distant	2138	2157	abstract	iron supplementation	dietary supplement


37062706	distant	12	26	title	Inulin Fructans	dietary supplement
37062706	distant	41	50	abstract	prebiotics	dietary supplement
37062706	distant	92	97	abstract	Inulin	dietary supplement
37062706	distant	136	145	abstract	prebiotics	dietary supplement
37062706	distant	173	216	abstract	non-digestible and fermentable carbohydrates	chemical
37062706	distant	270	285	abstract	prebiotic inulin	dietary supplement
37062706	distant	362	367	abstract	inulin	dietary supplement
37062706	distant	418	433	abstract	various diseases	DDF
37062706	distant	476	481	abstract	inulin	dietary supplement
37062706	distant	545	550	abstract	inulin	dietary supplement
37062706	distant	604	610	abstract	obesity	DDF
37062706	distant	613	620	abstract	diabetes	DDF
37062706	distant	626	639	abstract	mental illness	DDF
37062706	distant	705	710	abstract	inulin	dietary supplement


29147024	distant	14	25	title	(R)-ketamine	drug
29147024	distant	31	40	title	lanicemine	drug
29147024	distant	45	69	title	depression-like phenotype	DDF
29147024	distant	99	112	title	gut microbiota	microbiome
29147024	distant	127	134	abstract	Ketamine	drug
29147024	distant	140	168	abstract	N-methyl-D-aspartate receptor	chemical
29147024	distant	171	175	abstract	NMDAR	chemical
29147024	distant	243	280	abstract	treatment-resistant depressed patients	human
29147024	distant	304	308	abstract	NMDAR	chemical
29147024	distant	322	331	abstract	lanicemine	drug
29147024	distant	391	402	abstract	(R)-ketamine	drug
29147024	distant	427	434	abstract	ketamine	drug
29147024	distant	514	523	abstract	depression	DDF
29147024	distant	558	569	abstract	(R)-ketamine	drug
29147024	distant	575	584	abstract	lanicemine	drug
29147024	distant	642	655	abstract	gut microbiota	microbiome
29147024	distant	660	675	abstract	susceptible mice	animal
29147024	distant	741	752	abstract	(R)-ketamine	drug
29147024	distant	791	806	abstract	susceptible mice	animal
29147024	distant	817	826	abstract	lanicemine	drug
29147024	distant	841	873	abstract	16S ribosomal RNA gene sequencing	biomedical technique
29147024	distant	902	913	abstract	(R)-ketamine	drug
29147024	distant	924	933	abstract	lanicemine	drug
29147024	distant	983	995	abstract	Bacteroidales	bacteria
29147024	distant	998	1010	abstract	Clostridiales	bacteria
29147024	distant	1016	1030	abstract	Ruminococcaceae	bacteria
29147024	distant	1039	1054	abstract	susceptible mice	animal
29147024	distant	1088	1099	abstract	(R)-ketamine	drug
29147024	distant	1149	1159	abstract	Clostridium	bacteria
29147024	distant	1168	1183	abstract	susceptible mice	animal
29147024	distant	1214	1223	abstract	lanicemine	drug
29147024	distant	1256	1267	abstract	(R)-ketamine	drug
29147024	distant	1325	1336	abstract	(R)-ketamine	drug
29147024	distant	1413	1426	abstract	gut microbiota	microbiome


35723531	distant	0	17	title	Bacterial Butyrate	chemical
35723531	distant	22	40	title	Parkinson's Disease	DDF
35723531	distant	66	72	title	Changes	DDF
35723531	distant	78	96	title	Depressive Symptoms	DDF
35723531	distant	4	17	abstract	gut microbiome	microbiome
35723531	distant	82	114	abstract	Parkinson's disease (PD) patients	human
35723531	distant	156	166	abstract	PD patients	human
35723531	distant	229	236	abstract	butyrate	chemical
35723531	distant	315	328	abstract	gut microbiome	microbiome
35723531	distant	372	382	abstract	PD symptoms	DDF
35723531	distant	503	513	abstract	PD patients	human
35723531	distant	522	529	abstract	controls	human
35723531	distant	545	568	abstract	DNA methylation analysis	biomedical technique
35723531	distant	769	789	abstract	control and PD brains	anatomical location
35723531	distant	837	865	abstract	targeted bisulfite sequencing	biomedical technique
35723531	distant	887	900	abstract	fecal butyrate	chemical
35723531	distant	931	939	abstract	Roseburia	bacteria
35723531	distant	942	951	abstract	Romboutsia	bacteria
35723531	distant	958	967	abstract	Prevotella	bacteria
35723531	distant	984	1002	abstract	depressive symptoms	DDF
35723531	distant	1007	1017	abstract	PD patients	human
35723531	distant	1083	1095	abstract	PD risk genes	gene
35723531	distant	1242	1249	abstract	controls	human
35723531	distant	1308	1309	abstract	PD	DDF
35723531	distant	1341	1399	abstract	gastrointestinal (GI), autoimmune, and psychiatric diseases	DDF
35723531	distant	1422	1450	abstract	bacterially produced butyrate	chemical
35723531	distant	1517	1527	abstract	PD patients	human
35723531	distant	1558	1576	abstract	depressive symptoms	DDF
35723531	distant	1579	1580	abstract	PD	DDF
35723531	distant	1596	1632	abstract	butyrate-dependent epigenetic changes	DDF
35723531	distant	1647	1674	abstract	GI and psychiatric disorders	DDF


37298527	distant	0	48	title	Neurodegenerative and Neurodevelopmental Diseases	DDF
37298527	distant	120	129	title	Microbiome	microbiome
37298527	distant	4	23	abstract	human gut microbiome	microbiome
37298527	distant	56	63	abstract	bacteria	bacteria
37298527	distant	282	295	abstract	gut microbiome	microbiome
37298527	distant	317	325	abstract	dysbiosis	DDF
37298527	distant	506	523	abstract	lifestyle diseases	DDF
37298527	distant	526	543	abstract	metabolic diseases	DDF
37298527	distant	546	566	abstract	inflammatory diseases	DDF
37298527	distant	573	593	abstract	neurological diseases	DDF
37298527	distant	615	620	abstract	humans	human
37298527	distant	651	659	abstract	dysbiosis	DDF
37298527	distant	752	754	abstract	gut	anatomical location
37298527	distant	764	768	abstract	brain	anatomical location
37298527	distant	859	867	abstract	dysbiosis	DDF
37298527	distant	876	878	abstract	gut	anatomical location
37298527	distant	884	932	abstract	neurodegenerative and neurodevelopmental diseases	DDF
37298527	distant	1041	1089	abstract	neurodegenerative and neurodevelopmental diseases	DDF
37298527	distant	1119	1132	abstract	gut microbiome	microbiome
37298527	distant	1298	1346	abstract	neurodegenerative and neurodevelopmental diseases	DDF
37298527	distant	1356	1374	abstract	Alzheimer's disease	DDF
37298527	distant	1377	1395	abstract	Parkinson's disease	DDF
37298527	distant	1398	1415	abstract	multiple sclerosis	DDF
37298527	distant	1418	1441	abstract	autism spectrum disorder	DDF
37298527	distant	1448	1487	abstract	attention-deficit hyperactivity disorder	DDF
37298527	distant	1578	1598	abstract	neurological diseases	DDF
37298527	distant	1609	1616	abstract	migraine	DDF
37298527	distant	1619	1654	abstract	post-operative cognitive dysfunction	DDF
37298527	distant	1661	1670	abstract	long COVID	DDF
37298527	distant	1721	1745	abstract	neurodegenerative disease	DDF
37298527	distant	1890	1907	abstract	photobiomodulation	biomedical technique


