pmid	annotator	subject_label	object_label
33517890	distant	chemical	chemical
33517890	distant	microbiome	DDF
33517890	distant	chemical	bacteria
33517890	distant	DDF	DDF
33517890	distant	microbiome	animal
33517890	distant	bacteria	animal
33517890	distant	DDF	animal


30680947	distant	animal	animal
30680947	distant	microbiome	DDF
30680947	distant	animal	statistical technique
30680947	distant	microbiome	animal
30680947	distant	animal	biomedical technique
30680947	distant	bacteria	animal
30680947	distant	DDF	animal


33497754	distant	microbiome	biomedical technique
33497754	distant	microbiome	anatomical location
33497754	distant	DDF	DDF


35181072	distant	microbiome	DDF
35181072	distant	bacteria	anatomical location
35181072	distant	dietary supplement	microbiome
35181072	distant	DDF	DDF


37879416	distant	DDF	human
37879416	distant	DDF	DDF
37879416	distant	chemical	anatomical location
37879416	distant	DDF	animal


32398374	distant	microbiome	human
32398374	distant	anatomical location	human
32398374	distant	DDF	human
32398374	distant	chemical	human
32398374	distant	drug	human
32398374	distant	chemical	anatomical location
32398374	distant	DDF	animal
32398374	distant	drug	DDF


32763534	distant	microbiome	DDF
32763534	distant	DDF	human
32763534	distant	microbiome	human


38650872	distant	chemical	DDF
38650872	distant	biomedical technique	DDF
38650872	distant	microbiome	DDF
38650872	distant	DDF	human
38650872	distant	DDF	DDF


34690981	distant	microbiome	DDF


30466372	distant	anatomical location	biomedical technique
30466372	distant	food	animal
30466372	distant	microbiome	animal
30466372	distant	food	microbiome
30466372	distant	microbiome	biomedical technique


30523432	distant	microbiome	DDF
30523432	distant	DDF	human
30523432	distant	human	statistical technique


29802603	distant	microbiome	DDF
29802603	distant	DDF	human
29802603	distant	anatomical location	DDF
29802603	distant	DDF	DDF


31628992	distant	microbiome	DDF
31628992	distant	DDF	DDF




30544486	distant	microbiome	DDF
30544486	distant	DDF	human
30544486	distant	bacteria	DDF
30544486	distant	microbiome	biomedical technique


30991255	distant	microbiome	DDF
30991255	distant	DDF	human
30991255	distant	dietary supplement	DDF
30991255	distant	human	biomedical technique


32506238	distant	microbiome	DDF
32506238	distant	DDF	DDF


34980288	distant	microbiome	human
34980288	distant	microbiome	DDF
34980288	distant	DDF	human
34980288	distant	dietary supplement	DDF
34980288	distant	drug	microbiome
34980288	distant	bacteria	DDF
34980288	distant	DDF	animal
34980288	distant	drug	DDF
34980288	distant	dietary supplement	bacteria
34980288	distant	dietary supplement	microbiome


38663221	distant	microbiome	human
38663221	distant	microbiome	drug
38663221	distant	drug	microbiome
38663221	distant	DDF	DDF
38663221	distant	drug	DDF


38045052	distant	chemical	DDF
38045052	distant	microbiome	DDF
38045052	distant	dietary supplement	DDF
38045052	distant	DDF	DDF
38045052	distant	microbiome	animal
38045052	distant	DDF	animal
38045052	distant	drug	DDF


28593878	distant	microbiome	DDF
28593878	distant	dietary supplement	DDF
28593878	distant	DDF	DDF


25772005	distant	microbiome	animal
25772005	distant	bacteria	DDF


33067643	distant	microbiome	DDF
33067643	distant	DDF	human
33067643	distant	microbiome	human
33067643	distant	human	biomedical technique


38479554	distant	DDF	animal
38479554	distant	microbiome	animal
38479554	distant	bacteria	animal
38479554	distant	chemical	anatomical location
38479554	distant	microbiome	biomedical technique


31745471	distant	microbiome	DDF
31745471	distant	DDF	human
31745471	distant	bacteria	DDF
31745471	distant	DDF	DDF


37744899	distant	DDF	bacteria
37744899	distant	microbiome	human
37744899	distant	microbiome	DDF
37744899	distant	DDF	human
37744899	distant	drug	microbiome
37744899	distant	bacteria	DDF
37744899	distant	drug	human
37744899	distant	bacteria	chemical
37744899	distant	drug	DDF


30271330	distant	microbiome	DDF
30271330	distant	microbiome	anatomical location


37664615	distant	chemical	DDF
37664615	distant	DDF	human
37664615	distant	chemical	bacteria


38327077	distant	DDF	microbiome
38327077	distant	microbiome	DDF
38327077	distant	DDF	human
38327077	distant	human	biomedical technique
38327077	distant	microbiome	biomedical technique


37741061	distant	chemical	animal
37741061	distant	drug	animal
37741061	distant	DDF	anatomical location
37741061	distant	DDF	DDF
37741061	distant	microbiome	animal
37741061	distant	DDF	animal
37741061	distant	microbiome	biomedical technique


33206326	distant	chemical	DDF
33206326	distant	dietary supplement	human
33206326	distant	DDF	human
33206326	distant	dietary supplement	DDF
33206326	distant	bacteria	DDF
33206326	distant	DDF	DDF


37157885	distant	chemical	DDF
37157885	distant	DDF	anatomical location
37157885	distant	DDF	human
37157885	distant	chemical	bacteria
37157885	distant	DDF	DDF
37157885	distant	chemical	anatomical location


32918633	distant	DDF	microbiome
32918633	distant	microbiome	human
32918633	distant	microbiome	DDF
32918633	distant	dietary supplement	DDF
32918633	distant	microbiome	animal
32918633	distant	dietary supplement	microbiome


29542066	distant	microbiome	DDF
29542066	distant	DDF	microbiome
29542066	distant	DDF	anatomical location
29542066	distant	chemical	anatomical location


37108739	distant	microbiome	DDF
37108739	distant	DDF	DDF


32459513	distant	microbiome	DDF
32459513	distant	DDF	human
32459513	distant	DDF	DDF
32459513	distant	chemical	microbiome
32459513	distant	dietary supplement	microbiome


36400238	distant	chemical	DDF
36400238	distant	chemical	microbiome
36400238	distant	microbiome	DDF


36990371	distant	food	microbiome


38003647	distant	DDF	bacteria
38003647	distant	microbiome	human
38003647	distant	microbiome	DDF
38003647	distant	DDF	human
38003647	distant	bacteria	DDF


36804416	distant	microbiome	DDF
36804416	distant	DDF	microbiome
36804416	distant	DDF	DDF


35163103	distant	microbiome	DDF
35163103	distant	DDF	human
35163103	distant	DDF	DDF


29867531	distant	microbiome	chemical
29867531	distant	chemical	anatomical location


36283312	distant	chemical	DDF
36283312	distant	drug	animal
36283312	distant	DDF	human
36283312	distant	drug	microbiome
36283312	distant	DDF	DDF
36283312	distant	drug	DDF


34034646	distant	microbiome	biomedical technique


33671569	distant	microbiome	DDF
33671569	distant	DDF	microbiome


34050205	distant	chemical	animal
34050205	distant	drug	microbiome
34050205	distant	DDF	DDF
34050205	distant	microbiome	animal
34050205	distant	anatomical location	animal
34050205	distant	microbiome	anatomical location


33490703	distant	dietary supplement	DDF
33490703	distant	dietary supplement	human


30781628	distant	microbiome	DDF
30781628	distant	DDF	DDF


34338703	distant	DDF	human
34338703	distant	microbiome	human
34338703	distant	dietary supplement	microbiome


35307514	distant	microbiome	DDF
35307514	distant	DDF	human
35307514	distant	microbiome	human
35307514	distant	DDF	DDF


34888340	distant	DDF	human
34888340	distant	DDF	DDF


35032636	distant	DDF	microbiome
35032636	distant	DDF	anatomical location
35032636	distant	anatomical location	DDF
35032636	distant	DDF	DDF
35032636	distant	chemical	anatomical location


38014294	distant	chemical	bacteria
38014294	distant	drug	microbiome
38014294	distant	microbiome	biomedical technique




37597865	distant	DDF	human
37597865	distant	DDF	microbiome
37597865	distant	human	biomedical technique


38565567	distant	chemical	DDF
38565567	distant	microbiome	DDF
38565567	distant	DDF	DDF
38565567	distant	chemical	microbiome
38565567	distant	chemical	anatomical location


37016046	distant	drug	animal
37016046	distant	dietary supplement	DDF
37016046	distant	bacteria	DDF
37016046	distant	microbiome	animal
37016046	distant	dietary supplement	animal
37016046	distant	animal	DDF


32224141	distant	drug	animal
32224141	distant	DDF	human
32224141	distant	drug	DDF
32224141	distant	drug	human


35185631	distant	microbiome	DDF


34617139	distant	chemical	DDF
34617139	distant	DDF	microbiome
34617139	distant	chemical	animal
34617139	distant	microbiome	DDF
34617139	distant	dietary supplement	DDF
34617139	distant	bacteria	DDF
34617139	distant	DDF	DDF
34617139	distant	microbiome	animal
34617139	distant	chemical	microbiome
34617139	distant	bacteria	animal
34617139	distant	DDF	animal
34617139	distant	bacteria	chemical
34617139	distant	microbiome	biomedical technique


34357070	distant	dietary supplement	human
34357070	distant	DDF	human
34357070	distant	dietary supplement	DDF
34357070	distant	bacteria	DDF
34357070	distant	DDF	DDF
34357070	distant	human	human


32056905	distant	bacteria	microbiome
32056905	distant	microbiome	DDF
32056905	distant	DDF	human
32056905	distant	human	biomedical technique
32056905	distant	microbiome	biomedical technique


36430144	distant	microbiome	DDF
36430144	distant	DDF	bacteria
36430144	distant	DDF	DDF


36769029	distant	food	DDF
36769029	distant	dietary supplement	DDF
36769029	distant	DDF	DDF


37557965	distant	microbiome	DDF
37557965	distant	bacteria	DDF
37557965	distant	biomedical technique	DDF


37761988	distant	microbiome	DDF
37761988	distant	DDF	human
37761988	distant	DDF	DDF


36972851	distant	chemical	DDF
36972851	distant	microbiome	DDF
36972851	distant	microbiome	animal
36972851	distant	chemical	anatomical location
36972851	distant	DDF	animal
36972851	distant	bacteria	animal
36972851	distant	microbiome	anatomical location


34965376	distant	microbiome	DDF
34965376	distant	DDF	human
34965376	distant	chemical	DDF


25415497	distant	microbiome	DDF
25415497	distant	food	DDF
25415497	distant	dietary supplement	DDF
25415497	distant	DDF	DDF


36542917	distant	microbiome	DDF
36542917	distant	bacteria	DDF
36542917	distant	DDF	DDF


34835436	distant	microbiome	DDF
34835436	distant	dietary supplement	DDF
34835436	distant	dietary supplement	microbiome


34830242	distant	drug	DDF
34830242	distant	DDF	DDF


37994886	distant	microbiome	DDF
37994886	distant	microbiome	anatomical location


30223263	distant	microbiome	DDF
30223263	distant	DDF	human
30223263	distant	dietary supplement	microbiome
30223263	distant	DDF	DDF


25567038	distant	microbiome	DDF
25567038	distant	DDF	human
25567038	distant	dietary supplement	DDF
25567038	distant	DDF	DDF


31609697	distant	chemical	DDF
31609697	distant	DDF	anatomical location
31609697	distant	anatomical location	human
31609697	distant	DDF	human
31609697	distant	anatomical location	DDF
31609697	distant	DDF	DDF
31609697	distant	chemical	anatomical location


31870331	distant	microbiome	human
31870331	distant	microbiome	DDF
31870331	distant	DDF	human
31870331	distant	dietary supplement	DDF
31870331	distant	human	biomedical technique
31870331	distant	dietary supplement	microbiome


32046750	distant	dietary supplement	human
32046750	distant	microbiome	DDF
32046750	distant	DDF	human
32046750	distant	dietary supplement	DDF
32046750	distant	DDF	DDF
32046750	distant	dietary supplement	microbiome


37237983	distant	DDF	human
37237983	distant	DDF	DDF


37548294	distant	microbiome	DDF
37548294	distant	DDF	human
37548294	distant	microbiome	human


34079079	distant	microbiome	DDF
34079079	distant	microbiome	human


38488514	distant	chemical	DDF
38488514	distant	chemical	chemical
38488514	distant	microbiome	DDF
38488514	distant	DDF	human
38488514	distant	microbiome	animal
38488514	distant	chemical	microbiome
38488514	distant	chemical	anatomical location
38488514	distant	DDF	animal
38488514	distant	anatomical location	animal


32456274	distant	chemical	DDF
32456274	distant	DDF	anatomical location


36875518	distant	DDF	bacteria
36875518	distant	DDF	microbiome
36875518	distant	microbiome	human
36875518	distant	DDF	human
36875518	distant	human	bacteria
36875518	distant	human	microbiome
36875518	distant	human	biomedical technique
36875518	distant	DDF	DDF
36875518	distant	microbiome	statistical technique
36875518	distant	microbiome	biomedical technique


34042025	distant	microbiome	DDF
34042025	distant	DDF	chemical


31952509	distant	chemical	DDF
31952509	distant	chemical	chemical
