pmid|annotator|start_idx|end_idx|location|text_span|label
38173790|student_A|576|589|abstract|gut microbiota|microbiome
38173790|student_A|594|595|abstract|PD|DDF
38173790|student_A|619|628|abstract|prebiotics|dietary supplement
38173790|student_A|631|640|abstract|probiotics|dietary supplement
38173790|student_A|718|719|abstract|PD|DDF
38173790|student_A|767|780|abstract|gut microbiota|microbiome
38173790|student_A|786|804|abstract|Parkinson's disease|DDF
38173790|student_A|903|904|abstract|PD|DDF
38173790|student_A|1031|1044|abstract|gut microbiota|microbiome
38173790|student_A|1050|1051|abstract|PD|DDF
35263739|student_A|26|45|title|Cognitive Impairment|DDF
35263739|student_A|51|64|title|Gut Microbiota|microbiome
35263739|student_A|12|32|abstract|cognitive impairments|DDF
35263739|student_A|113|120|abstract|dementia|DDF
35263739|student_A|125|143|abstract|Alzheimer's disease|DDF
35263739|student_A|146|147|abstract|AD|DDF
35263739|student_A|226|230|abstract|brain|anatomical location
35263739|student_A|236|249|abstract|gut microbiota|microbiome
35263739|student_A|459|477|abstract|cognitive disorders|DDF
35263739|student_A|816|817|abstract|AD|DDF
35263739|student_A|852|859|abstract|patients|human
35263739|student_A|866|884|abstract|Parkinson's disease|DDF
35263739|student_A|899|900|abstract|AD|DDF
35263739|student_A|915|954|abstract|poststroke cognitive impairment patients|human
35263739|student_A|971|1019|abstract|patients with mild to severe cognitive impairment|human
35263739|student_A|1126|1135|abstract|Firmicutes|bacteria
35263739|student_A|1141|1154|abstract|Bifidobacteria|bacteria
35263739|student_A|1169|1182|abstract|Proteobacteria|bacteria
35263739|student_A|1199|1212|abstract|gut microbiota|microbiome
35263739|student_A|1258|1279|abstract|psychiatric conditions|DDF
35263739|student_A|1376|1389|abstract|gut microbiota|microbiome
35263739|student_A|1410|1417|abstract|dementia|DDF
36406865|student_A|53|65|title|Neurosyphilis|DDF
36406865|student_A|4|17|abstract|gut microbiota|microbiome
36406865|student_A|65|86|abstract|neurological disorders|DDF
36406865|student_A|96|114|abstract|Parkinson's disease|DDF
36406865|student_A|120|138|abstract|Alzheimer's disease|DDF
36406865|student_A|165|178|abstract|gut microbiota|microbiome
36406865|student_A|183|190|abstract|patients|human
36406865|student_A|197|209|abstract|neurosyphilis|DDF
36406865|student_A|212|213|abstract|NS|DDF
36406865|student_A|288|304|abstract|syphilis patients|human
36406865|student_A|325|326|abstract|NS|DDF
36406865|student_A|358|368|abstract|NS patients|human
36406865|student_A|379|393|abstract|general paresis|DDF
36406865|student_A|396|397|abstract|GP|DDF
36406865|student_A|518|536|abstract|cerebrospinal fluid|anatomical location
36406865|student_A|555|568|abstract|NS or GP group|human
36406865|student_A|624|635|abstract|non-NS group|human
36406865|student_A|642|665|abstract|ribosomal RNA sequencing|biomedical technique
36406865|student_A|727|740|abstract|gut microbiota|microbiome
36406865|student_A|763|784|abstract|NS and non-NS patients|human
36406865|student_A|789|810|abstract|GP and non-NS patients|human
36406865|student_A|910|920|abstract|Coprobacter|bacteria
36406865|student_A|950|970|abstract|NS group and GP group|human
36406865|student_A|987|998|abstract|non-NS group|human
36406865|student_A|1026|1036|abstract|Akkermansia|bacteria
36406865|student_A|1070|1080|abstract|GP Patients|human
36406865|student_A|1115|1132|abstract|Clostridia_UCG-014|bacteria
36406865|student_A|1145|1151|abstract|SC-I-84|bacteria
36406865|student_A|1182|1192|abstract|NS patients|human
36406865|student_A|1222|1228|abstract|Bacilli|bacteria
36406865|student_A|1247|1260|abstract|Alloprevotella|bacteria
36406865|student_A|1284|1294|abstract|GP patients|human
36406865|student_A|1348|1358|abstract|Coprobacter|bacteria
36406865|student_A|1371|1381|abstract|Akkermansia|bacteria
36406865|student_A|1434|1459|abstract|neuropsychiatric disorders|DDF
36406865|student_A|1511|1524|abstract|gut microbiota|microbiome
36406865|student_A|1529|1539|abstract|NS patients|human
36406865|student_A|1573|1574|abstract|NS|DDF
36406865|student_A|1616|1617|abstract|NS|DDF
33099131|student_A|0|21|title|Altered gut microbiota|microbiome
33099131|student_A|26|53|title|Parkinson's disease patients|human
33099131|student_A|55|69|title|healthy spouses|human
33099131|student_A|31|54|abstract|gut microbiota dysbiosis|DDF
33099131|student_A|118|136|abstract|Parkinson's disease|DDF
33099131|student_A|139|140|abstract|PD|DDF
33099131|student_A|224|247|abstract|gut microbiota dysbiosis|DDF
33099131|student_A|320|330|abstract|PD patients|human
33099131|student_A|336|350|abstract|healthy spouses|human
33099131|student_A|353|354|abstract|HS|human
33099131|student_A|364|377|abstract|healthy people|human
33099131|student_A|380|381|abstract|HP|human
33099131|student_A|390|408|abstract|16S rRNA sequencing|biomedical technique
33099131|student_A|693|732|abstract|inflammation-associated microbial genera|bacteria
33099131|student_A|878|890|abstract|deterioration|DDF
33099131|student_A|895|896|abstract|PD|DDF
33099131|student_A|984|994|abstract|PD patients|human
33099131|student_A|1005|1012|abstract|controls|human
33099131|student_A|1075|1088|abstract|gut microbiota|microbiome
33099131|student_A|1093|1103|abstract|PD patients|human
33099131|student_A|1119|1158|abstract|inflammation-associated microbial genera|bacteria
33099131|student_A|1178|1191|abstract|PD progression|DDF
33099131|student_A|1272|1285|abstract|gut microbiota|microbiome
33099131|student_A|1328|1366|abstract|Disease-associated metagenomics studies|biomedical technique
33099131|student_A|1496|1509|abstract|gut microbiota|microbiome
33099131|student_A|1514|1524|abstract|PD patients|human
32941730|student_B|27|43|title|Parkinsonian Mice|animal
32941730|student_B|0|18|abstract|Peripheral immunity|DDF
32941730|student_B|53|71|abstract|Parkinson's disease|DDF
32941730|student_B|74|75|abstract|PD|DDF
32941730|student_B|147|160|abstract|Gut microbiota|microbiome
32941730|student_B|286|287|abstract|PD|DDF
32941730|student_B|373|376|abstract|mice|animal
32941730|student_B|434|441|abstract|controls|animal
32941730|student_B|458|489|abstract|M83 heterozygous transgenic mice|animal
32941730|student_B|516|519|abstract|Mice|animal
32941730|student_B|567|591|abstract|adoptive cellular therapy|drug
32941730|student_B|594|596|abstract|ACT|drug
32941730|student_B|617|628|abstract|control mice|animal
32941730|student_B|664|669|abstract|saline|chemical
32941730|student_B|694|697|abstract|mice|animal
32941730|student_B|708|731|abstract|peripheral α-syn fibrils|chemical
32941730|student_B|875|878|abstract|mice|animal
32941730|student_B|996|1003|abstract|16S rDNA|gene
32941730|student_B|1050|1055|abstract|QIIME2|biomedical technique
32941730|student_B|1061|1067|abstract|RStudio|statistical technique
32941730|student_B|1111|1124|abstract|bacterial taxa|bacteria
32941730|student_B|1158|1163|abstract|groups|animal
32941730|student_B|1231|1236|abstract|groups|animal
32941730|student_B|1257|1263|abstract|UniFrac|biomedical technique
32941730|student_B|1328|1346|abstract|distinct clustering|DDF
32941730|student_B|1356|1361|abstract|groups|animal
32941730|student_B|1431|1444|abstract|gut microbiome|microbiome
32941730|student_B|1537|1565|abstract|different microbiota dynamics|DDF
32941730|student_B|1570|1581|abstract|treated mice|animal
32941730|student_B|1608|1620|abstract|control group|animal
32733812|student_A|0|19|title|Human Gut-Microbiota|microbiome
32733812|student_A|36|62|title|Neurodegenerative Disorders|DDF
32733812|student_A|213|238|abstract|neurodegenerative diseases|DDF
32733812|student_A|361|374|abstract|gut microbiota|microbiome
32733812|student_A|380|406|abstract|neurodegenerative disorders|DDF
32733812|student_A|416|451|abstract|Alzheimer's and Parkinson's diseases|DDF
32733812|student_A|558|565|abstract|microbes|bacteria
32733812|student_A|599|601|abstract|gut|anatomical location
32733812|student_A|650|655|abstract|organs|anatomical location
32733812|student_A|672|676|abstract|brain|anatomical location
32733812|student_A|691|704|abstract|gut microbiota|microbiome
32733812|student_A|752|762|abstract|human brain|anatomical location
32733812|student_A|833|864|abstract|microbial-derived neurochemicals|chemical
32733812|student_A|995|1011|abstract|neurodegeneration|DDF
32733812|student_A|1252|1263|abstract|gut microbes|microbiome
32733812|student_A|1268|1284|abstract|neurodegeneration|DDF
32733812|student_A|1405|1431|abstract|neurodegenerative disorders|DDF
32733812|student_A|1605|1616|abstract|gut bacteria|bacteria
39237483|student_B|0|10|title|Temperament|DDF
39237483|student_B|15|29|title|Early Childhood|human
39237483|student_B|50|89|title|Gut Microbiota Composition and Diversity|microbiome
39237483|student_B|104|122|abstract|human fear behavior|DDF
39237483|student_B|154|167|abstract|gut microbiome|microbiome
39237483|student_B|172|178|abstract|infancy|human
39237483|student_B|181|201|abstract|infant gut microbiota|microbiome
39237483|student_B|288|301|abstract|gut microbiome|microbiome
39237483|student_B|370|386|abstract|prefrontal cortex|anatomical location
39237483|student_B|490|500|abstract|temperament|DDF
39237483|student_B|506|519|abstract|gut microbiota|microbiome
39237483|student_B|528|545|abstract|preschool children|human
39237483|student_B|563|579|abstract|Child temperament|DDF
39237483|student_B|656|669|abstract|Gut microbiota|microbiome
39237483|student_B|735|753|abstract|16S rRNA sequencing|biomedical technique
39237483|student_B|792|817|abstract|anti-inflammatory bacteria|bacteria
39237483|student_B|826|841|abstract|Faecalibacterium|bacteria
39237483|student_B|868|892|abstract|pro-inflammatory bacteria|bacteria
39237483|student_B|901|911|abstract|Eggerthella|bacteria
39237483|student_B|914|927|abstract|Flavonifractor|bacteria
39237483|student_B|958|978|abstract|negative emotionality|DDF
39237483|student_B|984|998|abstract|stress response|DDF
39237483|student_B|1007|1026|abstract|negative affectivity|DDF
39237483|student_B|1061|1081|abstract|positive emotionality|DDF
39237483|student_B|1087|1100|abstract|reward-seeking|DDF
39237483|student_B|1168|1191|abstract|gut microbiota diversity|microbiome
39237483|student_B|1222|1240|abstract|response initiation|DDF
39237483|student_B|1249|1259|abstract|impulsivity|DDF
39237483|student_B|1283|1290|abstract|surgency|DDF
39237483|student_B|1292|1303|abstract|extraversion|DDF
39237483|student_B|1390|1400|abstract|temperament|DDF
39237483|student_B|1469|1496|abstract|psychological/emotional risk|DDF
34769091|student_A|0|36|title|Small Intestinal Bacterial Overgrowth|DDF
34769091|student_A|73|91|title|Parkinson's Disease|DDF
34769091|student_A|38|51|abstract|gut microbiota|microbiome
34769091|student_A|61|65|abstract|brain|anatomical location
34769091|student_A|123|159|abstract|Small intestinal bacterial overgrowth|DDF
34769091|student_A|162|165|abstract|SIBO|DDF
34769091|student_A|173|185|abstract|gut dysbiosis|DDF
34769091|student_A|200|214|abstract|small intestine|anatomical location
34769091|student_A|284|288|abstract|colon|anatomical location
34769091|student_A|380|394|abstract|microbial gases|chemical
34769091|student_A|403|411|abstract|intestine|anatomical location
34769091|student_A|414|436|abstract|Intestinal inflammation|DDF
34769091|student_A|439|451|abstract|malabsorption|DDF
34769091|student_A|457|474|abstract|vitamin imbalances|DDF
34769091|student_A|494|497|abstract|SIBO|DDF
34769091|student_A|546|556|abstract|antibiotics|drug
34769091|student_A|612|630|abstract|Parkinson's disease|DDF
34769091|student_A|633|634|abstract|PD|DDF
34769091|student_A|649|679|abstract|neurodegenerative proteinopathy|DDF
34769091|student_A|774|776|abstract|gut|anatomical location
34769091|student_A|900|901|abstract|PD|DDF
34769091|student_A|959|971|abstract|gut dysbiosis|DDF
34769091|student_A|984|987|abstract|SIBO|DDF
34769091|student_A|1004|1016|abstract|gut dysbiosis|DDF
34769091|student_A|1054|1055|abstract|PD|DDF
34769091|student_A|1124|1127|abstract|SIBO|DDF
34769091|student_A|1168|1169|abstract|PD|DDF
34769091|student_A|1199|1215|abstract|neurodegeneration|DDF
34769091|student_A|1305|1306|abstract|PD|DDF
34769091|student_A|1342|1345|abstract|SIBO|DDF
35411052|student_A|21|34|title|gut microbiota|microbiome
35411052|student_A|47|51|title|lipid|chemical
35411052|student_A|57|73|title|energy metabolism|chemical
35411052|student_A|78|96|title|Parkinson's disease|DDF
35411052|student_A|41|57|abstract|serum metabolites|chemical
35411052|student_A|60|94|abstract|gut bacterial community composition|microbiome
35411052|student_A|123|141|abstract|Parkinson's disease|DDF
35411052|student_A|144|145|abstract|PD|DDF
35411052|student_A|152|175|abstract|healthy control subjects|human
35411052|student_A|178|179|abstract|HC|human
35411052|student_A|234|244|abstract|PD patients|human
35411052|student_A|253|263|abstract|HC subjects|human
35411052|student_A|271|289|abstract|metabolite features|DDF
35411052|student_A|331|332|abstract|PD|DDF
35411052|student_A|389|407|abstract|metabolite features|DDF
35411052|student_A|478|502|abstract|serum metabolite profiles|chemical
35411052|student_A|507|508|abstract|PD|DDF
35411052|student_A|559|577|abstract|metabolite features|DDF
35411052|student_A|583|592|abstract|microbiota|microbiome
35411052|student_A|615|628|abstract|bacterial taxa|bacteria
35411052|student_A|658|662|abstract|lipid|chemical
35411052|student_A|668|684|abstract|energy metabolism|chemical
35411052|student_A|689|690|abstract|PD|DDF
32733199|student_A|77|102|title|Neurodegenerative Diseases|DDF
32733199|student_A|0|25|abstract|Neurodegenerative diseases|DDF
32733199|student_A|28|31|abstract|NDDs|DDF
32733199|student_A|72|93|abstract|neurological disorders|DDF
32733199|student_A|297|306|abstract|microbiota|microbiome
32733199|student_A|331|334|abstract|NDDs|DDF
32733199|student_A|528|531|abstract|NDDs|DDF
32733199|student_A|593|602|abstract|microbiota|microbiome
32733199|student_A|701|719|abstract|microbial dysbiosis|DDF
32733199|student_A|724|734|abstract|Alzheimer's|DDF
32733199|student_A|740|759|abstract|Parkinson's diseases|DDF
32733199|student_A|769|782|abstract|gut microbiota|microbiome
32733199|student_A|859|874|abstract|human microbiota|microbiome
32733199|student_A|1372|1385|abstract|gut microbiota|microbiome
31576631|student_A|25|35|title|α-synuclein|chemical
31576631|student_A|132|145|title|gut microbiome|microbiome
31576631|student_A|22|40|abstract|Parkinson's disease|DDF
31576631|student_A|43|44|abstract|PD|DDF
31576631|student_A|66|84|abstract|α-synuclein protein|chemical
31576631|student_A|112|116|abstract|brain|anatomical location
31576631|student_A|127|137|abstract|α-synuclein|chemical
31576631|student_A|177|220|abstract|Gastrointestinal (GI) symptoms and pathology|DDF
31576631|student_A|249|250|abstract|PD|DDF
31576631|student_A|263|274|abstract|constipation|DDF
31576631|student_A|312|326|abstract|glial pathology|DDF
31576631|student_A|333|373|abstract|alterations to gut microbiota composition|DDF
31576631|student_A|376|386|abstract|α-synuclein|chemical
31576631|student_A|453|473|abstract|α-synuclein pathology|DDF
31576631|student_A|494|496|abstract|gut|anatomical location
31576631|student_A|505|509|abstract|brain|anatomical location
31576631|student_A|591|592|abstract|PD|DDF
31576631|student_A|635|648|abstract|gut microbiota|microbiome
31576631|student_A|690|759|abstract|bilateral nigral injection of adeno-associated virus (AAV)-α-synuclein|biomedical technique
31576631|student_A|810|823|abstract|gut microbiome|microbiome
31576631|student_A|854|857|abstract|rats|animal
31576631|student_A|934|944|abstract|α-synuclein|chemical
31576631|student_A|970|982|abstract|neuronal loss|DDF
31576631|student_A|991|1013|abstract|ileal submucosal plexus|anatomical location
31576631|student_A|1064|1079|abstract|myenteric plexus|anatomical location
31576631|student_A|1217|1230|abstract|gut microbiome|microbiome
31576631|student_A|1302|1314|abstract|neuronal loss|DDF
31576631|student_A|1317|1350|abstract|increased enteric glial expression|DDF
31576631|student_A|1357|1391|abstract|modified gut microbiome composition|DDF
31576631|student_A|1476|1503|abstract|nigral α-synuclein pathology|DDF
31576631|student_A|1593|1606|abstract|gut microbiome|microbiome
31576631|student_A|1728|1739|abstract|PD pathology|DDF
33327916|student_B|32|41|title|Probiotics|dietary supplement
33327916|student_B|186|189|abstract|host|human
33327916|student_B|256|269|abstract|food materials|food
33327916|student_B|340|353|abstract|gut microbiota|microbiome
33327916|student_B|429|433|abstract|brain|anatomical location
33327916|student_B|459|472|abstract|gut microbiota|microbiome
33327916|student_B|482|486|abstract|brain|anatomical location
33327916|student_B|699|717|abstract|Parkinson's disease|DDF
33327916|student_B|720|721|abstract|PD|DDF
33327916|student_B|725|743|abstract|Alzheimer's disease|DDF
33327916|student_B|746|747|abstract|AD|DDF
33327916|student_B|751|760|abstract|depression|DDF
33327916|student_B|767|772|abstract|autism|DDF
33327916|student_B|818|827|abstract|prebiotics|dietary supplement
33327916|student_B|833|842|abstract|probiotics|dietary supplement
33327916|student_B|877|890|abstract|gut microbiota|microbiome
33327916|student_B|942|955|abstract|gut microbiota|microbiome
33327916|student_B|960|969|abstract|depression|DDF
33327916|student_B|995|1004|abstract|probiotics|dietary supplement
33327916|student_B|1042|1051|abstract|depression|DDF
33643026|student_A|28|41|title|Gut Microbiota|microbiome
33643026|student_A|47|65|title|Parkinson's Disease|DDF
33643026|student_A|0|7|abstract|Patients|human
33643026|student_A|14|32|abstract|Parkinson's disease|DDF
33643026|student_A|35|36|abstract|PD|DDF
33643026|student_A|64|88|abstract|gastrointestinal symptoms|DDF
33643026|student_A|119|132|abstract|motor symptoms|DDF
33643026|student_A|153|154|abstract|PD|DDF
33643026|student_A|252|273|abstract|PD-related alterations|DDF
33643026|student_A|278|291|abstract|gut microbiota|microbiome
33643026|student_A|358|371|abstract|gut microbiota|microbiome
33643026|student_A|381|388|abstract|patients|human
33643026|student_A|395|396|abstract|PD|DDF
33643026|student_A|402|417|abstract|healthy controls|human
33643026|student_A|420|422|abstract|HCs|human
33643026|student_A|539|552|abstract|gut microbiota|microbiome
33643026|student_A|557|564|abstract|patients|human
33643026|student_A|571|572|abstract|PD|DDF
33643026|student_A|578|580|abstract|HCs|human
33643026|student_A|726|727|abstract|PD|DDF
33643026|student_A|862|875|abstract|Prevotellaceae|bacteria
33643026|student_A|923|938|abstract|Faecalibacterium|bacteria
33643026|student_A|989|1003|abstract|Lachnospiraceae|bacteria
33643026|student_A|1050|1057|abstract|patients|human
33643026|student_A|1064|1065|abstract|PD|DDF
33643026|student_A|1079|1081|abstract|HCs|human
33643026|student_A|1125|1142|abstract|Bifidobacteriaceae|bacteria
33643026|student_A|1188|1202|abstract|Ruminococcaceae|bacteria
33643026|student_A|1247|1265|abstract|Verrucomicrobiaceae|bacteria
33643026|student_A|1314|1332|abstract|Christensenellaceae|bacteria
33643026|student_A|1391|1398|abstract|patients|human
33643026|student_A|1405|1406|abstract|PD|DDF
33643026|student_A|1445|1458|abstract|gut microbiota|microbiome
33643026|student_A|1477|1484|abstract|patients|human
33643026|student_A|1491|1492|abstract|PD|DDF
33643026|student_A|1539|1573|abstract|PD-related gut microbiota dysbiosis|DDF
33643026|student_A|1593|1602|abstract|impairment|DDF
33643026|student_A|1607|1629|abstract|short-chain fatty acids|chemical
33643026|student_A|1632|1636|abstract|SCFAs|chemical
33643026|student_A|1772|1773|abstract|PD|DDF
33070123|student_A|31|44|title|ketogenic diet|food
33070123|student_A|47|48|title|KD|food
33070123|student_A|54|66|title|CNS disorders|DDF
33070123|student_A|4|17|abstract|gut microbiota|microbiome
33070123|student_A|46|66|abstract|neurological diseases|DDF
33070123|student_A|119|136|abstract|antibiotic therapy|drug
33070123|student_A|139|144|abstract|stress|DDF
33070123|student_A|267|276|abstract|microbiota|microbiome
33070123|student_A|321|336|abstract|low carbohydrate|dietary supplement
33070123|student_A|339|354|abstract|adequate protein|dietary supplement
33070123|student_A|371|384|abstract|ketogenic diet|food
33070123|student_A|424|437|abstract|gut microbiome|microbiome
33070123|student_A|494|531|abstract|central nervous system (CNS) disorders|DDF
33070123|student_A|534|545|abstract|Gut microbes|microbiome
33070123|student_A|603|615|abstract|CNS disorders|DDF
33070123|student_A|622|629|abstract|epilepsy|DDF
33070123|student_A|632|650|abstract|Parkinson's disease|DDF
33070123|student_A|653|654|abstract|PD|DDF
33070123|student_A|658|676|abstract|Alzheimer's disease|DDF
33070123|student_A|679|680|abstract|AD|DDF
33070123|student_A|684|708|abstract|autism spectrum disorders|DDF
33070123|student_A|711|714|abstract|ASDs|DDF
33070123|student_A|718|735|abstract|multiple sclerosis|DDF
33070123|student_A|738|739|abstract|MS|DDF
33070123|student_A|743|771|abstract|amyotrophic lateral sclerosis|DDF
33070123|student_A|774|776|abstract|ALS|DDF
33070123|student_A|783|788|abstract|stress|DDF
33070123|student_A|791|797|abstract|anxiety|DDF
33070123|student_A|803|812|abstract|depression|DDF
33070123|student_A|868|879|abstract|gut microbes|microbiome
33070123|student_A|885|886|abstract|KD|food
33070123|student_A|901|908|abstract|microbes|chemical
33070123|student_A|910|919|abstract|probiotics|dietary supplement
33070123|student_A|1092|1105|abstract|gut microbiome|microbiome
33070123|student_A|1156|1176|abstract|neurological diseases|DDF
33070123|student_A|1207|1208|abstract|KD|food
33070123|student_A|1300|1312|abstract|CNS disorders|DDF
33070123|student_A|1384|1385|abstract|KD|food
33070123|student_A|1391|1404|abstract|gut microbiota|microbiome
33070123|student_A|1519|1538|abstract|neurologic disorders|DDF
35931717|student_A|9|34|title|gut microbiota alterations|DDF
35931717|student_A|39|54|title|essential tremor|DDF
35931717|student_A|80|98|title|Parkinson's disease|DDF
35931717|student_A|0|15|abstract|Essential tremor|DDF
35931717|student_A|18|19|abstract|ET|DDF
35931717|student_A|95|113|abstract|Parkinson's disease|DDF
35931717|student_A|116|117|abstract|PD|DDF
35931717|student_A|164|176|abstract|Gut dysbiosis|DDF
35931717|student_A|221|222|abstract|PD|DDF
35931717|student_A|231|232|abstract|ET|DDF
35931717|student_A|267|292|abstract|gastrointestinal disorders|DDF
35931717|student_A|320|333|abstract|gut microbiota|microbiome
35931717|student_A|339|340|abstract|ET|DDF
35931717|student_A|397|398|abstract|ET|DDF
35931717|student_A|405|406|abstract|PD|DDF
35931717|student_A|409|421|abstract|Fecal samples|biomedical technique
35931717|student_A|431|432|abstract|ET|DDF
35931717|student_A|446|447|abstract|PD|DDF
35931717|student_A|496|517|abstract|16S ribosomal RNA gene|gene
35931717|student_A|534|559|abstract|quantitative real-time PCR|biomedical technique
35931717|student_A|562|563|abstract|ET|DDF
35931717|student_A|596|606|abstract|Chao1 index|statistical technique
35931717|student_A|621|622|abstract|PD|DDF
35931717|student_A|625|626|abstract|ET|DDF
35931717|student_A|637|667|abstract|Bacteroides-dominant enterotype|microbiome
35931717|student_A|676|677|abstract|PD|DDF
35931717|student_A|688|719|abstract|Ruminococcus-dominant enterotype|microbiome
35931717|student_A|779|780|abstract|ET|DDF
35931717|student_A|795|806|abstract|Ruminococcus|bacteria
35931717|student_A|809|818|abstract|Romboutsia|bacteria
35931717|student_A|821|833|abstract|Mucispirillum|bacteria
35931717|student_A|840|848|abstract|Aeromonas|bacteria
35931717|student_A|942|943|abstract|PD|DDF
35931717|student_A|996|997|abstract|ET|DDF
35931717|student_A|1012|1022|abstract|Bacteroides|bacteria
