pmid|annotator|subject_label|predicate|object_label
33643026|student_A|microbiome|is linked to|DDF
33070123|student_A|food|influence|DDF
33070123|student_A|DDF|change abundance|microbiome
33070123|student_A|dietary supplement|impact|microbiome
33070123|student_A|dietary supplement|influence|DDF
33070123|student_A|microbiome|is linked to|DDF
33070123|student_A|chemical|influence|DDF
33070123|student_A|drug|impact|microbiome
33070123|student_A|food|impact|microbiome
35931717|student_A|bacteria|influence|DDF
35931717|student_A|DDF|affect|DDF
35931717|student_A|microbiome|is linked to|DDF
35052575|student_A|chemical|impact|microbiome
35730414|student_A|DDF|target|human
35730414|student_A|DDF|affect|DDF
35730414|student_A|food|influence|DDF
35730414|student_A|DDF|change abundance|microbiome
35730414|student_A|dietary supplement|influence|DDF
35730414|student_A|microbiome|is linked to|DDF
36613586|student_B|bacteria|influence|DDF
36613586|student_B|microbiome|located in|anatomical location
36613586|student_B|dietary supplement|influence|DDF
36613586|student_B|bacteria|part of|microbiome
38914414|student_A|dietary supplement|influence|DDF
38914414|student_A|microbiome|is linked to|DDF
35362965|student_A|bacteria|influence|DDF
35362965|student_A|anatomical location|located in|human
32557853|student_A|DDF|target|human
32557853|student_A|DDF|change abundance|bacteria
32557853|student_A|human|used by|biomedical technique
32557853|student_A|microbiome|located in|human
32557853|student_A|microbiome|used by|biomedical technique
32557853|student_A|microbiome|is linked to|DDF
32557853|student_A|chemical|influence|DDF
35666299|student_B|DDF|target|human
35666299|student_B|chemical|impact|microbiome
35666299|student_B|anatomical location|located in|animal
35666299|student_B|microbiome|located in|anatomical location
35666299|student_B|bacteria|part of|microbiome
35666299|student_B|microbiome|is linked to|DDF
35666299|student_B|chemical|influence|DDF
35666299|student_B|chemical|change expression|gene
38868440|student_A|DDF|target|human
38868440|student_A|DDF|affect|DDF
39247907|student_A|DDF|change abundance|bacteria
39247907|student_A|microbiome|located in|animal
39247907|student_A|DDF|change abundance|microbiome
39247907|student_A|microbiome|is linked to|DDF
39247907|student_A|DDF|target|animal
36289839|student_B|DDF|target|human
36289839|student_B|microbiome|located in|human
36289839|student_B|chemical|produced by|microbiome
36289839|student_B|microbiome|located in|anatomical location
36289839|student_B|microbiome|is linked to|DDF
36289839|student_B|anatomical location|located in|human
38975363|student_A|bacteria|influence|DDF
38975363|student_A|microbiome|is linked to|DDF
39375584|student_A|DDF|target|human
39375584|student_A|food|impact|bacteria
39375584|student_A|food|influence|DDF
39375584|student_A|microbiome|located in|human
39375584|student_A|dietary supplement|influence|DDF
39375584|student_A|microbiome|used by|biomedical technique
39375584|student_A|food|impact|microbiome
36155528|student_A|DDF|strike|anatomical location
36155528|student_A|microbiome|located in|animal
36155528|student_A|DDF|change abundance|microbiome
36155528|student_A|microbiome|used by|biomedical technique
36155528|student_A|microbiome|is linked to|DDF
36155528|student_A|bacteria|part of|microbiome
36087572|student_A|DDF|target|human
36087572|student_A|DDF|affect|DDF
36087572|student_A|human|used by|biomedical technique
36087572|student_A|DDF|change abundance|microbiome
36087572|student_A|dietary supplement|impact|microbiome
36087572|student_A|microbiome|located in|human
36087572|student_A|dietary supplement|influence|DDF
33704660|student_A|DDF|target|human
33704660|student_A|microbiome|is linked to|DDF
32266160|student_A|DDF|target|human
32266160|student_A|microbiome|located in|human
32266160|student_A|microbiome|is linked to|DDF
35917710|student_A|chemical|located in|anatomical location
35917710|student_A|DDF|strike|anatomical location
35917710|student_A|chemical|influence|DDF
32088434|student_A|DDF|affect|DDF
32088434|student_A|microbiome|located in|animal
32088434|student_A|chemical|impact|microbiome
32088434|student_A|chemical|produced by|microbiome
32088434|student_A|chemical|influence|DDF
32088434|student_A|DDF|target|animal
35352107|student_A|bacteria|influence|DDF
35352107|student_A|dietary supplement|impact|microbiome
35352107|student_A|chemical|produced by|microbiome
35352107|student_A|microbiome|located in|human
35352107|student_A|dietary supplement|influence|DDF
35352107|student_A|microbiome|is linked to|DDF
35352107|student_A|bacteria|part of|microbiome
35352107|student_A|anatomical location|located in|human
39452233|student_A|dietary supplement|influence|DDF
36458229|student_B|microbiome|is linked to|DDF
35956395|student_B|DDF|target|human
35956395|student_B|microbiome|located in|human
35956395|student_B|chemical|influence|DDF
39291634|student_B|dietary supplement|influence|DDF
39291634|student_B|human|used by|biomedical technique
39291634|student_B|microbiome|is linked to|DDF
39291634|student_B|DDF|target|human
32643435|student_A|DDF|target|human
32643435|student_A|microbiome|is linked to|DDF
33803607|student_B|food|impact|bacteria
33803607|student_B|food|influence|DDF
32735929|student_B|DDF|affect|DDF
32735929|student_B|dietary supplement|impact|microbiome
32735929|student_B|dietary supplement|influence|DDF
32735929|student_B|microbiome|located in|anatomical location
32735929|student_B|microbiome|is linked to|DDF
35594949|student_A|DDF|target|human
35594949|student_A|DDF|affect|DDF
35594949|student_A|microbiome|located in|animal
35594949|student_A|bacteria|influence|DDF
35594949|student_A|chemical|impact|microbiome
35594949|student_A|drug|change effect|DDF
35594949|student_A|chemical|influence|DDF
35594949|student_A|bacteria|part of|microbiome
35594949|student_A|microbiome|is linked to|DDF
35594949|student_A|animal|used by|biomedical technique
35594949|student_A|drug|impact|microbiome
35594949|student_A|DDF|target|animal
34128115|student_B|human|used by|biomedical technique
34128115|student_B|drug|change effect|DDF
34128115|student_B|microbiome|used by|biomedical technique
34128115|student_B|microbiome|is linked to|DDF
34128115|student_B|drug|impact|microbiome
36263629|student_A|DDF|target|human
36263629|student_A|human|used by|biomedical technique
36263629|student_A|chemical|influence|DDF
38959253|student_A|DDF|target|human
38959253|student_A|bacteria|located in|human
38959253|student_A|bacteria|influence|DDF
38959253|student_A|microbiome|located in|human
38959253|student_A|microbiome|located in|anatomical location
38959253|student_A|microbiome|is linked to|DDF
38959253|student_A|chemical|influence|DDF
35812394|student_B|dietary supplement|influence|DDF
35812394|student_B|DDF|interact|chemical
32066253|student_A|DDF|strike|anatomical location
32066253|student_A|microbiome|located in|animal
32066253|student_A|bacteria|influence|DDF
32066253|student_A|dietary supplement|impact|microbiome
32066253|student_A|dietary supplement|influence|DDF
32066253|student_A|microbiome|is linked to|DDF
32066253|student_A|bacteria|part of|microbiome
32066253|student_A|DDF|target|animal
32066253|student_A|bacteria|located in|animal
33153085|student_B|microbiome|located in|anatomical location
33153085|student_B|DDF|interact|chemical
33153085|student_B|microbiome|is linked to|DDF
39063241|student_A|DDF|target|human
39063241|student_A|DDF|affect|DDF
39063241|student_A|bacteria|influence|DDF
39063241|student_A|drug|change effect|DDF
39063241|student_A|drug|administered|human
39063241|student_A|microbiome|is linked to|DDF
39063241|student_A|chemical|influence|DDF
32282304|student_A|microbiome|located in|anatomical location
32282304|student_A|microbiome|is linked to|DDF
32039674|student_A|bacteria|interact|chemical
32039674|student_A|dietary supplement|impact|microbiome
32039674|student_A|chemical|impact|bacteria
34413194|student_A|bacteria|influence|DDF
34413194|student_A|microbiome|is linked to|DDF
35309241|student_B|DDF|target|human
35309241|student_B|chemical|influence|DDF
32516966|student_A|microbiome|located in|human
32516966|student_A|microbiome|located in|anatomical location
32516966|student_A|microbiome|used by|biomedical technique
32516966|student_A|microbiome|is linked to|DDF
32516966|student_A|anatomical location|located in|human
35276981|student_A|dietary supplement|influence|DDF
32473843|student_B|bacteria|influence|DDF
32473843|student_B|DDF|affect|DDF
32473843|student_B|microbiome|is linked to|DDF
32473843|student_B|chemical|influence|DDF
32819577|student_B|microbiome|located in|animal
32819577|student_B|bacteria|located in|human
32819577|student_B|DDF|change abundance|microbiome
32819577|student_B|bacteria|influence|DDF
32819577|student_B|microbiome|is linked to|DDF
32819577|student_B|animal|used by|biomedical technique
32819577|student_B|DDF|target|animal
32819577|student_B|bacteria|located in|animal
35650202|student_A|DDF|target|human
35650202|student_A|DDF|affect|DDF
35650202|student_A|microbiome|located in|animal
35650202|student_A|human|used by|biomedical technique
35650202|student_A|DDF|change abundance|microbiome
35650202|student_A|chemical|impact|microbiome
35650202|student_A|microbiome|located in|human
35650202|student_A|anatomical location|located in|animal
35650202|student_A|microbiome|is linked to|DDF
35650202|student_A|animal|used by|biomedical technique
35650202|student_A|DDF|target|animal
35002935|student_B|DDF|target|human
35002935|student_B|bacteria|influence|DDF
35002935|student_B|food|influence|DDF
33417221|student_A|DDF|target|human
34112355|student_A|DDF|interact|chemical
34112355|student_A|chemical|impact|microbiome
34112355|student_A|chemical|influence|DDF
38922485|student_B|microbiome|located in|animal
38922485|student_B|dietary supplement|impact|microbiome
38922485|student_B|drug|change effect|DDF
38922485|student_B|drug|impact|bacteria
38922485|student_B|drug|impact|microbiome
38922485|student_B|bacteria|part of|microbiome
38922485|student_B|dietary supplement|influence|DDF
38922485|student_B|animal|used by|biomedical technique
38922485|student_B|microbiome|is linked to|DDF
38922485|student_B|DDF|target|animal
39267834|student_B|DDF|change abundance|microbiome
39267834|student_B|DDF|target|human
39267834|student_B|DDF|change abundance|bacteria
39267834|student_B|microbiome|used by|biomedical technique
36104346|student_A|DDF|target|animal
36104346|student_A|DDF|target|human
36104346|student_A|microbiome|located in|animal
36104346|student_A|human|used by|biomedical technique
32946938|student_A|DDF|target|human
32946938|student_A|DDF|change abundance|bacteria
32946938|student_A|chemical|impact|bacteria
32946938|student_A|bacteria|influence|DDF
32946938|student_A|chemical|located in|anatomical location
32946938|student_A|chemical|located in|human
32946938|student_A|chemical|influence|DDF
35308282|student_A|DDF|target|human
36494405|student_A|bacteria|influence|DDF
36494405|student_A|drug|impact|bacteria
36494405|student_A|chemical|influence|DDF
35304983|student_B|dietary supplement|impact|bacteria
35304983|student_B|chemical|produced by|microbiome
35304983|student_B|dietary supplement|influence|DDF
35304983|student_B|microbiome|is linked to|DDF
35304983|student_B|chemical|influence|DDF
38866914|student_A|DDF|target|human
38866914|student_A|chemical|impact|microbiome
38866914|student_A|chemical|impact|bacteria
38866914|student_A|chemical|influence|DDF
35275534|student_B|bacteria|influence|DDF
35275534|student_B|microbiome|is linked to|DDF
35275534|student_B|chemical|influence|DDF
35967810|student_B|food|impact|bacteria
35967810|student_B|food|influence|DDF
35967810|student_B|dietary supplement|impact|microbiome
35967810|student_B|microbiome|located in|anatomical location
35967810|student_B|food|impact|microbiome
35085752|student_A|DDF|target|human
35085752|student_A|DDF|strike|anatomical location
35085752|student_A|drug|change effect|DDF
35085752|student_A|microbiome|located in|anatomical location
35085752|student_A|drug|impact|microbiome
35085752|student_A|drug|interact|chemical
36370535|student_B|DDF|target|human
36370535|student_B|microbiome|is linked to|DDF
36648872|student_B|DDF|target|human
36648872|student_B|drug|change effect|DDF
36648872|student_B|microbiome|located in|human
36648872|student_B|dietary supplement|influence|DDF
36648872|student_B|microbiome|is linked to|DDF
36648872|student_B|chemical|influence|DDF
36648872|student_B|drug|impact|microbiome
38979127|student_A|DDF|target|human
38979127|student_A|human|used by|biomedical technique
38979127|student_A|microbiome|located in|human
38979127|student_A|microbiome|used by|biomedical technique
38979127|student_A|microbiome|is linked to|DDF
31843492|student_A|DDF|target|human
31843492|student_A|DDF|change abundance|microbiome
31843492|student_A|drug|change effect|DDF
31843492|student_A|microbiome|located in|human
31843492|student_A|chemical|influence|DDF
31843492|student_A|anatomical location|located in|animal
31843492|student_A|microbiome|is linked to|DDF
31843492|student_A|bacteria|part of|microbiome
31843492|student_A|drug|impact|microbiome
31843492|student_A|animal|used by|biomedical technique
36144449|student_A|DDF|change abundance|bacteria
36144449|student_A|dietary supplement|impact|microbiome
36144449|student_A|drug|change effect|DDF
36144449|student_A|dietary supplement|influence|DDF
36144449|student_A|chemical|influence|DDF
36144449|student_A|chemical|part of|chemical
36144449|student_A|chemical|interact|chemical
35463646|student_A|drug|impact|microbiome
35463646|student_A|drug|change expression|gene
35463646|student_A|drug|change effect|DDF
35463646|student_A|microbiome|located in|human
36037991|student_B|microbiome|located in|animal
36037991|student_B|microbiome|change expression|gene
36037991|student_B|DDF|change abundance|microbiome
36037991|student_B|chemical|impact|microbiome
36037991|student_B|drug|change effect|DDF
36037991|student_B|chemical|influence|DDF
36037991|student_B|anatomical location|located in|animal
36037991|student_B|microbiome|used by|biomedical technique
36037991|student_B|microbiome|is linked to|DDF
36037991|student_B|animal|used by|biomedical technique
36037991|student_B|DDF|target|animal
35144237|student_A|dietary supplement|impact|bacteria
35144237|student_A|bacteria|influence|DDF
35144237|student_A|dietary supplement|impact|microbiome
35144237|student_A|dietary supplement|influence|DDF
35144237|student_A|microbiome|is linked to|DDF
39271063|student_A|bacteria|interact|chemical
39271063|student_A|DDF|target|human
39271063|student_A|bacteria|influence|DDF
39271063|student_A|DDF|affect|DDF
34839011|student_A|dietary supplement|influence|DDF
34839011|student_A|microbiome|is linked to|DDF
35449203|student_A|DDF|target|human
35449203|student_A|DDF|affect|DDF
35449203|student_A|human|used by|biomedical technique
35449203|student_A|microbiome|located in|human
35449203|student_A|chemical|produced by|microbiome
35449203|student_A|chemical|located in|human
35449203|student_A|chemical|influence|DDF
35886849|student_A|DDF|affect|DDF
35886849|student_A|microbiome|is linked to|DDF
33417973|student_A|DDF|interact|chemical
33417973|student_A|DDF|strike|anatomical location
33417973|student_A|chemical|located in|anatomical location
33417973|student_A|microbiome|is linked to|DDF
33417973|student_A|chemical|influence|DDF
36329546|student_A|dietary supplement|influence|DDF
36329546|student_A|food|influence|DDF
36329546|student_A|microbiome|is linked to|DDF
38737108|student_A|chemical|interact|chemical
38737108|student_A|bacteria|change expression|gene
38737108|student_A|chemical|influence|DDF
35779869|student_A|microbiome|is linked to|DDF
35873830|student_A|dietary supplement|influence|DDF
35873830|student_A|drug|change effect|DDF
35302147|student_B|DDF|change abundance|bacteria
35302147|student_B|microbiome|located in|animal
35302147|student_B|bacteria|influence|DDF
35302147|student_B|dietary supplement|influence|DDF
35302147|student_B|microbiome|is linked to|DDF
35302147|student_B|chemical|influence|DDF
35302147|student_B|DDF|target|animal
36160716|student_A|microbiome|located in|anatomical location
36160716|student_A|drug|change effect|DDF
34795270|student_A|dietary supplement|influence|DDF
34795270|student_A|dietary supplement|impact|microbiome
35704960|student_A|DDF|target|human
35704960|student_A|human|used by|biomedical technique
35704960|student_A|drug|change effect|DDF
35704960|student_A|dietary supplement|influence|DDF
35704960|student_A|microbiome|used by|biomedical technique
35704960|student_A|chemical|influence|DDF
39134099|student_A|DDF|interact|chemical
39134099|student_A|DDF|change abundance|microbiome
39134099|student_A|chemical|impact|microbiome
39134099|student_A|drug|change effect|DDF
39134099|student_A|DDF|is a|DDF
39134099|student_A|animal|used by|biomedical technique
39134099|student_A|microbiome|is linked to|DDF
39134099|student_A|drug|impact|microbiome
35889348|student_B|DDF|target|human
35889348|student_B|chemical|impact|microbiome
35889348|student_B|chemical|interact|chemical
35889348|student_B|chemical|influence|DDF
35806985|student_B|DDF|target|human
35806985|student_B|microbiome|is linked to|DDF
36422338|student_B|dietary supplement|impact|bacteria
36422338|student_B|chemical|impact|microbiome
36422338|student_B|dietary supplement|impact|microbiome
36422338|student_B|dietary supplement|influence|DDF
36422338|student_B|microbiome|located in|anatomical location
36422338|student_B|microbiome|is linked to|DDF
36422338|student_B|anatomical location|located in|human
34783227|student_A|chemical|impact|microbiome
34783227|student_A|chemical|impact|bacteria
32712266|student_A|DDF|affect|DDF
32712266|student_A|drug|administered|animal
32712266|student_A|drug|change effect|DDF
32712266|student_A|chemical|influence|DDF
32712266|student_A|animal|used by|biomedical technique
32712266|student_A|microbiome|is linked to|DDF
32712266|student_A|DDF|target|animal
39187187|student_A|DDF|target|human
39187187|student_A|microbiome|located in|animal
39187187|student_A|microbiome|located in|human
39187187|student_A|microbiome|used by|biomedical technique
39187187|student_A|animal|used by|biomedical technique
39187187|student_A|microbiome|is linked to|DDF
39187187|student_A|DDF|target|animal
35788394|student_A|chemical|impact|bacteria
35788394|student_A|microbiome|located in|animal
35788394|student_A|chemical|impact|microbiome
35788394|student_A|chemical|influence|DDF
35788394|student_A|microbiome|is linked to|DDF
35788394|student_A|bacteria|part of|microbiome
35788394|student_A|DDF|target|animal
38960582|student_A|DDF|target|human
38960582|student_A|drug|change effect|DDF
38960582|student_A|chemical|produced by|microbiome
38960582|student_A|chemical|influence|DDF
38960582|student_A|microbiome|is linked to|DDF
38960582|student_A|bacteria|part of|microbiome
38960582|student_A|DDF|target|animal
36558556|student_B|human|used by|biomedical technique
36558556|student_B|chemical|produced by|microbiome
36558556|student_B|microbiome|located in|human
36558556|student_B|bacteria|part of|microbiome
36558556|student_B|microbiome|compared to|microbiome
35956326|student_A|DDF|change abundance|microbiome
35956326|student_A|DDF|affect|DDF
35956326|student_A|microbiome|is linked to|DDF
39139979|student_A|DDF|target|human
39139979|student_A|food|impact|microbiome
39139979|student_A|food|impact|bacteria
35562885|student_B|DDF|target|human
35562885|student_B|DDF|change abundance|microbiome
35562885|student_B|microbiome|located in|human
35562885|student_B|dietary supplement|influence|DDF
35562885|student_B|microbiome|is linked to|DDF
33293403|student_A|DDF|target|human
33293403|student_A|DDF|change abundance|bacteria
33293403|student_A|DDF|affect|DDF
33293403|student_A|bacteria|located in|human
33293403|student_A|DDF|strike|anatomical location
33293403|student_A|human|used by|biomedical technique
33293403|student_A|bacteria|influence|DDF
33293403|student_A|microbiome|located in|human
33293403|student_A|chemical|located in|anatomical location
33293403|student_A|microbiome|is linked to|DDF
33293403|student_A|chemical|influence|DDF
38792361|student_B|dietary supplement|influence|DDF
38792361|student_B|dietary supplement|impact|microbiome
38792361|student_B|microbiome|is linked to|DDF
33459114|student_A|DDF|affect|DDF
33459114|student_A|microbiome|is linked to|DDF
36278467|student_B|drug|impact|bacteria
36278467|student_B|drug|change effect|DDF
38960388|student_A|bacteria|influence|DDF
38960388|student_A|chemical|influence|DDF
36467550|student_A|chemical|impact|microbiome
36467550|student_A|dietary supplement|impact|microbiome
36467550|student_A|dietary supplement|influence|DDF
36467550|student_A|anatomical location|located in|animal
36467550|student_A|animal|used by|biomedical technique
36467550|student_A|dietary supplement|change expression|gene
36467550|student_A|bacteria|interact|chemical
35127957|student_A|chemical|change expression|gene
35127957|student_A|chemical|impact|microbiome
35127957|student_A|chemical|influence|DDF
35127957|student_A|chemical|part of|chemical
35127957|student_A|chemical|interact|chemical
35563197|student_A|drug|impact|microbiome
35563197|student_A|DDF|interact|chemical
35563197|student_A|drug|change effect|DDF
35563197|student_A|chemical|interact|chemical
35279596|student_B|DDF|change abundance|bacteria
35279596|student_B|drug|change expression|gene
35279596|student_B|microbiome|located in|animal
35279596|student_B|drug|change effect|DDF
35279596|student_B|drug|impact|bacteria
35279596|student_B|drug|impact|microbiome
35279596|student_B|microbiome|is linked to|DDF
35279596|student_B|bacteria|part of|microbiome
35279596|student_B|DDF|target|animal
35370947|student_A|microbiome|located in|human
35370947|student_A|microbiome|is linked to|DDF
36058421|student_B|DDF|target|human
36058421|student_B|DDF|affect|DDF
36058421|student_B|human|used by|biomedical technique
36058421|student_B|microbiome|located in|human
36058421|student_B|microbiome|is linked to|DDF
36058421|student_B|chemical|influence|DDF
38903788|student_A|human|used by|biomedical technique
38903788|student_A|microbiome|located in|human
38903788|student_A|microbiome|located in|anatomical location
38903788|student_A|microbiome|used by|biomedical technique
38903788|student_A|bacteria|part of|microbiome
38903788|student_A|anatomical location|located in|human
36191374|student_A|DDF|target|human
36191374|student_A|microbiome|located in|animal
36191374|student_A|chemical|impact|microbiome
36191374|student_A|bacteria|part of|microbiome
36191374|student_A|microbiome|is linked to|DDF
36191374|student_A|animal|used by|biomedical technique
36191374|student_A|DDF|target|animal
35091889|student_A|drug|change expression|gene
35091889|student_A|drug|change effect|DDF
35091889|student_A|drug|impact|bacteria
35091889|student_A|drug|impact|microbiome
35091889|student_A|microbiome|is linked to|DDF
35091889|student_A|animal|used by|biomedical technique
35091889|student_A|DDF|target|animal
39158758|student_B|DDF|change abundance|bacteria
39158758|student_B|drug|change effect|DDF
39158758|student_B|anatomical location|located in|animal
39158758|student_B|animal|used by|biomedical technique
39158758|student_B|microbiome|is linked to|DDF
39158758|student_B|DDF|target|animal
36552604|student_A|food|impact|microbiome
36552604|student_A|food|influence|DDF
36552604|student_A|microbiome|is linked to|DDF
39295905|student_A|bacteria|influence|DDF
39295905|student_A|DDF|change abundance|bacteria
39295905|student_A|DDF|target|human
32865266|student_A|DDF|target|human
32865266|student_A|bacteria|located in|human
32865266|student_A|microbiome|located in|human
32865266|student_A|microbiome|is linked to|DDF
36099873|student_B|DDF|change abundance|microbiome
36099873|student_B|DDF|change abundance|bacteria
36099873|student_B|microbiome|is linked to|DDF
37515687|student_A|bacteria|influence|DDF
37515687|student_A|chemical|produced by|microbiome
37515687|student_A|chemical|impact|bacteria
37515687|student_A|microbiome|is linked to|DDF
35611932|student_A|DDF|target|human
35611932|student_A|human|used by|biomedical technique
35611932|student_A|drug|change effect|DDF
35611932|student_A|chemical|produced by|microbiome
35611932|student_A|microbiome|located in|human
35611932|student_A|chemical|influence|DDF
36280322|student_A|DDF|interact|chemical
36280322|student_A|DDF|strike|anatomical location
36280322|student_A|DDF|affect|DDF
36280322|student_A|bacteria|influence|DDF
36280322|student_A|drug|change effect|DDF
36280322|student_A|chemical|located in|anatomical location
36280322|student_A|microbiome|is linked to|DDF
36280322|student_A|chemical|influence|DDF
35337376|student_A|DDF|target|human
35337376|student_A|DDF|affect|DDF
35337376|student_A|microbiome|is linked to|DDF
35631252|student_B|drug|impact|microbiome
35631252|student_B|drug|change effect|DDF
35631252|student_B|microbiome|is linked to|DDF
36516809|student_B|DDF|target|human
36516809|student_B|human|used by|biomedical technique
36516809|student_B|drug|change effect|DDF
36516809|student_B|chemical|produced by|microbiome
36516809|student_B|chemical|located in|anatomical location
36516809|student_B|microbiome|is linked to|DDF
36516809|student_B|chemical|influence|DDF
35246670|student_A|DDF|change abundance|microbiome
35246670|student_A|DDF|target|human
35246670|student_A|DDF|affect|DDF
35246670|student_A|chemical|influence|DDF
35840611|student_A|microbiome|located in|anatomical location
35840611|student_A|dietary supplement|administered|human
35840611|student_A|microbiome|used by|biomedical technique
35840611|student_A|microbiome|located in|human
39065244|student_A|DDF|change abundance|microbiome
39065244|student_A|microbiome|located in|anatomical location
39065244|student_A|microbiome|is linked to|DDF
39065244|student_A|bacteria|part of|microbiome
35013099|student_B|DDF|target|human
35013099|student_B|microbiome|is linked to|DDF
35013099|student_B|human|used by|biomedical technique
35923300|student_B|DDF|target|human
39339649|student_A|DDF|target|human
39339649|student_A|dietary supplement|administered|human
39339649|student_A|microbiome|change expression|gene
39339649|student_A|microbiome|located in|human
39339649|student_A|chemical|produced by|microbiome
39339649|student_A|dietary supplement|influence|DDF
39339649|student_A|bacteria|part of|microbiome
39339649|student_A|chemical|influence|DDF
36228569|student_A|dietary supplement|influence|DDF
36228569|student_A|bacteria|influence|DDF
36228569|student_A|microbiome|located in|human
34785689|student_B|DDF|target|human
34785689|student_B|chemical|impact|microbiome
34785689|student_B|microbiome|used by|biomedical technique
34785689|student_B|human|used by|biomedical technique
35194166|student_B|DDF|target|human
35194166|student_B|DDF|change abundance|bacteria
35194166|student_B|microbiome|is linked to|DDF
33279302|student_A|microbiome|used by|biomedical technique
33279302|student_A|microbiome|is linked to|DDF
32112917|student_A|DDF|affect|DDF
32112917|student_A|chemical|influence|DDF
35276927|student_A|dietary supplement|influence|DDF
35276927|student_A|microbiome|is linked to|DDF
36034698|student_B|chemical|impact|bacteria
36034698|student_B|chemical|impact|microbiome
36034698|student_B|chemical|influence|DDF
36034698|student_B|animal|used by|biomedical technique
36034698|student_B|microbiome|is linked to|DDF
36034698|student_B|bacteria|interact|chemical
32032654|student_A|DDF|target|human
32032654|student_A|DDF|change abundance|bacteria
32032654|student_A|microbiome|located in|human
32032654|student_A|microbiome|is linked to|DDF
32032654|student_A|bacteria|part of|microbiome
32032654|student_A|anatomical location|located in|human
35286767|student_A|dietary supplement|influence|DDF
35286767|student_A|dietary supplement|administered|human
35286767|student_A|microbiome|is linked to|DDF
35286767|student_A|DDF|target|human
35257836|student_A|DDF|interact|chemical
35257836|student_A|chemical|located in|anatomical location
32154946|student_A|DDF|target|human
32154946|student_A|DDF|interact|chemical
32154946|student_A|chemical|produced by|microbiome
32154946|student_A|chemical|influence|DDF
34430117|student_B|DDF|strike|anatomical location
34430117|student_B|food|influence|DDF
34430117|student_B|chemical|located in|anatomical location
34430117|student_B|dietary supplement|influence|DDF
34430117|student_B|microbiome|is linked to|DDF
34430117|student_B|chemical|influence|DDF
37492530|student_A|bacteria|influence|DDF
37492530|student_A|chemical|impact|bacteria
37492530|student_A|bacteria|part of|microbiome
39360283|student_A|DDF|target|human
39360283|student_A|dietary supplement|influence|DDF
39360283|student_A|human|used by|biomedical technique
34012926|student_B|DDF|change abundance|bacteria
34012926|student_B|chemical|impact|bacteria
34012926|student_B|bacteria|located in|human
34012926|student_B|bacteria|influence|DDF
34012926|student_B|bacteria|interact|bacteria
34012926|student_B|bacteria|part of|microbiome
34012926|student_B|bacteria|interact|chemical
38806681|student_A|DDF|target|animal
34371014|student_A|DDF|target|human
34371014|student_A|human|used by|biomedical technique
34371014|student_A|microbiome|located in|human
34371014|student_A|microbiome|located in|anatomical location
