pmid|title|authors|journal|year|abstract
37881577|Repeated Social Defeat Stress Induces an Inflammatory Gut Milieu by Altering the Mucosal Barrier Integrity and Gut Microbiota Homeostasis.|Santosh K Yadav; Rizwan Ahmad; Cassandra M Moshfegh; Jagadesan Sankarasubramanian; Vineet Joshi; Safwan K Elkhatib; Yashpal Singh Chhonker; Daryl J Murry; Geoffrey A Talmon; Chittibabu Guda; Adam J Case; Amar B Singh|Biological psychiatry global open science|2023|Posttraumatic stress disorder (PTSD) is a mental health condition triggered by exposure to traumatic events in an individual's life. Patients with PTSD are also at a higher risk for comorbidities. However, it is not well understood how PTSD affects human health and/or promotes the risk for comorbidities. Nevertheless, patients with PTSD harbor a proinflammatory milieu and dysbiotic gut microbiota. Gut barrier integrity helps to maintain normal gut homeostasis and its dysregulation promotes gut dysbiosis and inflammation. We used a mouse model of repeated social defeat stress (RSDS), a preclinical model of PTSD. Behavioral studies, metagenomics analysis of the microbiome, gut permeability assay (on mouse colon, using an Ussing chamber), immunoblotting, and immunohistochemical analyses were performed. Polarized intestinal epithelial cells and 3-dimensional crypt cultures were used for mechanistic analysis. The RSDS mice harbor a heightened proinflammatory gut environment and microbiota dysbiosis. The RSDS mice further showed significant dysregulation of gut barrier functions, including transepithelial electrical resistance, mucin homeostasis, and antimicrobial responses. RSDS mice also showed a specific increase in intestinal expression of claudin-2, a tight junction protein, and epinephrine, a stress-induced neurotransmitter. Treating intestinal epithelial cells or 3-dimensional cultured crypts with norepinephrine or intestinal luminal contents (fecal contents) upregulated claudin-2 expression and inhibited transepithelial electrical resistance. Traumatic stress induces dysregulation of gut barrier functions, which may underlie the observed gut microbiota changes and proinflammatory gut milieu, all of which may have an interdependent effect on the health and increased risk of comorbidities in patients with PTSD.
36984505|Controlling the Impact of <i>Helicobacter pylori</i>-Related Hyperhomocysteinemia on Neurodegeneration.|Jannis Kountouras; Michael Doulberis; Apostolis Papaefthymiou; Stergios A Polyzos; Christos Zavos; Evangelos Kazakos; Stergios Arapoglou; Foteini Kyrailidi; Maria C Mouratidou; Marina Boziki; Elisabeth Vardaka|Medicina (Kaunas, Lithuania)|2023|<i>Helicobacter pylori</i> infection consists a high global burden affecting more than 50% of the world's population. It is implicated, beyond substantiated local gastric pathologies, i.e., peptic ulcers and gastric cancer, in the pathophysiology of several neurodegenerative disorders, mainly by inducing hyperhomocysteinemia-related brain cortical thinning (BCT). BCT has been advocated as a possible biomarker associated with neurodegenerative central nervous system disorders such as Alzheimer's disease, Parkinson's disease, multiple sclerosis, and/or glaucoma, termed as "ocular Alzheimer's disease". According to the infection hypothesis in relation to neurodegeneration, <i>Helicobacter pylori</i> as non-commensal gut microbiome has been advocated as trigger and/or mediator of neurodegenerative diseases, such as the development of Alzheimer's disease. Among others, <i>Helicobacter pylori</i>-related inflammatory mediators, defensins, autophagy, vitamin D, dietary factors, role of probiotics, and some pathogenetic considerations including relevant involved genes are discussed within this opinion article. In conclusion, by controlling the impact of <i>Helicobacter pylori</i>-related hyperhomocysteinemia on neurodegenerative disorders might offer benefits, and additional research is warranted to clarify this crucial topic currently representing a major worldwide burden.
32979562|Shotgun metagenomics reveals both taxonomic and tryptophan pathway differences of gut microbiota in bipolar disorder with current major depressive episode patients.|Wen-Tao Lai; Jie Zhao; Shu-Xian Xu; Wen-Feng Deng; Dan Xu; Ming-Bang Wang; Fu-Sheng He; Yang-Hui Liu; Yuan-Yuan Guo; Shu-Wei Ye; Qi-Fan Yang; Ying-Li Zhang; Sheng Wang; Min-Zhi Li; Ying-Jia Yang; Tie-Bang Liu; Zhi-Ming Tan; Xin-Hui Xie; Han Rong|Journal of affective disorders|2021|The microbiome-gut-brain axis, especially the microbial tryptophan biosynthesis and metabolism pathway (MiTBamp), is closely connected to bipolar disorder with current major depressive episode (BPD). We performed shotgun metagenomics sequencing (SMS) of faecal samples from 25 BPD patients and 28 healthy controls (HCs). Except for the microbiota taxa and MiTBamp analyses, we also built a classification model using the Random Forests (RF) and Boruta algorithm to find the microbial biomarkers for BPD. Compared to HCs, the phylum Bacteroidetes abundance was significantly reduced, whereas that of the Actinobacteria and Firmicutes were significantly increased in BPD patients. We also identified 38 species increased and 6 species decreased significantly in the BPD group. In the MiTBamp, we identified that two Kyoto Encyclopedia of Genes and Genomes (KEGG) orthologies (KOs) (K00658 and K00837) were significantly lower in the BPD, and five KOs (K01696, K00382, K00626, K01667, and K03781) were significantly higher in the BPD group. We also identified significant genera and species which were closely related to these KOs. Finally, RF classification based on gut microbiota at the genus level can achieve an area under the receiver operating characteristic curve of 0.997. The features of cross-sectional design, limited sample size, the heterogeneity of bipolar disorders, and a lack of serum/plasma tryptophan concentration measurements. The present findings enable a better understanding of changes in gastrointestinal microbiome and MiTBamp in BPD. Alterations of microbes may have potential as biomarkers for distinguishing the BPD patients form HCs.
34961418|Effects of Berberine on Gut Microbiota in Patients with Mild Metabolic Disorders Induced by Olanzapine.|Zhengping Pu; Yunying Sun; Hongxia Jiang; Qingmei Hou; Hui Yan; Hui Wen; Guorong Li|The American journal of Chinese medicine|2021|Secondary metabolic disturbances in patients with schizophrenia or bipolar disorder may be attributed to olanzapine. It is important to prevent mild metabolic disorders progressing to metabolic syndrome. This study aims to investigate the effects of berberine on intestinal flora in patients with mild metabolic disorders induced by olanzapine. A total of 132 patients with schizophrenia, bipolar disorder, or schizoaffective psychosis that had been treated with olanzapine for at least 9 months were randomly assigned ([Formula: see text] = 66 each) to receive berberine or placebo tablets for 12 weeks. Metabolic assessments and intestinal flora were quantified at baseline and after 4, 8, and 12 weeks of treatment. Incidence rates of adverse reactions were recorded. FPG, FPI, HOMA-IR, HbA1, TG, BMI, and WC were significantly lower in patients who received berberine compared to placebo after 12 weeks of treatment ([Formula: see text]< 0.05). The abundance of firmicutes and coliform were significantly lower and the abundance of bacteroides significantly higher in patients who received berberine compared to placebo after 12 weeks of treatment ([Formula: see text]< 0.05). In patients who received berberine, the abundance of firmicutes was significantly decreased, and the abundance of bacteroides was significantly increased, and in patients who received placebo, the abundance of firmicutes was significantly increased post-treatment, compared to baseline (both [Formula: see text]< 0.05). In conclusions, berberine may regulate intestinal flora and metabolism in patients with schizophrenia or bipolar disorder and mild metabolic disturbances induced by olanzapine.
25034760|Autoimmune diseases, gastrointestinal disorders and the microbiome in schizophrenia: more than a gut feeling.|Emily G Severance; Robert H Yolken; William W Eaton|Schizophrenia research|2016|Autoimmunity, gastrointestinal (GI) disorders and schizophrenia have been associated with one another for a long time. This paper reviews these connections and provides a context by which multiple risk factors for schizophrenia may be related. Epidemiological studies strongly link schizophrenia with autoimmune disorders including enteropathic celiac disease. Exposure to wheat gluten and bovine milk casein also contribute to non-celiac food sensitivities in susceptible individuals. Co-morbid GI inflammation accompanies humoral immunity to food antigens, occurs early during the course of schizophrenia and appears to be independent from antipsychotic-generated motility effects. This inflammation impacts endothelial barrier permeability and can precipitate translocation of gut bacteria into systemic circulation. Infection by the neurotropic gut pathogen, Toxoplasma gondii, will elicit an inflammatory GI environment. Such processes trigger innate immunity, including activation of complement C1q, which also functions at synapses in the brain. The emerging field of microbiome research lies at the center of these interactions with evidence that the abundance and diversity of resident gut microbiota contribute to digestion, inflammation, gut permeability and behavior. Dietary modifications of core bacterial compositions may explain inefficient gluten digestion and how immigrant status in certain situations is a risk factor for schizophrenia. Gut microbiome research in schizophrenia is in its infancy, but data in related fields suggest disease-associated altered phylogenetic compositions. In summary, this review surveys associative and experimental data linking autoimmunity, GI activity and schizophrenia, and proposes that understanding of disrupted biological pathways outside of the brain can lend valuable information regarding pathogeneses of complex, polygenic brain disorders.
33067915|Interaction between Maternal Immune Activation and Antibiotic Use during Pregnancy and Child Risk of Autism Spectrum Disorder.|Calliope Holingue; Martha Brucato; Christine Ladd-Acosta; Xiumei Hong; Heather Volk; Noel T Mueller; Xiaobin Wang; M Daniele Fallin|Autism research : official journal of the International Society for Autism Research|2020|Prenatal exposure to maternal immune activation (MIA) has been implicated as a risk factor for the development of autism spectrum disorder (ASD), though the conditions under which this elevated risk occurs are unclear. Animal literature demonstrates that antibiotic use, which affects the composition of the maternal gut microbiota, modifies the effect of MIA on neurodevelopmental outcomes in the offspring. The aim of this study was to assess whether antibiotic use during pregnancy modifies the association between MIA and subsequent risk of ASD, in a prospective birth cohort with 116 ASD cases and 860 typically developing (TD) child controls. There was no evidence of interaction between fever or genitourinary infection and antibiotic use on the odds of ASD in unadjusted or adjusted analyzes. However, we found evidence of an interaction between flu, specifically in second trimester, and antibiotic use at any point during pregnancy on the odds of ASD in the child. Among women who received an antibiotic during pregnancy, flu in trimester two was not associated with ASD (adjusted odds ratio [aOR] = 0.99 [0.43-2.28]). Among women who were not exposed to an antibiotic at any point during pregnancy, flu in second trimester was significantly associated with increased odds of ASD (aOR = 4.05 [1.14-14.38], P = .03), after adjustment for child sex, child birth year, maternal age, gestational age, C-section delivery, and low birthweight. These findings should be treated as hypothesis-generating and suggest that antibiotic use may modify the influence that MIA has on autism risk in the child. LAY SUMMARY: We looked at whether the association between activation of the immune system during pregnancy and risk of the child developing autism spectrum disorder (ASD) differed among women who did or did not take an antibiotic at any point during pregnancy. We examined 116 children with ASD and 860 without ASD and found that flu in second trimester was associated with increased ASD, but only among women who did not take an antibiotic during pregnancy. No other immune activation exposures seemed to interact with antibiotic use.
33271210|A systematic review of microbiome changes and impact of probiotic supplementation in children and adolescents with neuropsychiatric disorders.|Anna N Ligezka; A Irem Sonmez; Martha P Corral-Frias; Raphael Golebiowski; Brian Lynch; Paul E Croarkin; Magdalena Romanowicz|Progress in neuro-psychopharmacology & biological psychiatry|2021|In recent decades, the diagnostic and therapeutic implications of the microbiome changes and the impact of probiotic supplementation have increased rapidly. However, the potential for clinical translation of microbiome research for children and adolescents with psychiatric disorders is unclear. This review examined available evidence related to gut microbiota as well as the impact of probiotic supplementation on psychiatric disorders in the pediatric population reported to date. We performed a literature search for the gut microbiota in child and adolescent population (0-18 years old) with mental health disorders from July 1999 through July 2019 in several databases: ClinicalTrials.gov, Ovid EBM Reviews, Ovid Embase, Ovid Medline, Ovid PsycINFO, Scopus, and Web of Science. A total of 7 studies met inclusion criteria consisting of randomized controlled trials and cohort studies that examined various associations between psychiatric disorders and gut microbiota in youth. Six studies examined the effects of various treatment interventions such as probiotic supplementation on microbiota composition and behaviors. One study showed an increase in prosocial behavior in children with Autism Spectrum Disorder (ASD) and an increase in the Lachnospiraceae family following prebiotic supplementation. Another study suggested that prebiotic supplementation increased bifidobacterial populations for ASD and healthy controls. A study evaluating infant supplementation of prebiotics showed both a decreased likelihood of developing Attention Deficit Hyperactivity Disorder (ADHD) or ASD and decreased gut Bifidobacterium. One study did not find significant differences in microbiome composition after micronutrient treatment. The main goal of this systematic review was to comprehensively examine and summarize the current evidence focused on the potential effect of the relationship between microbiota gut composition as well as the effects of probiotic supplementation on psychiatric disorders in children and adolescents. This is a relatively new area of research and the number of included studies is limited. More studies are needed to determine whether gut dysbiosis leads to the development and/or contributes to the severity of mental disorders or whether gut dysbiosis is a result of other processes that accompany mental disorders. A better understanding of the specific bacteria contributions, gut-brain pathways, and role in pathophysiological mechanisms in neuropsychiatric disorders in the child and adolescent populations can possibly provide alternative tools for a clinical psychiatrist. Moreover, it may ultimately aid the clinician with intervention strategies, or detect populations at risk for developing neuropsychiatric disorders.
36794003|High-fiber diet ameliorates gut microbiota, serum metabolism and emotional mood in type 2 diabetes patients.|Lihua Chen; Bo Liu; Lixia Ren; Hao Du; Chunhua Fei; Chang Qian; Bin Li; Ruixia Zhang; Haixia Liu; Zongjie Li; Zhiyong Ma|Frontiers in cellular and infection microbiology|2023|Previous studies have demonstrated that patients with type 2 diabetes mellitus (T2DM) often had the problems of fecal microbiota dysbiosis, and were usually accompanied with psychiatric comorbidities (such as depression and anxiety). Here, we conducted a randomized clinical study to analyze the changes in gut microbiota, serum metabolism and emotional mood of patients with T2DM after consumption of a high-fiber diet. The glucose homeostasis of participants with T2DM was improved by the high-fiber diet, and the serum metabolome, systemic inflammation and psychiatric comorbidities were also altered. The increased abundances of <i>Lactobacillus</i>, <i>Bifidobacterium</i> and <i>Akkermansias</i> revealed that the proportions of beneficial gut microbes were enriched by the high-fiber diet, while the abundances of <i>Desulfovibrio</i>, <i>Klebsiella</i> and other opportunistic pathogens were decreased. Therefore, the current study demonstrated that the intestinal microbiota alterations which were influenced by the high-fiber diet could improve the serum metabolism and emotional mood of patients with T2DM.
38132705|Association of homelessness and diet on the gut microbiome: a United States-Veteran Microbiome Project (US-VMP) study.|Andrew J Hoisington; Kelly A Stearns-Yoder; Christopher E Stamper; Ryan Holliday; Diana P Brostow; Molly E Penzenik; Jeri E Forster; Teodor T Postolache; Christopher A Lowry; Lisa A Brenner|mSystems|2024|Military veterans account for 8% of homeless individuals living in the United States. To highlight associations between history of homelessness and the gut microbiome, we compared the gut microbiome of veterans who reported having a previous experience of homelessness to those from individuals who reported never having experienced a period of homelessness. Moreover, we examined the impact of the cumulative exposure of prior and current homelessness to understand possible associations between these experiences and the gut microbiome. Microbiome samples underwent genomic sequencing and were analyzed based on alpha diversity, beta diversity, and taxonomic differences. Additionally, demographic information, dietary data, and mental health history were collected. A lifetime history of homelessness was found to be associated with alcohol use disorder, substance use disorder, and healthy eating index compared to those without such a history. In terms of differences in gut microbiota, beta diversity was significantly different between veterans who had experienced homelessness and veterans who had never been homeless (<i>P</i> = 0.047, weighted UniFrac), while alpha diversity was similar. The microbial community differences were, in part, driven by a lower relative abundance of <i>Akkermansia</i> in veterans who had experienced homelessness (mean; range [in percentages], 1.07; 0-33.9) compared to veterans who had never been homeless (2.02; 0-36.8) (<i>P</i> = 0.014, ancom-bc2). Additional research is required to facilitate understanding regarding the complex associations between homelessness, the gut microbiome, and mental and physical health conditions, with a focus on increasing understanding regarding the longitudinal impact of housing instability throughout the lifespan.IMPORTANCEAlthough there are known stressors related to homelessness as well as chronic health conditions experienced by those without stable housing, there has been limited work evaluating the associations between microbial community composition and homelessness. We analyzed, for the first time, bacterial gut microbiome associations among those with experiences of homelessness on alpha diversity, beta diversity, and taxonomic differences. Additionally, we characterized the influences of diet, demographic characteristics, military service history, and mental health conditions on the microbiome of veterans with and without any lifetime history of homelessness. Future longitudinal research to evaluate the complex relationships between homelessness, the gut microbiome, and mental health outcomes is recommended. Ultimately, differences in the gut microbiome of individuals experiencing and not experiencing homelessness could assist in identification of treatment targets to improve health outcomes.
36900437|Fermented Wheat Germ Alleviates Depression-like Behavior in Rats with Chronic and Unpredictable Mild Stress.|Zheyuan Hu; Penghui Zhao; Aimei Liao; Long Pan; Jie Zhang; Yuqi Dong; Jihong Huang; Weiwei He; Xingqi Ou|Foods (Basel, Switzerland)|2023|Depression is a chronic mental illness with devastating effects on a person's physical and mental health. Studies have reported that food fermentation with probiotics can enrich the nutritional values of food and produce functional microorganisms that can alleviate depression and anxiety. Wheat germ is an inexpensive raw material that is rich in bioactive ingredients. For example, gamma-aminobutyric acid (GABA) is reported to have antidepressant effects. Several studies concluded that <i>Lactobacillus plantarum</i> is a GABA-producing bacteria and can alleviate depression. Herein, fermented wheat germs (FWGs) were used to treat stress-induced depression. FWG was prepared by fermenting wheat germs with <i>Lactobacillus plantarum</i>. The chronic unpredictable mild stress (CUMS) model was established in rats, and these rats were treated with FWG for four weeks to evaluate the effects of FWG in relieving depression. In addition, the study also analyzed the potential anti-depressive mechanism of FWG based on behavioral changes, physiological and biochemical index changes, and intestinal flora changes in depressed rats. The results demonstrated that FWG improved depression-like behaviors and increased neurotransmitter levels in the hippocampus of CUMS model rats. In addition, FWG effectively altered the gut microbiota structure and remodeled the gut microbiota in CUMS rats, restored neurotransmitter levels in depressed rats through the brain-gut axis, and restored amino acid metabolic functions. In conclusion, we suggest that FWG has antidepressant effects, and its potential mechanism may act by restoring the disordered brain-gut axis.
34603341|Consumption of Butylated Starch Alleviates the Chronic Restraint Stress-Induced Neurobehavioral and Gut Barrier Deficits Through Reshaping the Gut Microbiota.|Peijun Tian; Huiyue Zhu; Xin Qian; Ying Chen; Zheng Wang; Jianxin Zhao; Hao Zhang; Gang Wang; Wei Chen|Frontiers in immunology|2021|The beneficial effect of short-chain fatty acids (SCFAs) on host health has been well recognized based on the booming knowledge from gut microbiome research. The role of SCFA in influencing psychological function is highlighted in recent years but has not been fully elucidated. In this study, the SCFA-acylated starches were used to accomplish a sizeable intestine-targeted release of the SCFAs, and the neurobehavioral, immunological, and microbial effects were further investigated. Acetylated-, butylated-, and isobutylated-starch could attenuate the depression-like behaviors and excessive corticosterone production in chronically stressed mice. Butylated- starch significantly reduced the colonic permeability <i>via</i> increasing the tight junction proteins (including ZO-1, Claudin, and Occludin) gene expression and reduced the level of the inflammatory cytokines (including IL-1β and IL-6). The butylated starch's neurological and immunological benefits may be derived from the gut microbiome modifications, including normalizing the abundance of certain beneficial microbes (<i>Odoribacter</i> and <i>Oscillibacter</i>) and metabolomic pathways (<i>Tryptophan synthesis</i> and <i>Inositol degradation</i>). The present findings further validate the brain-beneficial effect of butyrate and offer novel guidance for developing novel food or dietary supplements for improving mental health.
34422393|A discussion of the gut microbiome's development, determinants, and dysbiosis in cancers of the esophagus and stomach.|Karan Grover; Stephanie Gregory; John F Gibbs; Nancy J Emenaker|Journal of gastrointestinal oncology|2021|The microbiome refers to a population of microbes that colonize the skin, nasopharynx, oral cavity, gastrointestinal tract, and urogenital tract. The human microbiome consists of bacteria, archaea, fungi, viruses, and phages. Recent advances in genomic sequencing have catalyzed a deeper understanding of complex microbe-microbe and host-microbe interactions. Dysregulation of these interactions, or dysbiosis of the gastrointestinal tract, has been implicated in a growing list of pathologies including nonalcoholic fatty liver disease, cardiovascular disease, obesity, diabetes, depression, Parkinson's disease, autism, and various gastrointestinal cancers. Gastric and esophageal cancer, for example, continue to remain as two of the most common causes of cancer-related deaths worldwide, therefore there is an increased emphasis on investigating the role of dysbiosis on these cancers. In this review, we discuss the development and structure of the gut microbiome, its homeostatic and dysbiotic mechanisms, and the key microbes in esophageal and gastric carcinogenesis with a focus on bacterial biology. Further clarification of these pathways and discovery of diagnostic or therapeutic targets could have broad impacts on global subpopulations. It is important to understand the nature of the gastrointestinal tract microbiome and its potentional risk factors for dysbiosis in order to tailor its application to the individual patient and create an era of highly personalized, precision medicine.
35914559|Oral ingestion of the environmental toxicant trichloroethylene in rats induces alterations in the gut microbiome: Relevance to idiopathic Parkinson's disease.|Neda M Ilieva; Zachary D Wallen; Briana R De Miranda|Toxicology and applied pharmacology|2022|Microbial alterations within the gut microbiome appear to be a common feature of individuals with Parkinson's disease (PD), providing further evidence for the role of the gut-brain axis in PD development. As a major site of contact with the environment, questions have emerged surrounding the cause and effect of alterations to the gut microbiome by environmental contaminants associated with PD risk, such as pesticides, metals, and organic solvents. Recent data from our lab shows that ingestion of the industrial byproduct and environmental pollutant trichloroethylene (TCE) induces key Parkinsonian pathology within aged rats, including the degeneration of dopaminergic neurons, α-synuclein accumulation, neuroinflammation, and endolysosomal deficits. As TCE is the most common organic contaminant within drinking water, we postulated that ingestion of TCE associated with PD-related neurodegeneration may alter the gut microbiome to a similar extent as observed in persons with PD. To assess this, we collected fecal samples from adult rats treated with 200 mg/kg TCE over 6 weeks via oral gavage - the dose that produced nigrostriatal neurodegeneration - and analyzed the gut microbiome via whole genome shotgun sequencing. Our results showed changes in gut microorganisms reflective of the microbial signatures observed in individuals with idiopathic PD, such as decreased abundance of short-chain fatty acid producing Blautia and elevated lactic-acid producing Bifidobacteria, as well as genera who contain species previously reported as opportunistic pathogens such as Clostridium. From these experimental data, we postulate that TCE exposure within contaminated drinking water could induce alterations of the gut microbiome that contributes to chronic disease risk, including idiopathic PD.
38422755|Gut microbiota disturbances in hospitalized older adults with malnutrition and clinical outcomes.|Shirley S Muñoz-Fernandez; Flavia B Garcez; Julio C G Alencar; Amália A Bastos; John E Morley; Tommy Cederholm; Ivan Aprahamian; Heraldo P de Souza; Thiago J Avelino-Silva; Laure B Bindels; Sandra M L Ribeiro|Nutrition (Burbank, Los Angeles County, Calif.)|2024|Malnutrition is one of the most threatening conditions in geriatric populations. The gut microbiota has an important role in the host's metabolic and muscular health: however, its interplay with disease-related malnutrition is not well understood. We aimed to identify the association of malnutrition with the gut microbiota and predict clinical outcomes in hospitalized acutely ill older adults. We performed a secondary longitudinal analysis in 108 geriatric patients from a prospective cohort evaluated at admission and 72 h of hospitalization. We collected clinical, demographic, nutritional, and 16S rRNA gene-sequenced gut microbiota data. Microbiota diversity, overall composition, and differential abundance were calculated and compared between patients with and without malnutrition. Microbiota features associated with malnutrition were used to predict clinical outcomes. Patients with malnutrition (51%) had a different microbiota composition compared to those who were well-nourished during hospitalization (ANOSIM R = 0.079, P = 0.003). Patients with severe malnutrition showed poorer α-diversity at admission (Shannon P = 0.012, Simpson P = 0.018) and follow-up (Shannon P = 0.023, Chao1 P = 0.008). Differential abundance of Lachnospiraceae NK4A136 group, Subdoligranulum, and Faecalibacterium prausnitzii were significantly lower and inversely associated with malnutrition, while Corynebacterium, Ruminococcaceae Incertae Sedis, and Fusobacterium were significantly increased and positively associated with malnutrition. Corynebacterium, Ruminococcaceae Incertae Sedis, and the overall composition were important predictors of critical care in patients with malnutrition during hospitalization. Older adults with malnutrition, especially in a severe stage, may be subject to substantial gut microbial disturbances during hospitalization. The gut microbiota profile of patients with malnutrition might help us to predict worse clinical outcomes.
37228957|The microbiota-gut-brain axis and three common neurological disorders: a mini-review.|Amjad Mhanna; Zuheir Alshehabi|Annals of medicine and surgery (2012)|2023|Neurological disorders are an important cause of disability and death globally. Recently, a large body of research shows that the gut microbiome affects the brain and its conditions, through the gut-brain axis. The purpose of this mini-review is to provide a brief overview of the relationship between the microbiota-gut-brain axis in three neurological disorders: epilepsy, Parkinson's disease, and migraine. The authors chose these three disorders because of their burdensome and great effect on health care. We live on a microbial planet. Before humans, microorganisms existed for a hundred million years. Today, there are trillions of these microbes living in our bodies, it is called human microbiota. These organisms have a crucial role in our homeostasis and survival. Most of the human microbiota live in the gut. The number of gut microbiota is much more than the number of body cells. Gut microbiota has been regarded as a crucial regulator of the gut-brain axis. The discovery of the microbiota-gut-brain axis is described as a major advancement in neuroscience because it influences the pathophysiology of several neurological and psychiatric disorders. From this, more studies of the microbiota-gut-brain axis are needed in the future, to provide a better understanding of brain disorders and so that better treatment and prognosis.
30717162|Fecal Microbiota Analysis in Patients Going through a Depressive Episode during Treatment in a Psychiatric Hospital Setting.|Paweł Liśkiewicz; Justyna Pełka-Wysiecka; Mariusz Kaczmarczyk; Igor Łoniewski; Michał Wroński; Agata Bąba-Kubiś; Karolina Skonieczna-Żydecka; Wojciech Marlicz; Błażej Misiak; Jerzy Samochowiec|Journal of clinical medicine|2019|There is a worldwide prevalence of generalized anxiety and major depressive disorders (MDD). Gut⁻brain axis dysfunction, antibacterial activity, and modulatory effects of antidepressants toward intestinal bacteria have been shown both in vitro and in vivo. In this study, we aimed to investigate the effects of hospital stay, including escitalopram administration, on gut microbiota in patients with depressive episodes. After admission to the hospital and 7-days washout from all medications the composition of fecal microbiota samples was evaluated at baseline (W0) and after 6 weeks (W6), using 16S rRNA sequencing. The study was conducted on 17 inpatients (52.9% females), who followed the same daily hospital routine, including a standard diet and received 5⁻20 mg daily doses of escitalopram. At the end of treatment (W6), no change was observed in the Chao1 index. However, Shannon (median (Q1⁻Q3): W0 2.78 (2.67⁻3.02) vs. W6 3.11 (2.80⁻3.30)), and inverse Simpson (median (Q1⁻Q3): W0 9.26 (7.26⁻13.76) vs. W6 12.13 (9.17⁻15.73)) indices increased significantly compared to baseline values (False Discovery Rate <i>p</i> (<i>q</i>) = 0.031 and <i>q</i> = 0.011, respectively). We also found that between-subject W0 Bray⁻Curtis dissimilarities were significantly higher than W0⁻W6 within-subject dissimilarities (median (Q1⁻Q3): 0.68 (0.56⁻0.77) vs. 0.38 (0.35⁻0.52), two sided Mann⁻Whitney test <i>p</i> < 0.00001. The within-subject dissimilarities did not depend on sex, age, BMI, illness duration and a daily dose of escitalopram. No significant differences between taxa levels, at the studied time points, were observed when adjusted for multiple hypotheses testing procedures. We conclude that a six-week treatment in a psychiatric hospital setting resulted in increased alpha biodiversity in fecal microbiota, however its causal relationship with patients' mental health was not proved. We have also found that individual microbiome stability was not affected by hospitalization.
31248424|Altered gut microbiota and inflammatory cytokine responses in patients with Parkinson's disease.|Chin-Hsien Lin; Chieh-Chang Chen; Han-Lin Chiang; Jyh-Ming Liou; Chih-Min Chang; Tzu-Pin Lu; Eric Y Chuang; Yi-Cheng Tai; Chieh Cheng; Han-Yi Lin; Ming-Shiang Wu|Journal of neuroinflammation|2019|Emerging evidence suggests that gut microbiome composition alterations affect neurodegeneration through neuroinflammation in the pathogenesis of Parkinson's disease (PD). Here, we evaluate gut microbiota alterations and host cytokine responses in a population of Taiwanese patients with PD. Fecal microbiota communities from 80 patients with PD and 77 age and gender-matched controls were assessed by sequencing the V3-V4 region of the 16S ribosomal RNA gene. Diet and comorbidities were controlled in the analyses. Plasma concentrations of IL-1β, IL-2, IL-4, IL-6, IL-13, IL-18, GM-CSF, IFNγ, and TNFα were measured by a multiplex immunoassay and relationships between microbiota, clinical characteristics, and cytokine levels were analyzed in the PD group. We further examined the cytokine changes associated with the altered gut microbiota seen in patients with PD in another independent cohort of 120 PD patients and 120 controls. Microbiota from patients with PD was altered relative to controls and dominated by Verrucomicrobia, Mucispirillum, Porphyromonas, Lactobacillus, and Parabacteroides. In contrast, Prevotella was more abundant in controls. The abundances of Bacteroides were more increased in patients with non-tremor PD subtype than patients with tremor subtype. Bacteroides abundance was correlated with motor symptom severity defined by UPDRS part III motor scores (rho = 0.637 [95% confidence interval 0.474 to 0.758], P < 0.01). Altered microbiota was correlated with plasma concentrations of IFNγ and TNFα. There was a correlation between Bacteroides and plasma level of TNFα (rho = 0.638 [95% CI: 0.102-0.887], P = 0.02); and a correlation between Verrucomicrobia abundance and plasma concentrations of IFNγ (rho = 0.545 [95% CI - 0.043-0.852], P = 0.05). The elevated plasma cytokine responses were confirmed in an additional independent 120 patients with PD and 120 controls (TNFα: PD vs. control 8.51 ± 4.63 pg/ml vs. 4.82 ± 2.23 pg/ml, P < 0.01; and IFNγ: PD vs. control: 38.45 ± 7.12 pg/ml vs. 32.79 ± 8.03 pg/ml, P = 0.03). This study reveals altered gut microbiota in PD and its correlation with clinical phenotypes and severity in our population. The altered plasma cytokine profiles associated with gut microbiome composition alterations suggest aberrant immune responses may contribute to inflammatory processes in PD.
